JUN18LOF00192.spu,JUN18LOF00191.spu,JUN18LOF00190.spu,JUN18LOF00189.spu,JUN18LOF00188.spu,
Wavelength,JUN18LOF00193.spu,JUN18LOF00194.spu,JUN18LOF00195.spu,JUN18LOF00196.spu,JUN18LOF00197.spu,JUN18LOF00198.spu,JUN18LOF00199.spu,JUN18LOF00200.spu,JUN18LOF00201.spu,JUN18LOF00202.spu,JUN18LOF00203.spu,JUN18LOF00204.spu,JUN18LOF00205.spu,JUN18LOF00206.spu,JUN18LOF00207.spu,JUN18LOF00208.spu,JUN18LOF00209.spu,JUN18LOF00210.spu,JUN18LOF00211.spu,JUN18LOF00212.spu
 877 , 0.393578 , 0.363485 , 0.391034 , 0.388903 , 0.405569 , 0.418864 , 0.355469 , 0.438863 , 0.386079 , 0.381839 , 0.471375 , 0.431076 , 0.453264 , 0.417883 , 0.443368 , 0.382244 , 0.405937 , 0.388129 , 0.373646 , 0.370888 
 878 , 0.39408 , 0.363614 , 0.391668 , 0.38919 , 0.406013 , 0.419108 , 0.356024 , 0.439542 , 0.386364 , 0.382398 , 0.47182 , 0.431663 , 0.453924 , 0.41845 , 0.443951 , 0.382509 , 0.406546 , 0.388546 , 0.374142 , 0.37133 
 879 , 0.394589 , 0.363785 , 0.392325 , 0.389527 , 0.406547 , 0.41941 , 0.356615 , 0.440252 , 0.386662 , 0.38304 , 0.472281 , 0.432295 , 0.4546 , 0.419054 , 0.444505 , 0.382735 , 0.407222 , 0.388978 , 0.374674 , 0.371802 
 880 , 0.395168 , 0.364182 , 0.392956 , 0.390112 , 0.407343 , 0.419802 , 0.357242 , 0.440816 , 0.387163 , 0.383789 , 0.472748 , 0.432915 , 0.455218 , 0.41972 , 0.445091 , 0.383045 , 0.407857 , 0.389389 , 0.37527 , 0.372292 
 881 , 0.395856 , 0.364847 , 0.393571 , 0.390994 , 0.408396 , 0.420301 , 0.357796 , 0.441258 , 0.388007 , 0.384564 , 0.473268 , 0.433468 , 0.455776 , 0.420473 , 0.445858 , 0.383496 , 0.408448 , 0.389844 , 0.375967 , 0.372801 
 882 , 0.396594 , 0.365485 , 0.394228 , 0.391861 , 0.40934 , 0.420753 , 0.358236 , 0.441767 , 0.388911 , 0.385234 , 0.473856 , 0.433978 , 0.45637 , 0.42127 , 0.446784 , 0.384013 , 0.409063 , 0.390378 , 0.376689 , 0.373319 
 883 , 0.397299 , 0.366112 , 0.394896 , 0.392732 , 0.410249 , 0.421186 , 0.35866 , 0.442256 , 0.389773 , 0.385822 , 0.474443 , 0.434512 , 0.456971 , 0.422027 , 0.447717 , 0.38453 , 0.409686 , 0.3909 , 0.377386 , 0.373841 
 884 , 0.397622 , 0.366571 , 0.395509 , 0.393396 , 0.410684 , 0.421263 , 0.358905 , 0.442436 , 0.390038 , 0.385745 , 0.47492 , 0.435086 , 0.457512 , 0.422372 , 0.448495 , 0.384983 , 0.410223 , 0.391208 , 0.377746 , 0.374268 
 885 , 0.398031 , 0.367243 , 0.39626 , 0.394043 , 0.411276 , 0.421228 , 0.359281 , 0.442411 , 0.390137 , 0.385687 , 0.475386 , 0.435676 , 0.458131 , 0.4229 , 0.449268 , 0.385566 , 0.410662 , 0.391363 , 0.378126 , 0.374774 
 886 , 0.398454 , 0.367936 , 0.397042 , 0.394704 , 0.411884 , 0.421184 , 0.359669 , 0.44238 , 0.39024 , 0.385624 , 0.475866 , 0.436283 , 0.458777 , 0.423446 , 0.450062 , 0.386171 , 0.411125 , 0.391516 , 0.378526 , 0.3753 
 887 , 0.399001 , 0.368413 , 0.39754 , 0.395369 , 0.412268 , 0.421345 , 0.360009 , 0.442711 , 0.390238 , 0.385688 , 0.476403 , 0.436853 , 0.459442 , 0.424136 , 0.450809 , 0.386674 , 0.411565 , 0.391614 , 0.378851 , 0.375892 
 888 , 0.399602 , 0.36886 , 0.397714 , 0.39608 , 0.412583 , 0.421912 , 0.360314 , 0.443148 , 0.390648 , 0.385969 , 0.476943 , 0.437524 , 0.460233 , 0.42462 , 0.451518 , 0.387012 , 0.412038 , 0.391907 , 0.379217 , 0.376432 
 889 , 0.40023 , 0.369326 , 0.397846 , 0.396831 , 0.412906 , 0.422551 , 0.360611 , 0.443611 , 0.391147 , 0.386301 , 0.477492 , 0.438234 , 0.461078 , 0.425074 , 0.452248 , 0.387347 , 0.412529 , 0.392254 , 0.379609 , 0.376987 
 890 , 0.400553 , 0.369798 , 0.398085 , 0.397335 , 0.413339 , 0.423202 , 0.360941 , 0.443917 , 0.391773 , 0.386691 , 0.477866 , 0.438773 , 0.461808 , 0.425468 , 0.452998 , 0.387697 , 0.412891 , 0.392547 , 0.380062 , 0.377363 
 891 , 0.400447 , 0.370271 , 0.398674 , 0.39771 , 0.413759 , 0.423602 , 0.361353 , 0.444246 , 0.39233 , 0.387105 , 0.478154 , 0.439215 , 0.462254 , 0.425958 , 0.453763 , 0.388185 , 0.413238 , 0.392711 , 0.380519 , 0.377611 
 892 , 0.400225 , 0.370773 , 0.399508 , 0.398191 , 0.414113 , 0.423816 , 0.361841 , 0.444734 , 0.392751 , 0.387513 , 0.478543 , 0.439762 , 0.462581 , 0.426606 , 0.454562 , 0.388815 , 0.413708 , 0.392836 , 0.380951 , 0.377919 
 893 , 0.400051 , 0.371221 , 0.400387 , 0.398591 , 0.414424 , 0.423953 , 0.362347 , 0.445285 , 0.393138 , 0.387874 , 0.478959 , 0.440364 , 0.462915 , 0.427249 , 0.455354 , 0.389428 , 0.414213 , 0.392912 , 0.38132 , 0.378235 
 894 , 0.400237 , 0.371341 , 0.401278 , 0.398555 , 0.414611 , 0.423867 , 0.362868 , 0.445979 , 0.393305 , 0.387945 , 0.479374 , 0.441089 , 0.463349 , 0.427662 , 0.45601 , 0.389807 , 0.414783 , 0.392827 , 0.38149 , 0.37854 
 895 , 0.400697 , 0.371302 , 0.402094 , 0.398492 , 0.415206 , 0.424206 , 0.36351 , 0.446688 , 0.393493 , 0.387914 , 0.479818 , 0.441799 , 0.464163 , 0.427879 , 0.456912 , 0.390158 , 0.415418 , 0.392952 , 0.382005 , 0.379008 
 896 , 0.401196 , 0.371262 , 0.402967 , 0.398418 , 0.415836 , 0.424565 , 0.364194 , 0.447446 , 0.393687 , 0.387878 , 0.4803 , 0.442559 , 0.46503 , 0.428123 , 0.457884 , 0.390539 , 0.416104 , 0.393089 , 0.382557 , 0.379519 
 897 , 0.401906 , 0.371902 , 0.403686 , 0.399323 , 0.416792 , 0.425237 , 0.364815 , 0.447998 , 0.394265 , 0.388395 , 0.480797 , 0.443346 , 0.465943 , 0.428664 , 0.458856 , 0.391111 , 0.416659 , 0.393453 , 0.383485 , 0.380293 
 898 , 0.402372 , 0.372908 , 0.40431 , 0.399965 , 0.41758 , 0.425716 , 0.365366 , 0.448513 , 0.395221 , 0.389117 , 0.481142 , 0.443941 , 0.466872 , 0.429413 , 0.459682 , 0.391587 , 0.4169 , 0.393431 , 0.384123 , 0.380927 
 899 , 0.402824 , 0.37398 , 0.404954 , 0.400614 , 0.418389 , 0.426191 , 0.365928 , 0.449057 , 0.396243 , 0.389883 , 0.481496 , 0.444553 , 0.467842 , 0.430217 , 0.460533 , 0.392068 , 0.417135 , 0.393368 , 0.384759 , 0.381571 
 900 , 0.403174 , 0.374944 , 0.405657 , 0.401307 , 0.419307 , 0.426374 , 0.366448 , 0.449371 , 0.397184 , 0.390187 , 0.481926 , 0.445162 , 0.46901 , 0.431012 , 0.461475 , 0.392592 , 0.417761 , 0.393405 , 0.385299 , 0.382253 
 901 , 0.403561 , 0.37568 , 0.406476 , 0.402181 , 0.42037 , 0.426272 , 0.366815 , 0.449342 , 0.397736 , 0.390119 , 0.482509 , 0.445888 , 0.470081 , 0.431808 , 0.462433 , 0.393168 , 0.418678 , 0.393737 , 0.385574 , 0.382915 
 902 , 0.404027 , 0.376343 , 0.407371 , 0.403184 , 0.421518 , 0.426119 , 0.367117 , 0.449179 , 0.398083 , 0.390029 , 0.483167 , 0.44671 , 0.471044 , 0.432634 , 0.463388 , 0.393763 , 0.419619 , 0.394239 , 0.38574 , 0.383561 
 903 , 0.404482 , 0.376896 , 0.408074 , 0.404067 , 0.422411 , 0.426105 , 0.36745 , 0.449214 , 0.398253 , 0.389996 , 0.48378 , 0.447398 , 0.471854 , 0.433422 , 0.464318 , 0.394332 , 0.420329 , 0.394841 , 0.385802 , 0.384205 
 904 , 0.404884 , 0.377121 , 0.408168 , 0.404641 , 0.422594 , 0.426489 , 0.367929 , 0.449809 , 0.39802 , 0.390207 , 0.484249 , 0.447646 , 0.472267 , 0.434043 , 0.46516 , 0.394831 , 0.420447 , 0.395559 , 0.385662 , 0.384816 
 905 , 0.405273 , 0.377311 , 0.408051 , 0.405336 , 0.422722 , 0.426959 , 0.36861 , 0.450598 , 0.397953 , 0.390641 , 0.484751 , 0.447727 , 0.47277 , 0.434569 , 0.466102 , 0.395411 , 0.420722 , 0.396039 , 0.385682 , 0.385408 
 906 , 0.405671 , 0.377508 , 0.407933 , 0.406048 , 0.422851 , 0.427447 , 0.369306 , 0.451415 , 0.397878 , 0.39109 , 0.485265 , 0.447809 , 0.473285 , 0.435114 , 0.467071 , 0.396008 , 0.421005 , 0.396527 , 0.385693 , 0.386016 
 907 , 0.405838 , 0.377891 , 0.408121 , 0.406877 , 0.423543 , 0.428109 , 0.37005 , 0.451804 , 0.398241 , 0.391974 , 0.486104 , 0.448254 , 0.473776 , 0.435729 , 0.467738 , 0.39643 , 0.421763 , 0.3968 , 0.38629 , 0.386566 
 908 , 0.40587 , 0.378367 , 0.408602 , 0.407177 , 0.423482 , 0.428679 , 0.370557 , 0.452095 , 0.398657 , 0.392304 , 0.486888 , 0.448741 , 0.474156 , 0.436206 , 0.46833 , 0.396752 , 0.422136 , 0.397138 , 0.387099 , 0.386965 
 909 , 0.405896 , 0.378855 , 0.409116 , 0.407486 , 0.423416 , 0.429267 , 0.371075 , 0.452386 , 0.399084 , 0.392635 , 0.487703 , 0.449245 , 0.474553 , 0.436701 , 0.468946 , 0.397076 , 0.422511 , 0.397478 , 0.387942 , 0.387383 
 910 , 0.406018 , 0.378873 , 0.40976 , 0.40732 , 0.423231 , 0.429538 , 0.371153 , 0.452972 , 0.399216 , 0.392665 , 0.488119 , 0.449724 , 0.475033 , 0.436874 , 0.469596 , 0.397412 , 0.422815 , 0.397561 , 0.388656 , 0.387432 
 911 , 0.406416 , 0.378814 , 0.410541 , 0.407679 , 0.423076 , 0.429907 , 0.3713 , 0.45372 , 0.399153 , 0.392823 , 0.488499 , 0.450512 , 0.475761 , 0.437319 , 0.470396 , 0.397835 , 0.42357 , 0.397749 , 0.389262 , 0.38774 
 912 , 0.406938 , 0.378816 , 0.411372 , 0.408401 , 0.422961 , 0.430406 , 0.371591 , 0.45451 , 0.399053 , 0.393109 , 0.488961 , 0.45146 , 0.47661 , 0.437977 , 0.47128 , 0.398322 , 0.42458 , 0.398039 , 0.389862 , 0.388266 
 913 , 0.407686 , 0.379212 , 0.412125 , 0.409548 , 0.422889 , 0.431076 , 0.372125 , 0.455182 , 0.399452 , 0.393646 , 0.48947 , 0.452353 , 0.477362 , 0.438706 , 0.472153 , 0.398933 , 0.425584 , 0.398572 , 0.390503 , 0.388923 
 914 , 0.408636 , 0.38019 , 0.412591 , 0.41104 , 0.423508 , 0.431881 , 0.372883 , 0.455737 , 0.400788 , 0.394554 , 0.489852 , 0.45298 , 0.477924 , 0.439298 , 0.47281 , 0.399668 , 0.426171 , 0.399363 , 0.39121 , 0.389573 
 915 , 0.409345 , 0.381105 , 0.412833 , 0.412002 , 0.425194 , 0.43246 , 0.373353 , 0.456468 , 0.402338 , 0.395448 , 0.489929 , 0.453395 , 0.478438 , 0.439475 , 0.473187 , 0.400261 , 0.426087 , 0.399932 , 0.391952 , 0.389836 
 916 , 0.410006 , 0.381992 , 0.41312 , 0.412908 , 0.426943 , 0.432983 , 0.373801 , 0.457169 , 0.403887 , 0.396309 , 0.490031 , 0.453804 , 0.478994 , 0.439683 , 0.473589 , 0.400859 , 0.426001 , 0.400498 , 0.392668 , 0.39008 
 917 , 0.41008 , 0.38236 , 0.413898 , 0.413097 , 0.429047 , 0.432779 , 0.373961 , 0.457403 , 0.405059 , 0.396589 , 0.490528 , 0.454173 , 0.479944 , 0.440282 , 0.474224 , 0.401398 , 0.426045 , 0.401021 , 0.39296 , 0.39017 
 918 , 0.410285 , 0.382531 , 0.414923 , 0.413484 , 0.430152 , 0.432558 , 0.374253 , 0.457072 , 0.405756 , 0.396542 , 0.491563 , 0.454312 , 0.480407 , 0.441081 , 0.475013 , 0.402108 , 0.426944 , 0.401479 , 0.392894 , 0.390551 
 919 , 0.410492 , 0.382704 , 0.415959 , 0.413874 , 0.431269 , 0.432331 , 0.374546 , 0.456743 , 0.406463 , 0.396496 , 0.492618 , 0.454454 , 0.48088 , 0.441898 , 0.475821 , 0.402821 , 0.427855 , 0.401948 , 0.392829 , 0.390941 
 920 , 0.410842 , 0.382466 , 0.416171 , 0.414119 , 0.431469 , 0.432089 , 0.374981 , 0.456495 , 0.405933 , 0.396228 , 0.493231 , 0.454443 , 0.480837 , 0.442041 , 0.476009 , 0.402871 , 0.428279 , 0.401837 , 0.392649 , 0.391121 
 921 , 0.411302 , 0.382234 , 0.415811 , 0.414204 , 0.431481 , 0.431857 , 0.375534 , 0.45652 , 0.405106 , 0.396264 , 0.493488 , 0.454825 , 0.481152 , 0.441962 , 0.476163 , 0.40266 , 0.428187 , 0.401773 , 0.392651 , 0.391204 
 922 , 0.411807 , 0.38204 , 0.415308 , 0.41425 , 0.431513 , 0.431617 , 0.376129 , 0.456625 , 0.404269 , 0.396427 , 0.493665 , 0.45536 , 0.481658 , 0.441862 , 0.476355 , 0.402419 , 0.427972 , 0.401786 , 0.392718 , 0.391284 
 923 , 0.412088 , 0.382021 , 0.414555 , 0.414555 , 0.431606 , 0.43163 , 0.37643 , 0.456674 , 0.403721 , 0.396434 , 0.493834 , 0.455935 , 0.482221 , 0.441596 , 0.476743 , 0.402098 , 0.427751 , 0.401733 , 0.392806 , 0.391427 
 924 , 0.412108 , 0.382249 , 0.413789 , 0.415165 , 0.431648 , 0.431862 , 0.376332 , 0.456702 , 0.403537 , 0.396153 , 0.494051 , 0.456281 , 0.482736 , 0.441307 , 0.477486 , 0.40179 , 0.427709 , 0.401617 , 0.392955 , 0.391711 
 925 , 0.412119 , 0.382554 , 0.413309 , 0.415795 , 0.431532 , 0.432027 , 0.376168 , 0.456818 , 0.403371 , 0.395722 , 0.494355 , 0.456289 , 0.483104 , 0.441213 , 0.478428 , 0.401587 , 0.427897 , 0.401479 , 0.393177 , 0.392079 
 926 , 0.412047 , 0.382691 , 0.412936 , 0.416084 , 0.431235 , 0.432049 , 0.37583 , 0.456935 , 0.403051 , 0.39516 , 0.494614 , 0.456229 , 0.483417 , 0.441161 , 0.479446 , 0.401373 , 0.428004 , 0.40124 , 0.393332 , 0.392369 
 927 , 0.411576 , 0.381881 , 0.413252 , 0.414537 , 0.430138 , 0.431399 , 0.37469 , 0.456949 , 0.402143 , 0.394131 , 0.494563 , 0.455968 , 0.483379 , 0.441314 , 0.480401 , 0.401179 , 0.427609 , 0.400493 , 0.392998 , 0.392016 
 928 , 0.411157 , 0.38103 , 0.413406 , 0.413517 , 0.428938 , 0.431528 , 0.373303 , 0.456799 , 0.401564 , 0.393078 , 0.494764 , 0.456364 , 0.483568 , 0.441582 , 0.481294 , 0.40072 , 0.427072 , 0.399527 , 0.392652 , 0.391254 
 929 , 0.410664 , 0.380022 , 0.413593 , 0.412313 , 0.427526 , 0.431667 , 0.371681 , 0.45663 , 0.400862 , 0.391842 , 0.494994 , 0.456827 , 0.483801 , 0.441889 , 0.48234 , 0.400175 , 0.426444 , 0.39838 , 0.392229 , 0.390356 
 930 , 0.4102 , 0.379398 , 0.412907 , 0.411566 , 0.427194 , 0.432403 , 0.371294 , 0.456613 , 0.400499 , 0.391404 , 0.495126 , 0.456801 , 0.483538 , 0.44178 , 0.481958 , 0.399824 , 0.425588 , 0.39687 , 0.391609 , 0.388971 
 931 , 0.409156 , 0.378296 , 0.411573 , 0.41021 , 0.42693 , 0.432046 , 0.371697 , 0.45641 , 0.399309 , 0.390731 , 0.494648 , 0.456101 , 0.483096 , 0.440847 , 0.481211 , 0.399266 , 0.424599 , 0.395221 , 0.39056 , 0.388083 
 932 , 0.407825 , 0.376895 , 0.409922 , 0.408472 , 0.426595 , 0.431341 , 0.372304 , 0.456126 , 0.39771 , 0.389857 , 0.493943 , 0.45516 , 0.48256 , 0.439583 , 0.480325 , 0.398565 , 0.423436 , 0.393309 , 0.389236 , 0.387208 
 933 , 0.406578 , 0.376172 , 0.409336 , 0.408236 , 0.426861 , 0.430168 , 0.373304 , 0.455804 , 0.396928 , 0.389358 , 0.493815 , 0.455187 , 0.483081 , 0.439142 , 0.480003 , 0.398408 , 0.422894 , 0.392834 , 0.389003 , 0.387412 
 934 , 0.405557 , 0.376586 , 0.410405 , 0.409251 , 0.428427 , 0.429224 , 0.374361 , 0.455912 , 0.397322 , 0.389187 , 0.494214 , 0.456502 , 0.484302 , 0.439907 , 0.480467 , 0.399289 , 0.422832 , 0.393578 , 0.389776 , 0.388257 
 935 , 0.404552 , 0.377518 , 0.412239 , 0.410211 , 0.430935 , 0.428823 , 0.375223 , 0.456474 , 0.398159 , 0.388945 , 0.494633 , 0.458352 , 0.485402 , 0.441184 , 0.481229 , 0.40078 , 0.422588 , 0.394228 , 0.390597 , 0.388786 
 936 , 0.403471 , 0.378033 , 0.413556 , 0.41059 , 0.432904 , 0.428119 , 0.375732 , 0.456473 , 0.398628 , 0.388418 , 0.494671 , 0.459464 , 0.48589 , 0.442126 , 0.481877 , 0.401784 , 0.422321 , 0.394532 , 0.390877 , 0.389149 
 937 , 0.402486 , 0.376933 , 0.412792 , 0.409303 , 0.432605 , 0.426662 , 0.375063 , 0.454708 , 0.39783 , 0.387191 , 0.493571 , 0.457971 , 0.484706 , 0.441746 , 0.481937 , 0.40085 , 0.421755 , 0.393798 , 0.389442 , 0.388762 
 938 , 0.401743 , 0.374659 , 0.410739 , 0.408362 , 0.431139 , 0.424942 , 0.374124 , 0.452366 , 0.396527 , 0.385982 , 0.492388 , 0.4554 , 0.484115 , 0.440727 , 0.481178 , 0.398588 , 0.419921 , 0.393064 , 0.387629 , 0.387467 
 939 , 0.400958 , 0.372302 , 0.408614 , 0.40737 , 0.429605 , 0.423161 , 0.373156 , 0.449931 , 0.39518 , 0.38472 , 0.491159 , 0.452735 , 0.483503 , 0.439667 , 0.480382 , 0.396236 , 0.418033 , 0.392295 , 0.385736 , 0.386134 
 940 , 0.401828 , 0.372913 , 0.40575 , 0.409084 , 0.428922 , 0.423421 , 0.371778 , 0.449605 , 0.394555 , 0.38439 , 0.490391 , 0.450619 , 0.484334 , 0.439376 , 0.480444 , 0.395135 , 0.415721 , 0.391381 , 0.385397 , 0.384262 
 941 , 0.402208 , 0.373625 , 0.403058 , 0.410208 , 0.427909 , 0.422838 , 0.370295 , 0.449061 , 0.394753 , 0.384073 , 0.489568 , 0.449735 , 0.483862 , 0.438076 , 0.480043 , 0.394673 , 0.414758 , 0.389553 , 0.385846 , 0.382693 
 942 , 0.402535 , 0.374341 , 0.400344 , 0.41127 , 0.426843 , 0.422148 , 0.368774 , 0.448478 , 0.395041 , 0.383747 , 0.48871 , 0.448958 , 0.483231 , 0.436649 , 0.479576 , 0.394265 , 0.413925 , 0.387602 , 0.386379 , 0.381132 
 943 , 0.403053 , 0.373823 , 0.399224 , 0.411549 , 0.425271 , 0.42058 , 0.367345 , 0.44914 , 0.395466 , 0.382846 , 0.488812 , 0.450017 , 0.482486 , 0.436104 , 0.479439 , 0.394629 , 0.414469 , 0.386579 , 0.387544 , 0.380381 
 944 , 0.403977 , 0.373159 , 0.399093 , 0.411893 , 0.423927 , 0.41941 , 0.365921 , 0.450285 , 0.395127 , 0.381617 , 0.488948 , 0.451538 , 0.482548 , 0.436671 , 0.479539 , 0.39555 , 0.415484 , 0.386405 , 0.388201 , 0.379997 
 945 , 0.405125 , 0.372795 , 0.399112 , 0.412522 , 0.422885 , 0.418767 , 0.364463 , 0.451377 , 0.394226 , 0.380344 , 0.4888 , 0.452792 , 0.483211 , 0.437719 , 0.4797 , 0.396609 , 0.416376 , 0.386509 , 0.388317 , 0.379608 
 946 , 0.404974 , 0.372221 , 0.398558 , 0.412741 , 0.421883 , 0.418926 , 0.363551 , 0.451951 , 0.39326 , 0.379252 , 0.488197 , 0.453446 , 0.483195 , 0.438136 , 0.479208 , 0.397303 , 0.416912 , 0.38626 , 0.387842 , 0.37938 
 947 , 0.402722 , 0.371394 , 0.397311 , 0.412238 , 0.420997 , 0.420359 , 0.363862 , 0.451656 , 0.392689 , 0.378726 , 0.487551 , 0.453035 , 0.481925 , 0.437924 , 0.478075 , 0.397152 , 0.416877 , 0.385683 , 0.386927 , 0.37973 
 948 , 0.400582 , 0.370767 , 0.396542 , 0.411638 , 0.420181 , 0.421637 , 0.364856 , 0.45138 , 0.393286 , 0.378735 , 0.488594 , 0.452532 , 0.480306 , 0.438684 , 0.477979 , 0.396462 , 0.416909 , 0.385671 , 0.387303 , 0.380743 
 949 , 0.398681 , 0.370261 , 0.396001 , 0.411098 , 0.419565 , 0.422864 , 0.365895 , 0.45106 , 0.394002 , 0.378897 , 0.489874 , 0.452143 , 0.478911 , 0.439567 , 0.47798 , 0.395864 , 0.416973 , 0.385872 , 0.387798 , 0.381843 
 950 , 0.399683 , 0.371352 , 0.398282 , 0.411362 , 0.421431 , 0.423361 , 0.367315 , 0.450283 , 0.395991 , 0.38082 , 0.493841 , 0.453134 , 0.48024 , 0.44188 , 0.479119 , 0.396295 , 0.41749 , 0.388662 , 0.389743 , 0.383792 
 951 , 0.400626 , 0.371659 , 0.400032 , 0.410947 , 0.422784 , 0.423458 , 0.36894 , 0.45034 , 0.396873 , 0.381595 , 0.496069 , 0.4537 , 0.48132 , 0.442024 , 0.478947 , 0.397177 , 0.417628 , 0.390224 , 0.389887 , 0.384923 
 952 , 0.401556 , 0.371959 , 0.401773 , 0.410533 , 0.424128 , 0.423557 , 0.37057 , 0.450401 , 0.397742 , 0.382357 , 0.498274 , 0.454255 , 0.482391 , 0.442154 , 0.47877 , 0.398063 , 0.417768 , 0.391768 , 0.390009 , 0.386043 
 953 , 0.402212 , 0.370848 , 0.40218 , 0.40942 , 0.423861 , 0.423052 , 0.372146 , 0.451188 , 0.397471 , 0.383511 , 0.500541 , 0.453695 , 0.482688 , 0.441321 , 0.47898 , 0.39832 , 0.417638 , 0.392673 , 0.389325 , 0.386522 
 954 , 0.40228 , 0.369361 , 0.40176 , 0.408842 , 0.423976 , 0.421901 , 0.372573 , 0.45164 , 0.396977 , 0.385055 , 0.502786 , 0.453138 , 0.482397 , 0.440584 , 0.479416 , 0.397762 , 0.417374 , 0.393868 , 0.388949 , 0.386914 
 955 , 0.402113 , 0.36789 , 0.40115 , 0.4086 , 0.424455 , 0.420562 , 0.37249 , 0.451847 , 0.396518 , 0.3867 , 0.504992 , 0.452722 , 0.481927 , 0.440021 , 0.479904 , 0.396935 , 0.417077 , 0.395273 , 0.388827 , 0.387342 
 956 , 0.401685 , 0.367002 , 0.400219 , 0.409506 , 0.425774 , 0.419532 , 0.372179 , 0.451586 , 0.39654 , 0.387389 , 0.503883 , 0.452588 , 0.481517 , 0.439966 , 0.480235 , 0.395987 , 0.416406 , 0.396204 , 0.388991 , 0.387685 
 957 , 0.401024 , 0.366627 , 0.399051 , 0.41099 , 0.427402 , 0.418985 , 0.371866 , 0.451074 , 0.396527 , 0.387159 , 0.499534 , 0.452559 , 0.481621 , 0.440228 , 0.480343 , 0.394938 , 0.415191 , 0.396184 , 0.389132 , 0.387686 
 958 , 0.400443 , 0.366158 , 0.398086 , 0.411474 , 0.428122 , 0.418736 , 0.371957 , 0.45092 , 0.395666 , 0.387023 , 0.495445 , 0.45223 , 0.482489 , 0.440144 , 0.480356 , 0.393933 , 0.413727 , 0.395402 , 0.388764 , 0.387278 
 959 , 0.400409 , 0.365905 , 0.397289 , 0.411948 , 0.428658 , 0.418587 , 0.371866 , 0.451065 , 0.394584 , 0.386836 , 0.49232 , 0.452182 , 0.483471 , 0.440236 , 0.480582 , 0.393243 , 0.41269 , 0.394783 , 0.388671 , 0.38686 
 960 , 0.402714 , 0.366557 , 0.397144 , 0.412481 , 0.428548 , 0.418876 , 0.37096 , 0.452446 , 0.392645 , 0.386393 , 0.492815 , 0.453231 , 0.484945 , 0.441108 , 0.481692 , 0.393835 , 0.413322 , 0.394787 , 0.389717 , 0.386456 
 961 , 0.405954 , 0.36771 , 0.397123 , 0.413545 , 0.429173 , 0.419056 , 0.369933 , 0.45414 , 0.392303 , 0.385513 , 0.493249 , 0.453997 , 0.485316 , 0.442943 , 0.482958 , 0.394884 , 0.41445 , 0.395614 , 0.391064 , 0.386943 
 962 , 0.409079 , 0.368826 , 0.397095 , 0.414571 , 0.429783 , 0.419228 , 0.368937 , 0.455771 , 0.391969 , 0.384673 , 0.493672 , 0.454722 , 0.485669 , 0.444708 , 0.484175 , 0.395895 , 0.415541 , 0.396403 , 0.39235 , 0.387407 
 963 , 0.40961 , 0.36896 , 0.396735 , 0.414754 , 0.429685 , 0.420485 , 0.367896 , 0.456753 , 0.392274 , 0.385391 , 0.493426 , 0.454451 , 0.485845 , 0.445386 , 0.483948 , 0.395663 , 0.41623 , 0.396957 , 0.39198 , 0.387535 
 964 , 0.408884 , 0.368839 , 0.395997 , 0.415332 , 0.428934 , 0.422566 , 0.366923 , 0.455957 , 0.392984 , 0.386656 , 0.492909 , 0.454431 , 0.486255 , 0.445097 , 0.483186 , 0.39525 , 0.416636 , 0.397205 , 0.391283 , 0.387101 
 965 , 0.407933 , 0.368681 , 0.395184 , 0.416029 , 0.428069 , 0.424763 , 0.366004 , 0.454756 , 0.393766 , 0.387965 , 0.492366 , 0.454509 , 0.486717 , 0.444604 , 0.48235 , 0.394841 , 0.416969 , 0.397367 , 0.39057 , 0.386546 
 966 , 0.406842 , 0.3689 , 0.39531 , 0.416103 , 0.427876 , 0.425901 , 0.365345 , 0.453523 , 0.395342 , 0.389131 , 0.492573 , 0.454623 , 0.486795 , 0.444351 , 0.481852 , 0.395053 , 0.417644 , 0.39771 , 0.390174 , 0.386218 
 967 , 0.405993 , 0.369319 , 0.396575 , 0.41563 , 0.428431 , 0.42563 , 0.365146 , 0.453023 , 0.396825 , 0.390078 , 0.49337 , 0.454984 , 0.486606 , 0.444645 , 0.481602 , 0.395743 , 0.418762 , 0.398165 , 0.390433 , 0.38605 
 968 , 0.40552 , 0.369698 , 0.39842 , 0.414986 , 0.429323 , 0.424581 , 0.365288 , 0.45336 , 0.397604 , 0.390868 , 0.494277 , 0.455589 , 0.486402 , 0.445347 , 0.481395 , 0.396522 , 0.420139 , 0.398606 , 0.391175 , 0.385877 
 969 , 0.405487 , 0.369593 , 0.400037 , 0.414319 , 0.429947 , 0.423564 , 0.365603 , 0.45379 , 0.397977 , 0.391895 , 0.495166 , 0.456207 , 0.486408 , 0.445915 , 0.481299 , 0.397329 , 0.421058 , 0.398942 , 0.392236 , 0.385967 
 970 , 0.406482 , 0.368367 , 0.401086 , 0.413622 , 0.429965 , 0.422858 , 0.366157 , 0.454472 , 0.397549 , 0.393529 , 0.496026 , 0.456814 , 0.487002 , 0.446317 , 0.481705 , 0.398163 , 0.421049 , 0.399129 , 0.393881 , 0.386782 
