JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21MAT00007.spu,JUL21MAT00008.spu,JUL21MAT00009.spu,JUL21MAT00010.spu,JUL21MAT00011.spu,JUL21MAT00012.spu,JUL21MAT00013.spu,JUL21MAT00014.spu,JUL21MAT00015.spu,JUL21MAT00016.spu,JUL21MAT00017.spu,JUL21MAT00018.spu,JUL21MAT00019.spu,JUL21MAT00020.spu,JUL21MAT00021.spu,JUL21MAT00022.spu,JUL21MAT00023.spu,JUL21MAT00024.spu,JUL21MAT00025.spu,JUL21MAT00026.spu,JUL21MAT00027.spu,JUL21MAT00028.spu,JUL21MAT00029.spu,JUL21MAT00030.spu,JUL21MAT00031.spu,JUL21MAT00032.spu,JUL21MAT00033.spu,JUL21MAT00034.spu,JUL21MAT00035.spu,JUL21MAT00036.spu,JUL21MAT00037.spu,JUL21MAT00038.spu,JUL21MAT00039.spu,JUL21MAT00040.spu,JUL21MAT00041.spu,JUL21MAT00042.spu,JUL21MAT00043.spu,JUL21MAT00044.spu,JUL21MAT00045.spu,JUL21MAT00046.spu,JUL21MAT00047.spu,JUL21MAT00048.spu,JUL21MAT00049.spu,JUL21MAT00050.spu,JUL21MAT00051.spu,JUL21MAT00052.spu,JUL21MAT00053.spu,JUL21MAT00054.spu,JUL21MAT00055.spu,JUL21MAT00056.spu,JUL21MAT00057.spu,JUL21MAT00058.spu,JUL21MAT00059.spu,JUL21MAT00060.spu,JUL21MAT00061.spu,JUL21MAT00062.spu,JUL21MAT00063.spu,JUL21MAT00064.spu,JUL21MAT00065.spu,JUL21MAT00066.spu,JUL21MAT00067.spu,JUL21MAT00068.spu,JUL21MAT00069.spu,JUL21MAT00070.spu,JUL21MAT00071.spu,JUL21MAT00072.spu,JUL21MAT00073.spu,JUL21MAT00074.spu,JUL21MAT00075.spu,JUL21MAT00076.spu,JUL21MAT00077.spu,JUL21MAT00078.spu,JUL21MAT00079.spu,JUL21MAT00080.spu,JUL21MAT00081.spu,JUL21MAT00082.spu,JUL21MAT00083.spu,JUL21MAT00084.spu,JUL21MAT00085.spu
 492 , 0.026161 , 0.027257 , 0.027426 , 0.029183 , 0.033436 , 0.037668 , 0.036141 , 0.036294 , 0.040221 , 0.027323 , 0.05908 , 0.029204 , 0.033382 , 0.025327 , 0.05506 , 0.042806 , 0.037358 , 0.042877 , 0.031609 , 0.04592 , 0.038699 , 0.052104 , 0.019519 , 0.026783 , 0.058338 , 0.0244 , 0.03913 , 0.035743 , 0.029739 , 0.030317 , 0.033316 , 0.031904 , 0.026598 , 0.033687 , 0.02224 , 0.027203 , 0.02819 , 0.036883 , 0.039714 , 0.028746 , 0.033382 , 0.027154 , 0.026663 , 0.028659 , 0.032095 , 0.043766 , 0.031424 , 0.026559 , 0.034658 , 0.031446 , 0.028217 , 0.029553 , 0.028294 , 0.022229 , 0.030104 , 0.026832 , 0.040003 , 0.045364 , 0.030502 , 0.045936 , 0.029679 , 0.038225 , 0.03937 , 0.021226 , 0.022104 , 0.028054 , 0.020369 , 0.029826 , 0.023947 , 0.046318 , 0.046852 , 0.034413 , 0.039577 , 0.024051 , 0.076269 , 0.029793 , 0.039626 , 0.043106 , 0.032237 
 493 , 0.026483 , 0.027586 , 0.027757 , 0.029535 , 0.033871 , 0.038152 , 0.036599 , 0.036709 , 0.040721 , 0.027619 , 0.059657 , 0.029524 , 0.033794 , 0.025627 , 0.055574 , 0.043218 , 0.037708 , 0.043312 , 0.031961 , 0.046451 , 0.039146 , 0.052763 , 0.019749 , 0.027131 , 0.059081 , 0.024727 , 0.03959 , 0.036165 , 0.030144 , 0.030699 , 0.033728 , 0.032345 , 0.026928 , 0.034096 , 0.022504 , 0.027493 , 0.028459 , 0.037252 , 0.040084 , 0.029079 , 0.033728 , 0.027444 , 0.026939 , 0.028909 , 0.032488 , 0.0443 , 0.031813 , 0.026922 , 0.035084 , 0.03178 , 0.028498 , 0.029859 , 0.028618 , 0.022493 , 0.030468 , 0.027175 , 0.040507 , 0.045946 , 0.030858 , 0.046369 , 0.029963 , 0.038602 , 0.039744 , 0.021483 , 0.022356 , 0.028366 , 0.020561 , 0.03015 , 0.024255 , 0.046934 , 0.047373 , 0.034848 , 0.040084 , 0.024513 , 0.077199 , 0.030161 , 0.040112 , 0.043663 , 0.032653 
 494 , 0.026776 , 0.027951 , 0.028061 , 0.029893 , 0.034242 , 0.038557 , 0.037045 , 0.037067 , 0.041212 , 0.02789 , 0.060129 , 0.029805 , 0.034148 , 0.025898 , 0.056051 , 0.043607 , 0.038072 , 0.043739 , 0.032288 , 0.04699 , 0.0396 , 0.05338 , 0.019982 , 0.027416 , 0.059776 , 0.024982 , 0.040064 , 0.036565 , 0.030512 , 0.031036 , 0.034093 , 0.03268 , 0.027228 , 0.034457 , 0.022719 , 0.027835 , 0.028701 , 0.037531 , 0.040423 , 0.02938 , 0.034076 , 0.027741 , 0.027211 , 0.029171 , 0.03284 , 0.044843 , 0.032239 , 0.027239 , 0.035445 , 0.032079 , 0.028762 , 0.03018 , 0.028911 , 0.022747 , 0.030787 , 0.027471 , 0.040952 , 0.046487 , 0.031218 , 0.046741 , 0.03023 , 0.038955 , 0.040069 , 0.021743 , 0.022581 , 0.028663 , 0.02076 , 0.030473 , 0.024557 , 0.047541 , 0.047895 , 0.035263 , 0.040522 , 0.024607 , 0.077976 , 0.030512 , 0.040566 , 0.044219 , 0.033044 
 495 , 0.027069 , 0.028317 , 0.028367 , 0.030253 , 0.034606 , 0.038954 , 0.037496 , 0.037429 , 0.041699 , 0.028156 , 0.060589 , 0.030081 , 0.034495 , 0.026165 , 0.056523 , 0.044001 , 0.038433 , 0.044167 , 0.03261 , 0.047534 , 0.040063 , 0.053994 , 0.020215 , 0.027702 , 0.060472 , 0.025234 , 0.04054 , 0.036963 , 0.030874 , 0.031373 , 0.034451 , 0.033009 , 0.027524 , 0.034811 , 0.022938 , 0.028184 , 0.028944 , 0.037801 , 0.040762 , 0.029681 , 0.034418 , 0.028034 , 0.02748 , 0.029437 , 0.033186 , 0.045387 , 0.032665 , 0.027557 , 0.035799 , 0.032377 , 0.029027 , 0.030508 , 0.02921 , 0.023004 , 0.031107 , 0.027763 , 0.041389 , 0.047029 , 0.031584 , 0.047107 , 0.030497 , 0.039298 , 0.040396 , 0.021995 , 0.02281 , 0.02896 , 0.020958 , 0.030791 , 0.024857 , 0.048149 , 0.048415 , 0.035682 , 0.040956 , 0.024679 , 0.07874 , 0.030863 , 0.041017 , 0.044783 , 0.033442 
 496 , 0.027365 , 0.02868 , 0.028669 , 0.030614 , 0.034967 , 0.039358 , 0.037943 , 0.037787 , 0.04219 , 0.028424 , 0.06105 , 0.030358 , 0.034839 , 0.026434 , 0.056998 , 0.044391 , 0.038796 , 0.044592 , 0.032938 , 0.048081 , 0.040529 , 0.054613 , 0.020448 , 0.027983 , 0.061161 , 0.025487 , 0.041014 , 0.037369 , 0.031238 , 0.031712 , 0.034811 , 0.033334 , 0.027822 , 0.035167 , 0.023151 , 0.028535 , 0.029182 , 0.038071 , 0.041103 , 0.029984 , 0.034761 , 0.028329 , 0.027755 , 0.0297 , 0.033534 , 0.045935 , 0.033089 , 0.027872 , 0.036154 , 0.032671 , 0.029293 , 0.030831 , 0.029505 , 0.023263 , 0.031428 , 0.02805 , 0.041833 , 0.047568 , 0.031946 , 0.047479 , 0.030764 , 0.039648 , 0.040718 , 0.022254 , 0.023034 , 0.029254 , 0.021151 , 0.03111 , 0.025163 , 0.048755 , 0.048933 , 0.036104 , 0.041387 , 0.024756 , 0.079508 , 0.03121 , 0.041471 , 0.045339 , 0.033835 
 497 , 0.027667 , 0.029027 , 0.029004 , 0.030918 , 0.035367 , 0.039777 , 0.038378 , 0.038165 , 0.042642 , 0.028674 , 0.061472 , 0.030683 , 0.035199 , 0.026727 , 0.057443 , 0.044791 , 0.039088 , 0.045009 , 0.033285 , 0.048601 , 0.040935 , 0.055233 , 0.020672 , 0.028293 , 0.061847 , 0.025792 , 0.041511 , 0.037801 , 0.031673 , 0.032048 , 0.035149 , 0.033705 , 0.028126 , 0.035546 , 0.023391 , 0.028836 , 0.029418 , 0.038316 , 0.041416 , 0.030302 , 0.035115 , 0.028607 , 0.028014 , 0.029972 , 0.033901 , 0.046492 , 0.033515 , 0.02821 , 0.036525 , 0.032989 , 0.029553 , 0.031147 , 0.029849 , 0.023548 , 0.03178 , 0.028349 , 0.042295 , 0.048092 , 0.032323 , 0.047857 , 0.031041 , 0.040006 , 0.04103 , 0.022535 , 0.023279 , 0.029553 , 0.021377 , 0.031416 , 0.025468 , 0.049363 , 0.04943 , 0.036531 , 0.041825 , 0.024969 , 0.080213 , 0.031584 , 0.041881 , 0.045854 , 0.034214 
 498 , 0.027969 , 0.029355 , 0.029366 , 0.031195 , 0.03579 , 0.040205 , 0.038791 , 0.038556 , 0.043056 , 0.028922 , 0.061868 , 0.031038 , 0.035571 , 0.027026 , 0.057867 , 0.045182 , 0.039341 , 0.045418 , 0.033647 , 0.049104 , 0.041305 , 0.055864 , 0.020883 , 0.02862 , 0.062524 , 0.026134 , 0.042018 , 0.03827 , 0.032165 , 0.032384 , 0.035459 , 0.034107 , 0.02844 , 0.035936 , 0.023654 , 0.029113 , 0.029641 , 0.038539 , 0.041715 , 0.030628 , 0.035481 , 0.028872 , 0.02826 , 0.030252 , 0.034275 , 0.047056 , 0.033938 , 0.028563 , 0.036901 , 0.03331 , 0.029809 , 0.031453 , 0.03023 , 0.023839 , 0.032149 , 0.028648 , 0.042775 , 0.04861 , 0.032704 , 0.048251 , 0.031324 , 0.040368 , 0.041333 , 0.022824 , 0.023536 , 0.029848 , 0.021623 , 0.031717 , 0.025775 , 0.049973 , 0.049912 , 0.036968 , 0.042259 , 0.025281 , 0.080865 , 0.031975 , 0.042253 , 0.046332 , 0.034589 
 499 , 0.028277 , 0.029689 , 0.029729 , 0.031461 , 0.03622 , 0.040636 , 0.039213 , 0.038948 , 0.043476 , 0.029166 , 0.062259 , 0.031394 , 0.035939 , 0.027327 , 0.058287 , 0.04558 , 0.03959 , 0.045822 , 0.034004 , 0.049613 , 0.041676 , 0.056493 , 0.0211 , 0.028947 , 0.063204 , 0.026483 , 0.042531 , 0.038735 , 0.032659 , 0.032721 , 0.03577 , 0.034504 , 0.028756 , 0.036321 , 0.023918 , 0.029386 , 0.029869 , 0.038763 , 0.04202 , 0.030955 , 0.035843 , 0.029132 , 0.028508 , 0.030527 , 0.034651 , 0.047622 , 0.034358 , 0.028919 , 0.037278 , 0.033638 , 0.030066 , 0.031765 , 0.030612 , 0.024137 , 0.032524 , 0.028947 , 0.043257 , 0.04913 , 0.033087 , 0.04864 , 0.031602 , 0.040737 , 0.041631 , 0.023119 , 0.023794 , 0.030139 , 0.02187 , 0.032012 , 0.026078 , 0.050575 , 0.050395 , 0.037407 , 0.042689 , 0.025594 , 0.081519 , 0.032361 , 0.042633 , 0.046807 , 0.03496 
 500 , 0.028633 , 0.030077 , 0.030122 , 0.031775 , 0.036664 , 0.041103 , 0.039665 , 0.039371 , 0.04394 , 0.029445 , 0.062692 , 0.031775 , 0.036348 , 0.027674 , 0.058761 , 0.046004 , 0.03989 , 0.046269 , 0.034397 , 0.050172 , 0.04209 , 0.057171 , 0.021347 , 0.02931 , 0.063938 , 0.026868 , 0.043077 , 0.039242 , 0.033185 , 0.033106 , 0.036123 , 0.034933 , 0.029107 , 0.036755 , 0.024212 , 0.02971 , 0.030122 , 0.039005 , 0.042355 , 0.031312 , 0.03623 , 0.029445 , 0.028774 , 0.030833 , 0.035074 , 0.048237 , 0.034814 , 0.029316 , 0.037708 , 0.033997 , 0.030359 , 0.032107 , 0.031019 , 0.024471 , 0.032919 , 0.029287 , 0.043782 , 0.049692 , 0.033512 , 0.049066 , 0.031916 , 0.041137 , 0.04196 , 0.023445 , 0.024076 , 0.030489 , 0.022142 , 0.032339 , 0.026422 , 0.051249 , 0.050927 , 0.037899 , 0.043161 , 0.025943 , 0.08224 , 0.032784 , 0.043049 , 0.04734 , 0.035378 
 501 , 0.029149 , 0.030662 , 0.030616 , 0.032225 , 0.037183 , 0.041693 , 0.040237 , 0.039925 , 0.044565 , 0.029835 , 0.063267 , 0.032259 , 0.036888 , 0.02818 , 0.059397 , 0.046503 , 0.040338 , 0.046854 , 0.034905 , 0.050916 , 0.042661 , 0.057992 , 0.021699 , 0.029812 , 0.064876 , 0.027387 , 0.043772 , 0.039891 , 0.033829 , 0.033642 , 0.036611 , 0.035455 , 0.029597 , 0.037324 , 0.024628 , 0.030226 , 0.03048 , 0.039319 , 0.042809 , 0.031801 , 0.036707 , 0.029925 , 0.029138 , 0.031262 , 0.035642 , 0.048995 , 0.035398 , 0.029846 , 0.038316 , 0.034463 , 0.030792 , 0.032588 , 0.031534 , 0.024934 , 0.033421 , 0.029772 , 0.044452 , 0.050423 , 0.034095 , 0.049613 , 0.032327 , 0.041653 , 0.042384 , 0.023869 , 0.024447 , 0.03103 , 0.022503 , 0.032741 , 0.026889 , 0.052157 , 0.051641 , 0.038571 , 0.043755 , 0.026407 , 0.083192 , 0.033313 , 0.043624 , 0.048055 , 0.035931 
 502 , 0.029669 , 0.031246 , 0.031109 , 0.032674 , 0.037705 , 0.042281 , 0.040807 , 0.040477 , 0.045195 , 0.030227 , 0.06384 , 0.032737 , 0.037432 , 0.02869 , 0.060033 , 0.047005 , 0.04079 , 0.047443 , 0.035417 , 0.051661 , 0.043237 , 0.058815 , 0.022054 , 0.030307 , 0.065815 , 0.027905 , 0.044461 , 0.04054 , 0.034473 , 0.034182 , 0.037102 , 0.035975 , 0.030085 , 0.037893 , 0.025048 , 0.030745 , 0.030842 , 0.039635 , 0.043266 , 0.032287 , 0.037182 , 0.030409 , 0.029498 , 0.03169 , 0.036208 , 0.04976 , 0.035987 , 0.030375 , 0.038929 , 0.034928 , 0.031217 , 0.033061 , 0.032042 , 0.025395 , 0.033921 , 0.030261 , 0.045127 , 0.051154 , 0.034678 , 0.050164 , 0.032737 , 0.042173 , 0.042816 , 0.024296 , 0.024814 , 0.03157 , 0.022862 , 0.033147 , 0.027358 , 0.053061 , 0.052355 , 0.039242 , 0.044347 , 0.026863 , 0.084147 , 0.033835 , 0.044199 , 0.048775 , 0.036487 
 503 , 0.030193 , 0.031828 , 0.031605 , 0.03312 , 0.038225 , 0.042868 , 0.041381 , 0.041027 , 0.045823 , 0.030616 , 0.064416 , 0.033223 , 0.037974 , 0.029198 , 0.060665 , 0.047504 , 0.041244 , 0.048025 , 0.035933 , 0.052404 , 0.043811 , 0.059642 , 0.022406 , 0.03081 , 0.066754 , 0.02842 , 0.045155 , 0.041193 , 0.035121 , 0.034721 , 0.037591 , 0.036499 , 0.03057 , 0.03846 , 0.025464 , 0.031256 , 0.031199 , 0.039946 , 0.043725 , 0.032777 , 0.037659 , 0.030884 , 0.029861 , 0.032114 , 0.036773 , 0.050517 , 0.036567 , 0.030907 , 0.039535 , 0.035395 , 0.031651 , 0.033537 , 0.032554 , 0.025859 , 0.034418 , 0.030753 , 0.045795 , 0.051889 , 0.035258 , 0.050717 , 0.033143 , 0.042696 , 0.043239 , 0.024727 , 0.02519 , 0.032114 , 0.023223 , 0.033554 , 0.027826 , 0.053965 , 0.053073 , 0.039912 , 0.044943 , 0.027328 , 0.085101 , 0.034366 , 0.044772 , 0.049494 , 0.037042 
 504 , 0.030906 , 0.032579 , 0.032263 , 0.03374 , 0.038944 , 0.04363 , 0.04217 , 0.041738 , 0.046637 , 0.031061 , 0.065117 , 0.033838 , 0.038691 , 0.029779 , 0.061472 , 0.048241 , 0.041842 , 0.048788 , 0.036696 , 0.053319 , 0.044573 , 0.060667 , 0.022827 , 0.031446 , 0.067963 , 0.029025 , 0.046062 , 0.042095 , 0.035942 , 0.035385 , 0.038277 , 0.037202 , 0.03117 , 0.039151 , 0.026001 , 0.0319 , 0.031601 , 0.04041 , 0.044326 , 0.033418 , 0.038363 , 0.031532 , 0.030365 , 0.032613 , 0.037455 , 0.051507 , 0.037374 , 0.031573 , 0.040243 , 0.035994 , 0.032159 , 0.034177 , 0.033257 , 0.026426 , 0.03508 , 0.031354 , 0.046706 , 0.052841 , 0.036126 , 0.051444 , 0.03374 , 0.043337 , 0.043808 , 0.025397 , 0.02569 , 0.03278 , 0.023672 , 0.034131 , 0.028456 , 0.055095 , 0.053974 , 0.040732 , 0.045717 , 0.027916 , 0.086283 , 0.035074 , 0.045499 , 0.050421 , 0.037828 
 505 , 0.031642 , 0.033349 , 0.032944 , 0.034385 , 0.039691 , 0.044419 , 0.043001 , 0.042469 , 0.047486 , 0.031509 , 0.065836 , 0.034477 , 0.039431 , 0.030369 , 0.0623 , 0.04902 , 0.042457 , 0.049575 , 0.037504 , 0.054262 , 0.045362 , 0.061727 , 0.023263 , 0.032105 , 0.069209 , 0.029646 , 0.046994 , 0.04303 , 0.036786 , 0.036057 , 0.038997 , 0.037926 , 0.031787 , 0.039865 , 0.026561 , 0.032556 , 0.032006 , 0.040889 , 0.04494 , 0.03409 , 0.039107 , 0.032197 , 0.03089 , 0.033123 , 0.038158 , 0.052526 , 0.03821 , 0.032261 , 0.040964 , 0.036613 , 0.032678 , 0.034842 , 0.033986 , 0.027013 , 0.035762 , 0.031966 , 0.047648 , 0.053834 , 0.037029 , 0.052196 , 0.034362 , 0.043991 , 0.044396 , 0.026098 , 0.026208 , 0.033471 , 0.024125 , 0.034732 , 0.029107 , 0.056259 , 0.054899 , 0.041572 , 0.046514 , 0.028523 , 0.087496 , 0.035808 , 0.046242 , 0.051375 , 0.038655 
 506 , 0.032379 , 0.034121 , 0.033626 , 0.035029 , 0.040439 , 0.045203 , 0.043829 , 0.043205 , 0.04833 , 0.03196 , 0.066552 , 0.035116 , 0.040177 , 0.030958 , 0.063134 , 0.049792 , 0.043077 , 0.050363 , 0.038302 , 0.055202 , 0.046152 , 0.062779 , 0.023696 , 0.032764 , 0.07046 , 0.030265 , 0.047934 , 0.043968 , 0.037632 , 0.03673 , 0.039711 , 0.038651 , 0.032403 , 0.040573 , 0.027121 , 0.033212 , 0.032414 , 0.041371 , 0.045558 , 0.034755 , 0.039845 , 0.032869 , 0.031413 , 0.033631 , 0.038855 , 0.053542 , 0.039047 , 0.032944 , 0.041686 , 0.037225 , 0.0332 , 0.035507 , 0.034715 , 0.027598 , 0.036444 , 0.032583 , 0.048587 , 0.054824 , 0.037929 , 0.052954 , 0.034988 , 0.04465 , 0.044988 , 0.0268 , 0.02673 , 0.034156 , 0.024582 , 0.035332 , 0.029759 , 0.057421 , 0.055831 , 0.042408 , 0.047311 , 0.02913 , 0.088705 , 0.036549 , 0.046991 , 0.052331 , 0.039473 
 507 , 0.033182 , 0.034981 , 0.034383 , 0.035673 , 0.041227 , 0.04605 , 0.044679 , 0.043975 , 0.049214 , 0.032432 , 0.067238 , 0.035784 , 0.040969 , 0.031647 , 0.063997 , 0.050591 , 0.043729 , 0.051218 , 0.039171 , 0.056198 , 0.046975 , 0.063892 , 0.024147 , 0.033452 , 0.07172 , 0.030973 , 0.048944 , 0.044948 , 0.038573 , 0.03746 , 0.040448 , 0.039393 , 0.033036 , 0.041327 , 0.027727 , 0.033938 , 0.032854 , 0.041813 , 0.046167 , 0.035456 , 0.0406 , 0.033592 , 0.031987 , 0.03419 , 0.039616 , 0.054593 , 0.03995 , 0.033721 , 0.042428 , 0.037887 , 0.033774 , 0.036212 , 0.035491 , 0.028237 , 0.037155 , 0.033253 , 0.049548 , 0.055835 , 0.038807 , 0.053743 , 0.03562 , 0.045358 , 0.045552 , 0.027499 , 0.027282 , 0.034922 , 0.025073 , 0.035936 , 0.030499 , 0.058648 , 0.056778 , 0.043319 , 0.04813 , 0.029784 , 0.08989 , 0.037325 , 0.047731 , 0.053339 , 0.040307 
 508 , 0.034049 , 0.035923 , 0.035222 , 0.036323 , 0.042039 , 0.046941 , 0.045521 , 0.044784 , 0.050146 , 0.032936 , 0.067892 , 0.036477 , 0.041809 , 0.032429 , 0.064905 , 0.051413 , 0.044407 , 0.052143 , 0.040088 , 0.05724 , 0.047836 , 0.065058 , 0.024622 , 0.034161 , 0.072995 , 0.031757 , 0.050022 , 0.045968 , 0.039605 , 0.038244 , 0.041196 , 0.040147 , 0.03369 , 0.042127 , 0.028381 , 0.034721 , 0.033324 , 0.042221 , 0.04677 , 0.036188 , 0.041367 , 0.034379 , 0.0326 , 0.034803 , 0.040436 , 0.055672 , 0.040913 , 0.034574 , 0.043182 , 0.038586 , 0.034414 , 0.03696 , 0.036312 , 0.028929 , 0.037891 , 0.033973 , 0.050529 , 0.056874 , 0.039658 , 0.054577 , 0.036253 , 0.046122 , 0.046098 , 0.028193 , 0.027863 , 0.035764 , 0.0256 , 0.036553 , 0.031315 , 0.059932 , 0.05774 , 0.044289 , 0.048967 , 0.030485 , 0.091053 , 0.038144 , 0.048484 , 0.054382 , 0.041149 
 509 , 0.034912 , 0.036867 , 0.036061 , 0.036974 , 0.042856 , 0.047833 , 0.046369 , 0.045593 , 0.051073 , 0.033431 , 0.068544 , 0.037175 , 0.042649 , 0.033206 , 0.065807 , 0.052235 , 0.045084 , 0.053064 , 0.041008 , 0.058283 , 0.048692 , 0.066222 , 0.025095 , 0.03487 , 0.074273 , 0.032542 , 0.051103 , 0.046992 , 0.040635 , 0.039023 , 0.04195 , 0.040901 , 0.034337 , 0.042927 , 0.029041 , 0.035504 , 0.033792 , 0.042625 , 0.047377 , 0.03692 , 0.04214 , 0.035167 , 0.033218 , 0.035415 , 0.041251 , 0.056749 , 0.041879 , 0.035427 , 0.043935 , 0.03929 , 0.035048 , 0.037708 , 0.037134 , 0.029627 , 0.038626 , 0.034699 , 0.051512 , 0.05791 , 0.04051 , 0.055404 , 0.036891 , 0.046879 , 0.046648 , 0.028887 , 0.028443 , 0.036606 , 0.026126 , 0.037169 , 0.032133 , 0.061216 , 0.058704 , 0.045256 , 0.0498 , 0.03118 , 0.092218 , 0.038964 , 0.049231 , 0.055428 , 0.041986 
 510 , 0.035799 , 0.037818 , 0.036895 , 0.037622 , 0.043644 , 0.048707 , 0.047218 , 0.046408 , 0.051977 , 0.033923 , 0.069162 , 0.037878 , 0.043495 , 0.033994 , 0.06669 , 0.053055 , 0.045735 , 0.053961 , 0.04194 , 0.059304 , 0.049541 , 0.067369 , 0.025572 , 0.035591 , 0.075535 , 0.033333 , 0.052192 , 0.048022 , 0.041672 , 0.039796 , 0.042691 , 0.041654 , 0.034995 , 0.043715 , 0.029723 , 0.036293 , 0.034238 , 0.043018 , 0.047974 , 0.037658 , 0.042911 , 0.03596 , 0.033827 , 0.036019 , 0.042059 , 0.057827 , 0.042846 , 0.036276 , 0.044704 , 0.039993 , 0.03568 , 0.038462 , 0.037967 , 0.030325 , 0.039361 , 0.035424 , 0.052495 , 0.05894 , 0.04138 , 0.056218 , 0.037538 , 0.047641 , 0.04717 , 0.029604 , 0.029032 , 0.037467 , 0.026668 , 0.037777 , 0.03297 , 0.062485 , 0.059661 , 0.046229 , 0.050613 , 0.031892 , 0.093328 , 0.039784 , 0.049976 , 0.056457 , 0.042834 
 511 , 0.036781 , 0.038785 , 0.03773 , 0.038302 , 0.044296 , 0.049497 , 0.04806 , 0.047243 , 0.052777 , 0.034372 , 0.069573 , 0.03863 , 0.044356 , 0.034855 , 0.067432 , 0.053845 , 0.046288 , 0.054728 , 0.042931 , 0.060257 , 0.050326 , 0.06841 , 0.026064 , 0.036352 , 0.076688 , 0.034139 , 0.053296 , 0.049127 , 0.042769 , 0.040509 , 0.04339 , 0.0424 , 0.035696 , 0.044445 , 0.030519 , 0.037127 , 0.034563 , 0.04333 , 0.048531 , 0.038428 , 0.043736 , 0.036799 , 0.034402 , 0.036614 , 0.042823 , 0.058897 , 0.043819 , 0.037074 , 0.045537 , 0.040688 , 0.036286 , 0.039215 , 0.038917 , 0.03105 , 0.040103 , 0.036179 , 0.053475 , 0.059952 , 0.042358 , 0.056952 , 0.038249 , 0.048388 , 0.047541 , 0.030459 , 0.029654 , 0.038386 , 0.02731 , 0.038344 , 0.033889 , 0.063716 , 0.060561 , 0.047231 , 0.051322 , 0.032696 , 0.094151 , 0.040598 , 0.050672 , 0.057382 , 0.0437 
 512 , 0.037769 , 0.039757 , 0.038569 , 0.038981 , 0.044944 , 0.050287 , 0.048908 , 0.048072 , 0.053576 , 0.03482 , 0.069986 , 0.039381 , 0.045219 , 0.035715 , 0.068172 , 0.054633 , 0.046843 , 0.055492 , 0.043924 , 0.061211 , 0.051111 , 0.069455 , 0.026552 , 0.037112 , 0.077848 , 0.034945 , 0.0544 , 0.050233 , 0.043864 , 0.041213 , 0.044085 , 0.043142 , 0.03639 , 0.045177 , 0.031316 , 0.037966 , 0.034886 , 0.043637 , 0.049087 , 0.039202 , 0.044556 , 0.037638 , 0.034975 , 0.037208 , 0.043595 , 0.05997 , 0.044795 , 0.037876 , 0.046371 , 0.041387 , 0.036891 , 0.039972 , 0.039864 , 0.031782 , 0.040849 , 0.036927 , 0.05446 , 0.06096 , 0.043333 , 0.057689 , 0.038963 , 0.049135 , 0.047917 , 0.031316 , 0.030277 , 0.039309 , 0.027961 , 0.038909 , 0.034808 , 0.064942 , 0.061462 , 0.048234 , 0.05203 , 0.033495 , 0.094981 , 0.04141 , 0.051368 , 0.058304 , 0.044562 
 513 , 0.038752 , 0.040724 , 0.039403 , 0.039654 , 0.045593 , 0.051078 , 0.049758 , 0.048897 , 0.054376 , 0.035263 , 0.0704 , 0.040132 , 0.046077 , 0.036571 , 0.068913 , 0.055422 , 0.047398 , 0.056258 , 0.044918 , 0.062167 , 0.051897 , 0.070502 , 0.027042 , 0.037874 , 0.079004 , 0.035753 , 0.055505 , 0.051341 , 0.04496 , 0.041925 , 0.044781 , 0.043885 , 0.037091 , 0.045904 , 0.032114 , 0.038806 , 0.035209 , 0.043944 , 0.049644 , 0.039977 , 0.045378 , 0.038483 , 0.035544 , 0.037796 , 0.044357 , 0.061044 , 0.045773 , 0.038675 , 0.047201 , 0.042086 , 0.037504 , 0.04073 , 0.040808 , 0.032509 , 0.041596 , 0.037683 , 0.05544 , 0.061976 , 0.044309 , 0.058427 , 0.039678 , 0.049883 , 0.048288 , 0.032174 , 0.030901 , 0.040234 , 0.028607 , 0.039475 , 0.035729 , 0.06617 , 0.062364 , 0.049238 , 0.052739 , 0.034301 , 0.095811 , 0.042224 , 0.052064 , 0.059228 , 0.045426 
 514 , 0.039931 , 0.041953 , 0.040458 , 0.040398 , 0.046414 , 0.052036 , 0.050708 , 0.049799 , 0.055361 , 0.035781 , 0.070808 , 0.040996 , 0.047102 , 0.037599 , 0.069762 , 0.05633 , 0.048071 , 0.057143 , 0.046115 , 0.063339 , 0.052807 , 0.071693 , 0.027624 , 0.038795 , 0.080263 , 0.036738 , 0.056838 , 0.052628 , 0.046229 , 0.042802 , 0.045607 , 0.044769 , 0.037838 , 0.046725 , 0.03306 , 0.03977 , 0.035625 , 0.044219 , 0.050253 , 0.040882 , 0.04633 , 0.039501 , 0.036229 , 0.038532 , 0.045278 , 0.062244 , 0.046881 , 0.03965 , 0.048095 , 0.042892 , 0.038167 , 0.04163 , 0.041899 , 0.033395 , 0.042491 , 0.03855 , 0.056611 , 0.063129 , 0.045517 , 0.059278 , 0.040511 , 0.05069 , 0.048681 , 0.033203 , 0.031684 , 0.041337 , 0.02931 , 0.040147 , 0.036869 , 0.067585 , 0.063375 , 0.050391 , 0.053561 , 0.035219 , 0.096632 , 0.043167 , 0.052831 , 0.060271 , 0.046456 
