JUN28MAT00009.spu,JUN28MAT00008.spu,JUN28MAT00007.spu,JUN28MAT00006.spu,JUN28MAT00005.spu,
Wavelength,JUN28MAT00010.spu,JUN28MAT00011.spu,JUN28MAT00012.spu,JUN28MAT00013.spu,JUN28MAT00014.spu,JUN28MAT00015.spu,JUN28MAT00016.spu,JUN28MAT00017.spu,JUN28MAT00018.spu,JUN28MAT00019.spu,JUN28MAT00020.spu,JUN28MAT00021.spu,JUN28MAT00022.spu,JUN28MAT00023.spu,JUN28MAT00024.spu,JUN28MAT00025.spu,JUN28MAT00026.spu,JUN28MAT00027.spu,JUN28MAT00028.spu,JUN28MAT00029.spu,JUN28MAT00030.spu,JUN28MAT00031.spu,JUN28MAT00032.spu,JUN28MAT00033.spu,JUN28MAT00034.spu,JUN28MAT00035.spu,JUN28MAT00036.spu,JUN28MAT00037.spu,JUN28MAT00038.spu,JUN28MAT00039.spu,JUN28MAT00040.spu,JUN28MAT00041.spu,JUN28MAT00042.spu,JUN28MAT00043.spu,JUN28MAT00044.spu,JUN28MAT00045.spu,JUN28MAT00046.spu,JUN28MAT00047.spu,JUN28MAT00048.spu,JUN28MAT00049.spu,JUN28MAT00050.spu,JUN28MAT00051.spu,JUN28MAT00052.spu,JUN28MAT00053.spu,JUN28MAT00054.spu,JUN28MAT00055.spu,JUN28MAT00056.spu,JUN28MAT00057.spu,JUN28MAT00058.spu,JUN28MAT00059.spu,JUN28MAT00060.spu,JUN28MAT00061.spu,JUN28MAT00062.spu,JUN28MAT00063.spu,JUN28MAT00064.spu,JUN28MAT00065.spu,JUN28MAT00066.spu,JUN28MAT00067.spu,JUN28MAT00068.spu,JUN28MAT00069.spu,JUN28MAT00070.spu,JUN28MAT00071.spu,JUN28MAT00072.spu,JUN28MAT00073.spu,JUN28MAT00074.spu,JUN28MAT00075.spu,JUN28MAT00076.spu,JUN28MAT00077.spu,JUN28MAT00078.spu,JUN28MAT00079.spu,JUN28MAT00080.spu,JUN28MAT00081.spu,JUN28MAT00082.spu,JUN28MAT00083.spu,JUN28MAT00084.spu
 455 , 0.021501 , 0.027557 , 0.030666 , 0.031326 , 0.030398 , 0.047139 , 0.042085 , 0.035568 , 0.02396 , 0.036333 , 0.041455 , 0.051637 , 0.037869 , 0.047275 , 0.033717 , 0.048769 , 0.030708 , 0.041912 , 0.061195 , 0.031625 , 0.043914 , 0.045786 , 0.028694 , 0.023672 , 0.039096 , 0.043128 , 0.026602 , 0.031347 , 0.027918 , 0.027986 , 0.028689 , 0.03658 , 0.024222 , 0.023708 , 0.029837 , 0.024369 , 0.027871 , 0.028789 , 0.027876 , 0.052838 , 0.027766 , 0.027127 , 0.022219 , 0.019587 , 0.031892 , 0.039636 , 0.034907 , 0.037775 , 0.025213 , 0.028495 , 0.045335 , 0.032616 , 0.02946 , 0.027997 , 0.022392 , 0.041854 , 0.025297 , 0.037948 , 0.042331 , 0.019493 , 0.020767 , 0.027399 , 0.020148 , 0.02321 , 0.026366 , 0.034708 , 0.035636 , 0.032831 , 0.032223 , 0.031861 , 0.055244 , 0.030912 , 0.041697 , 0.035746 , 0.024741 
 456 , 0.021517 , 0.027589 , 0.030659 , 0.031343 , 0.030408 , 0.047184 , 0.04213 , 0.035562 , 0.023887 , 0.036293 , 0.041467 , 0.051492 , 0.037812 , 0.047304 , 0.033677 , 0.048677 , 0.030643 , 0.041832 , 0.061036 , 0.031614 , 0.043916 , 0.045847 , 0.028633 , 0.023715 , 0.039128 , 0.043195 , 0.026586 , 0.031353 , 0.027944 , 0.02797 , 0.02868 , 0.036606 , 0.024237 , 0.023725 , 0.029824 , 0.024373 , 0.027845 , 0.028701 , 0.027751 , 0.052734 , 0.027725 , 0.027109 , 0.022232 , 0.01958 , 0.031886 , 0.039645 , 0.034961 , 0.03776 , 0.025182 , 0.028555 , 0.04531 , 0.03258 , 0.029448 , 0.028001 , 0.022378 , 0.041733 , 0.025208 , 0.037854 , 0.042214 , 0.019486 , 0.020775 , 0.02737 , 0.020091 , 0.02325 , 0.026357 , 0.034679 , 0.035697 , 0.032841 , 0.032204 , 0.031865 , 0.055329 , 0.030972 , 0.041754 , 0.035781 , 0.024743 
 457 , 0.021511 , 0.027532 , 0.030683 , 0.031291 , 0.030392 , 0.047223 , 0.042107 , 0.035576 , 0.023882 , 0.036325 , 0.041493 , 0.051398 , 0.03777 , 0.047379 , 0.0336 , 0.04858 , 0.030595 , 0.041779 , 0.060893 , 0.031583 , 0.043942 , 0.045892 , 0.028634 , 0.023715 , 0.03919 , 0.043256 , 0.026586 , 0.031359 , 0.027938 , 0.027969 , 0.028692 , 0.036605 , 0.024204 , 0.023726 , 0.029867 , 0.024376 , 0.027792 , 0.028624 , 0.027693 , 0.052641 , 0.027688 , 0.027106 , 0.022228 , 0.01954 , 0.031842 , 0.039658 , 0.034967 , 0.037796 , 0.025218 , 0.028546 , 0.045268 , 0.032596 , 0.029425 , 0.028 , 0.022379 , 0.041649 , 0.025145 , 0.03777 , 0.042107 , 0.019473 , 0.020726 , 0.02736 , 0.020071 , 0.023242 , 0.026346 , 0.034692 , 0.035716 , 0.03283 , 0.032206 , 0.031894 , 0.055334 , 0.03099 , 0.041821 , 0.035836 , 0.024719 
 458 , 0.021505 , 0.027471 , 0.030707 , 0.03123 , 0.03037 , 0.047262 , 0.042079 , 0.035585 , 0.023882 , 0.036362 , 0.041519 , 0.051311 , 0.037734 , 0.047464 , 0.033519 , 0.048484 , 0.030547 , 0.041732 , 0.060751 , 0.031551 , 0.043979 , 0.045941 , 0.028641 , 0.023716 , 0.039256 , 0.043321 , 0.02659 , 0.031365 , 0.027926 , 0.027968 , 0.028703 , 0.036605 , 0.024162 , 0.023722 , 0.02992 , 0.024384 , 0.027735 , 0.028548 , 0.027642 , 0.052549 , 0.027647 , 0.027103 , 0.02222 , 0.019491 , 0.0318 , 0.039681 , 0.034969 , 0.037843 , 0.02526 , 0.028537 , 0.045232 , 0.032613 , 0.029397 , 0.027994 , 0.02238 , 0.041576 , 0.025094 , 0.037693 , 0.041996 , 0.01946 , 0.020677 , 0.027352 , 0.020055 , 0.02323 , 0.026342 , 0.03471 , 0.03573 , 0.03282 , 0.032219 , 0.031924 , 0.05533 , 0.031002 , 0.041897 , 0.035896 , 0.02469 
 459 , 0.021504 , 0.027409 , 0.030735 , 0.031173 , 0.030348 , 0.047304 , 0.042044 , 0.035598 , 0.023882 , 0.036403 , 0.041549 , 0.051229 , 0.037692 , 0.047547 , 0.033442 , 0.048387 , 0.030498 , 0.041678 , 0.060609 , 0.031519 , 0.044009 , 0.045994 , 0.028647 , 0.023711 , 0.039321 , 0.04338 , 0.026589 , 0.031369 , 0.027919 , 0.027971 , 0.028719 , 0.036598 , 0.024119 , 0.023717 , 0.029967 , 0.024392 , 0.027677 , 0.028471 , 0.027589 , 0.052456 , 0.02761 , 0.027105 , 0.022216 , 0.019441 , 0.031756 , 0.039703 , 0.034974 , 0.037888 , 0.025305 , 0.028523 , 0.04519 , 0.032633 , 0.029369 , 0.027992 , 0.022386 , 0.041503 , 0.025037 , 0.037614 , 0.041884 , 0.019447 , 0.020622 , 0.027347 , 0.020035 , 0.023216 , 0.026331 , 0.034727 , 0.035742 , 0.032808 , 0.032225 , 0.031957 , 0.055328 , 0.031019 , 0.041967 , 0.035949 , 0.024665 
 460 , 0.021462 , 0.027319 , 0.030666 , 0.031118 , 0.030307 , 0.047303 , 0.041939 , 0.035537 , 0.023829 , 0.036364 , 0.041502 , 0.051055 , 0.037591 , 0.047513 , 0.03333 , 0.048222 , 0.030384 , 0.041564 , 0.060372 , 0.031457 , 0.043956 , 0.045968 , 0.028592 , 0.023705 , 0.03929 , 0.043345 , 0.02657 , 0.031328 , 0.027858 , 0.027935 , 0.028685 , 0.036533 , 0.02406 , 0.023664 , 0.029952 , 0.024326 , 0.027586 , 0.028336 , 0.027458 , 0.052256 , 0.027514 , 0.027021 , 0.022145 , 0.019373 , 0.031636 , 0.039644 , 0.034937 , 0.037837 , 0.025281 , 0.028484 , 0.045085 , 0.032545 , 0.029295 , 0.027935 , 0.02233 , 0.041348 , 0.024937 , 0.037493 , 0.041723 , 0.019393 , 0.020543 , 0.027283 , 0.019968 , 0.023136 , 0.026272 , 0.03468 , 0.035702 , 0.03276 , 0.03218 , 0.031908 , 0.05529 , 0.030995 , 0.041944 , 0.035917 , 0.024599 
 461 , 0.021386 , 0.027206 , 0.030515 , 0.031076 , 0.030244 , 0.04726 , 0.041762 , 0.035406 , 0.023719 , 0.036253 , 0.041384 , 0.050808 , 0.037432 , 0.047373 , 0.03319 , 0.048006 , 0.030208 , 0.041389 , 0.060054 , 0.031372 , 0.043819 , 0.045882 , 0.028488 , 0.023694 , 0.039168 , 0.043222 , 0.026522 , 0.03124 , 0.027753 , 0.02787 , 0.02861 , 0.036411 , 0.02398 , 0.023566 , 0.029877 , 0.024189 , 0.027477 , 0.028146 , 0.027257 , 0.051967 , 0.02736 , 0.026875 , 0.022014 , 0.019283 , 0.031449 , 0.039521 , 0.034859 , 0.037708 , 0.025195 , 0.028421 , 0.044922 , 0.032368 , 0.029177 , 0.027824 , 0.022224 , 0.041124 , 0.024802 , 0.037346 , 0.041506 , 0.019293 , 0.020437 , 0.027171 , 0.019855 , 0.022994 , 0.02617 , 0.034584 , 0.03561 , 0.032679 , 0.032072 , 0.031781 , 0.055225 , 0.030944 , 0.041838 , 0.035814 , 0.02449 
 462 , 0.021315 , 0.027093 , 0.030358 , 0.031028 , 0.03018 , 0.04722 , 0.041584 , 0.035278 , 0.023615 , 0.036146 , 0.041264 , 0.050556 , 0.037269 , 0.047236 , 0.033049 , 0.047784 , 0.030028 , 0.041214 , 0.059731 , 0.031292 , 0.043692 , 0.045794 , 0.028378 , 0.023681 , 0.039046 , 0.043103 , 0.026479 , 0.031155 , 0.027642 , 0.027804 , 0.028535 , 0.036284 , 0.0239 , 0.023468 , 0.029805 , 0.024052 , 0.027362 , 0.027956 , 0.027053 , 0.051678 , 0.02721 , 0.026728 , 0.021884 , 0.019188 , 0.031267 , 0.039396 , 0.034786 , 0.037573 , 0.025108 , 0.028363 , 0.044753 , 0.032186 , 0.029058 , 0.027718 , 0.022117 , 0.040899 , 0.024666 , 0.037192 , 0.041295 , 0.019198 , 0.02033 , 0.027058 , 0.019741 , 0.022849 , 0.026068 , 0.034486 , 0.035517 , 0.032602 , 0.031973 , 0.031658 , 0.055156 , 0.030891 , 0.041737 , 0.035705 , 0.024387 
 463 , 0.021238 , 0.026974 , 0.030216 , 0.030963 , 0.0301 , 0.047147 , 0.041405 , 0.035144 , 0.023495 , 0.036033 , 0.041138 , 0.050302 , 0.037103 , 0.047096 , 0.032897 , 0.04755 , 0.029857 , 0.041037 , 0.059407 , 0.031195 , 0.043551 , 0.045702 , 0.028272 , 0.023657 , 0.038926 , 0.042981 , 0.026419 , 0.031054 , 0.027535 , 0.027737 , 0.028448 , 0.036154 , 0.023818 , 0.023369 , 0.029726 , 0.023924 , 0.027247 , 0.027777 , 0.026853 , 0.051388 , 0.02706 , 0.026585 , 0.021753 , 0.019087 , 0.031079 , 0.039264 , 0.034705 , 0.037442 , 0.025015 , 0.028287 , 0.044581 , 0.032013 , 0.028928 , 0.027605 , 0.02201 , 0.040673 , 0.02453 , 0.037027 , 0.041067 , 0.019102 , 0.020228 , 0.026939 , 0.019627 , 0.022707 , 0.025959 , 0.034377 , 0.035417 , 0.032513 , 0.031862 , 0.031529 , 0.055069 , 0.030832 , 0.041617 , 0.035588 , 0.024283 
 464 , 0.021136 , 0.026821 , 0.030118 , 0.030795 , 0.029937 , 0.046933 , 0.041197 , 0.035015 , 0.023313 , 0.035898 , 0.040982 , 0.050034 , 0.036912 , 0.046968 , 0.032692 , 0.047229 , 0.029701 , 0.040836 , 0.059046 , 0.031041 , 0.04337 , 0.045583 , 0.028141 , 0.023584 , 0.038794 , 0.042853 , 0.026299 , 0.030885 , 0.027403 , 0.027644 , 0.028306 , 0.035989 , 0.02371 , 0.023268 , 0.029616 , 0.02383 , 0.027082 , 0.027619 , 0.02665 , 0.051103 , 0.026906 , 0.02646 , 0.021617 , 0.018943 , 0.03086 , 0.03911 , 0.034584 , 0.037298 , 0.024884 , 0.028136 , 0.044384 , 0.031864 , 0.028743 , 0.027473 , 0.021873 , 0.040435 , 0.024397 , 0.036797 , 0.040786 , 0.019013 , 0.020117 , 0.026786 , 0.0195 , 0.022586 , 0.025812 , 0.034192 , 0.035281 , 0.032366 , 0.031733 , 0.031377 , 0.054896 , 0.030735 , 0.041443 , 0.035452 , 0.024192 
 465 , 0.021033 , 0.026673 , 0.030018 , 0.030632 , 0.029774 , 0.046718 , 0.040989 , 0.034885 , 0.023132 , 0.035763 , 0.040829 , 0.049765 , 0.036725 , 0.046838 , 0.032487 , 0.046908 , 0.029545 , 0.040635 , 0.058691 , 0.030891 , 0.043198 , 0.045462 , 0.028014 , 0.023506 , 0.038665 , 0.042729 , 0.026174 , 0.030712 , 0.027271 , 0.02755 , 0.028164 , 0.035828 , 0.023606 , 0.023172 , 0.029505 , 0.023736 , 0.026917 , 0.02746 , 0.026448 , 0.050817 , 0.026752 , 0.026338 , 0.021482 , 0.018799 , 0.030642 , 0.038954 , 0.034461 , 0.037154 , 0.024748 , 0.027989 , 0.044185 , 0.031714 , 0.028562 , 0.027341 , 0.021731 , 0.040191 , 0.024269 , 0.036566 , 0.040505 , 0.018929 , 0.020011 , 0.026638 , 0.019377 , 0.022459 , 0.02566 , 0.034013 , 0.035145 , 0.032222 , 0.031609 , 0.031225 , 0.054716 , 0.030642 , 0.041268 , 0.035314 , 0.0241 
 466 , 0.020935 , 0.026519 , 0.029918 , 0.030463 , 0.029611 , 0.046497 , 0.040779 , 0.034759 , 0.022946 , 0.035631 , 0.04067 , 0.049495 , 0.036533 , 0.046711 , 0.032282 , 0.046587 , 0.029388 , 0.040438 , 0.05833 , 0.030736 , 0.043019 , 0.045343 , 0.027887 , 0.023432 , 0.038535 , 0.042608 , 0.026053 , 0.030542 , 0.027138 , 0.02746 , 0.028025 , 0.035661 , 0.023501 , 0.023075 , 0.029393 , 0.02364 , 0.026752 , 0.027307 , 0.026246 , 0.050526 , 0.026598 , 0.026217 , 0.021346 , 0.018655 , 0.030424 , 0.038797 , 0.034338 , 0.037014 , 0.024616 , 0.027837 , 0.04399 , 0.031568 , 0.028377 , 0.027208 , 0.021594 , 0.039952 , 0.024141 , 0.036335 , 0.04022 , 0.018839 , 0.019904 , 0.026484 , 0.01925 , 0.022337 , 0.025513 , 0.033828 , 0.035007 , 0.032074 , 0.031484 , 0.031073 , 0.054539 , 0.030547 , 0.041097 , 0.035175 , 0.024007 
 467 , 0.020836 , 0.026447 , 0.029819 , 0.030391 , 0.029509 , 0.046386 , 0.040627 , 0.034641 , 0.022828 , 0.035519 , 0.040563 , 0.049285 , 0.036396 , 0.046602 , 0.032141 , 0.046366 , 0.029247 , 0.040262 , 0.058031 , 0.030648 , 0.042929 , 0.045232 , 0.027778 , 0.023395 , 0.038452 , 0.04252 , 0.025974 , 0.030445 , 0.027073 , 0.027384 , 0.027931 , 0.035509 , 0.02342 , 0.022996 , 0.029326 , 0.023676 , 0.0266 , 0.027147 , 0.026092 , 0.050266 , 0.026467 , 0.026092 , 0.021226 , 0.018578 , 0.030278 , 0.038699 , 0.034291 , 0.03688 , 0.024534 , 0.027753 , 0.043822 , 0.031456 , 0.028266 , 0.027098 , 0.021497 , 0.039739 , 0.024036 , 0.03617 , 0.040035 , 0.018736 , 0.019806 , 0.026358 , 0.019145 , 0.022236 , 0.025416 , 0.033749 , 0.034893 , 0.031999 , 0.031397 , 0.030968 , 0.054457 , 0.030495 , 0.040977 , 0.0351 , 0.023913 
 468 , 0.020744 , 0.026395 , 0.029724 , 0.030347 , 0.029424 , 0.046289 , 0.040491 , 0.03453 , 0.022727 , 0.035409 , 0.040461 , 0.049088 , 0.036268 , 0.046496 , 0.032017 , 0.046162 , 0.02911 , 0.040093 , 0.057754 , 0.030573 , 0.042862 , 0.045121 , 0.027671 , 0.023366 , 0.038375 , 0.042445 , 0.025904 , 0.030367 , 0.027028 , 0.027313 , 0.027853 , 0.03536 , 0.023341 , 0.022924 , 0.029267 , 0.023739 , 0.026449 , 0.026984 , 0.025943 , 0.050016 , 0.026346 , 0.025963 , 0.021107 , 0.01852 , 0.030151 , 0.038615 , 0.034265 , 0.03675 , 0.024465 , 0.027681 , 0.043658 , 0.031349 , 0.028167 , 0.026994 , 0.021402 , 0.039529 , 0.023935 , 0.036018 , 0.039872 , 0.018628 , 0.019708 , 0.026233 , 0.01904 , 0.022143 , 0.025325 , 0.033696 , 0.034781 , 0.031943 , 0.031315 , 0.030873 , 0.05439 , 0.030455 , 0.040874 , 0.035036 , 0.023812 
 469 , 0.020647 , 0.026347 , 0.029623 , 0.030298 , 0.029335 , 0.046197 , 0.040355 , 0.034419 , 0.022627 , 0.035304 , 0.04036 , 0.048891 , 0.036145 , 0.046393 , 0.031892 , 0.045958 , 0.028978 , 0.039924 , 0.057471 , 0.030498 , 0.042794 , 0.045009 , 0.02756 , 0.023336 , 0.038301 , 0.042369 , 0.025839 , 0.030288 , 0.026978 , 0.027237 , 0.027775 , 0.035216 , 0.023262 , 0.022852 , 0.029212 , 0.0238 , 0.026303 , 0.026822 , 0.025795 , 0.049761 , 0.02622 , 0.025834 , 0.020989 , 0.018461 , 0.030024 , 0.038531 , 0.034238 , 0.036619 , 0.024397 , 0.027609 , 0.043493 , 0.031241 , 0.028068 , 0.02689 , 0.021312 , 0.039323 , 0.023834 , 0.035866 , 0.039709 , 0.01852 , 0.01961 , 0.026108 , 0.018936 , 0.02205 , 0.025238 , 0.033642 , 0.034669 , 0.031882 , 0.031236 , 0.030772 , 0.054323 , 0.030415 , 0.040765 , 0.034977 , 0.023712 
 470 , 0.020622 , 0.026339 , 0.029556 , 0.030296 , 0.029302 , 0.046205 , 0.040312 , 0.034371 , 0.022557 , 0.035263 , 0.040332 , 0.048764 , 0.036062 , 0.04639 , 0.031837 , 0.045839 , 0.028878 , 0.039845 , 0.057298 , 0.030472 , 0.042783 , 0.044996 , 0.027504 , 0.023332 , 0.038285 , 0.042369 , 0.025817 , 0.030257 , 0.026953 , 0.027192 , 0.027757 , 0.035161 , 0.023219 , 0.022805 , 0.029205 , 0.023756 , 0.026217 , 0.026709 , 0.025695 , 0.049617 , 0.026144 , 0.025759 , 0.020914 , 0.018414 , 0.029941 , 0.038494 , 0.034254 , 0.036594 , 0.024365 , 0.027596 , 0.043417 , 0.031179 , 0.027996 , 0.026826 , 0.021241 , 0.039182 , 0.023765 , 0.03578 , 0.039581 , 0.018467 , 0.019545 , 0.026027 , 0.018867 , 0.022001 , 0.025184 , 0.033625 , 0.034639 , 0.031885 , 0.031218 , 0.03073 , 0.05433 , 0.030413 , 0.040746 , 0.034971 , 0.023678 
 471 , 0.020671 , 0.026393 , 0.029532 , 0.030351 , 0.029332 , 0.046342 , 0.040386 , 0.034411 , 0.022528 , 0.035298 , 0.040386 , 0.048711 , 0.036039 , 0.046513 , 0.031857 , 0.045826 , 0.02882 , 0.039875 , 0.05726 , 0.030507 , 0.042853 , 0.045104 , 0.027504 , 0.023356 , 0.038349 , 0.042463 , 0.025847 , 0.030287 , 0.026953 , 0.027173 , 0.027816 , 0.03522 , 0.023215 , 0.022796 , 0.029259 , 0.023576 , 0.026217 , 0.026656 , 0.025662 , 0.049603 , 0.026125 , 0.02574 , 0.0209 , 0.01839 , 0.029912 , 0.038515 , 0.034323 , 0.036697 , 0.024385 , 0.02765 , 0.043447 , 0.031169 , 0.027953 , 0.026807 , 0.021202 , 0.039124 , 0.023741 , 0.03578 , 0.039499 , 0.018482 , 0.019521 , 0.026008 , 0.018848 , 0.021997 , 0.025174 , 0.033655 , 0.034713 , 0.031964 , 0.031272 , 0.030755 , 0.054428 , 0.030463 , 0.040835 , 0.035044 , 0.023722 
 472 , 0.020725 , 0.026442 , 0.029503 , 0.030405 , 0.029362 , 0.046475 , 0.040455 , 0.034445 , 0.022494 , 0.035337 , 0.040441 , 0.048658 , 0.03601 , 0.046636 , 0.031882 , 0.045817 , 0.028767 , 0.039909 , 0.057222 , 0.030541 , 0.042926 , 0.045217 , 0.027505 , 0.023381 , 0.038413 , 0.042556 , 0.025877 , 0.030312 , 0.026954 , 0.027154 , 0.02788 , 0.035284 , 0.023211 , 0.022782 , 0.029318 , 0.023401 , 0.026213 , 0.026603 , 0.025633 , 0.049594 , 0.026101 , 0.025726 , 0.020886 , 0.018366 , 0.029878 , 0.03854 , 0.034387 , 0.036795 , 0.024405 , 0.027705 , 0.043477 , 0.031155 , 0.027914 , 0.026793 , 0.021163 , 0.039071 , 0.023718 , 0.035776 , 0.039417 , 0.018492 , 0.019501 , 0.025989 , 0.018829 , 0.021997 , 0.02516 , 0.03369 , 0.034782 , 0.032043 , 0.031326 , 0.030785 , 0.054527 , 0.030517 , 0.040923 , 0.035118 , 0.023766 
 473 , 0.020779 , 0.026492 , 0.029494 , 0.030454 , 0.029402 , 0.046622 , 0.040539 , 0.034495 , 0.02247 , 0.035387 , 0.040505 , 0.048631 , 0.036001 , 0.046769 , 0.031912 , 0.045813 , 0.028729 , 0.039954 , 0.057204 , 0.030581 , 0.043011 , 0.045336 , 0.027515 , 0.023416 , 0.038487 , 0.04266 , 0.025917 , 0.030352 , 0.026969 , 0.02715 , 0.027944 , 0.035348 , 0.023216 , 0.022777 , 0.029377 , 0.023241 , 0.026219 , 0.02656 , 0.025605 , 0.049601 , 0.026087 , 0.025722 , 0.020877 , 0.018347 , 0.02986 , 0.03857 , 0.034466 , 0.036903 , 0.024425 , 0.027764 , 0.043522 , 0.031151 , 0.027891 , 0.026789 , 0.02114 , 0.039028 , 0.023699 , 0.035787 , 0.03936 , 0.018512 , 0.019482 , 0.025975 , 0.01882 , 0.021998 , 0.025156 , 0.03373 , 0.034866 , 0.032131 , 0.03139 , 0.030815 , 0.054645 , 0.030576 , 0.041022 , 0.035197 , 0.023816 
 474 , 0.020841 , 0.026544 , 0.029666 , 0.030453 , 0.02948 , 0.046871 , 0.040734 , 0.03465 , 0.022551 , 0.03554 , 0.040714 , 0.048797 , 0.036131 , 0.047038 , 0.032007 , 0.045919 , 0.028826 , 0.040109 , 0.057358 , 0.030697 , 0.043231 , 0.045562 , 0.027628 , 0.023543 , 0.038711 , 0.042899 , 0.026016 , 0.030526 , 0.027081 , 0.027291 , 0.028044 , 0.035457 , 0.023318 , 0.022864 , 0.029515 , 0.023299 , 0.026309 , 0.026627 , 0.025625 , 0.04975 , 0.026162 , 0.025825 , 0.020909 , 0.018417 , 0.029959 , 0.03874 , 0.034631 , 0.037098 , 0.024521 , 0.027848 , 0.043715 , 0.031249 , 0.028044 , 0.026886 , 0.021237 , 0.039161 , 0.023739 , 0.035916 , 0.039507 , 0.018554 , 0.019541 , 0.026065 , 0.018872 , 0.022072 , 0.025224 , 0.033888 , 0.035056 , 0.032315 , 0.031528 , 0.030912 , 0.054934 , 0.030736 , 0.041228 , 0.035349 , 0.02389 
 475 , 0.020904 , 0.026597 , 0.029836 , 0.030459 , 0.029567 , 0.047124 , 0.040925 , 0.03481 , 0.022628 , 0.035692 , 0.040925 , 0.048966 , 0.03626 , 0.0473 , 0.032105 , 0.046026 , 0.028925 , 0.040259 , 0.057512 , 0.030816 , 0.043449 , 0.045791 , 0.027739 , 0.023677 , 0.038931 , 0.04314 , 0.026122 , 0.030694 , 0.027195 , 0.02743 , 0.028146 , 0.03556 , 0.023422 , 0.022947 , 0.029655 , 0.023358 , 0.026401 , 0.026695 , 0.025642 , 0.049902 , 0.02623 , 0.025926 , 0.020943 , 0.018488 , 0.030057 , 0.038911 , 0.03479 , 0.037289 , 0.024613 , 0.02793 , 0.043904 , 0.03135 , 0.028195 , 0.026985 , 0.02134 , 0.039293 , 0.023775 , 0.036045 , 0.039661 , 0.018596 , 0.019605 , 0.026156 , 0.018924 , 0.022143 , 0.025289 , 0.03405 , 0.035241 , 0.032497 , 0.031664 , 0.031012 , 0.055228 , 0.030895 , 0.041435 , 0.035501 , 0.023961 
 476 , 0.020966 , 0.026651 , 0.030012 , 0.030459 , 0.029648 , 0.047372 , 0.041117 , 0.034965 , 0.022706 , 0.035844 , 0.041131 , 0.049131 , 0.036395 , 0.047563 , 0.032199 , 0.046138 , 0.029024 , 0.040414 , 0.057666 , 0.030931 , 0.043667 , 0.046016 , 0.027855 , 0.023806 , 0.039151 , 0.043377 , 0.026224 , 0.030867 , 0.02731 , 0.027565 , 0.028248 , 0.035668 , 0.023526 , 0.023035 , 0.029791 , 0.023418 , 0.026489 , 0.026764 , 0.025659 , 0.05005 , 0.026302 , 0.026027 , 0.020976 , 0.018559 , 0.030159 , 0.039083 , 0.034955 , 0.037481 , 0.02471 , 0.028012 , 0.044099 , 0.031447 , 0.028346 , 0.027084 , 0.021438 , 0.039426 , 0.023811 , 0.036174 , 0.03981 , 0.018637 , 0.019664 , 0.026243 , 0.018976 , 0.022214 , 0.025354 , 0.034208 , 0.035432 , 0.032685 , 0.031806 , 0.031108 , 0.055518 , 0.031049 , 0.041643 , 0.035653 , 0.024037 
 477 , 0.021035 , 0.026684 , 0.030102 , 0.030555 , 0.029802 , 0.047571 , 0.041242 , 0.035106 , 0.022739 , 0.035963 , 0.041297 , 0.049206 , 0.03647 , 0.047788 , 0.032264 , 0.046222 , 0.029068 , 0.040518 , 0.057751 , 0.031048 , 0.043863 , 0.046202 , 0.0279 , 0.023911 , 0.039322 , 0.043542 , 0.026285 , 0.030954 , 0.027398 , 0.027659 , 0.028324 , 0.035766 , 0.023576 , 0.023099 , 0.02992 , 0.023478 , 0.026536 , 0.026812 , 0.025679 , 0.050117 , 0.026329 , 0.026083 , 0.020991 , 0.018587 , 0.030191 , 0.039218 , 0.035091 , 0.037623 , 0.024788 , 0.028088 , 0.044237 , 0.031511 , 0.028388 , 0.027152 , 0.021463 , 0.039494 , 0.023847 , 0.036258 , 0.039863 , 0.018681 , 0.019685 , 0.02629 , 0.018986 , 0.022212 , 0.025399 , 0.034328 , 0.035549 , 0.032776 , 0.031909 , 0.031195 , 0.055762 , 0.031171 , 0.041794 , 0.035771 , 0.024103 
 478 , 0.021107 , 0.026713 , 0.030163 , 0.030686 , 0.02998 , 0.047746 , 0.041345 , 0.035241 , 0.022755 , 0.03607 , 0.041444 , 0.049241 , 0.036534 , 0.047998 , 0.032314 , 0.046295 , 0.029097 , 0.040605 , 0.057813 , 0.03116 , 0.04405 , 0.046379 , 0.027922 , 0.024014 , 0.03947 , 0.043685 , 0.026328 , 0.031011 , 0.027473 , 0.027735 , 0.028396 , 0.035863 , 0.023604 , 0.02316 , 0.030049 , 0.02354 , 0.02656 , 0.026856 , 0.025701 , 0.050159 , 0.026338 , 0.026121 , 0.020998 , 0.0186 , 0.030197 , 0.039347 , 0.035216 , 0.037743 , 0.024858 , 0.028164 , 0.044361 , 0.031559 , 0.028381 , 0.027212 , 0.021462 , 0.039539 , 0.023885 , 0.036317 , 0.039885 , 0.018718 , 0.019696 , 0.026323 , 0.01898 , 0.022183 , 0.02543 , 0.034426 , 0.035645 , 0.032842 , 0.032003 , 0.031278 , 0.055987 , 0.031273 , 0.041923 , 0.035872 , 0.024167 
