  time  ,5:31 PM",5:39 PM",5:52 PM",6:03 PM",6:12 PM",6:54 PM",7:00 PM",7:06 PM",7:13 PM",7:19 PM",8:14 PM",8:21 PM",8:28 PM",8:34 PM",8:41 PM",9:47 PM",9:53 PM",0:00 PM",0:07 PM",0:15 PM",1:29 PM",1:34 PM",1:40 PM",1:45 PM",1:58 PM",2:59 PM",3:05 PM",3:11 PM",3:17 PM",3:23 PM",4:12 PM",4:17 PM",4:23 PM",4:29 PM",4:35 PM",5:26 PM",5:32 PM",5:37 PM",5:44 PM",5:51 PM",7:06 PM",7:11 PM",7:17 PM",7:22 PM",7:31 PM",8:59 PM",9:05 PM",9:11 PM",9:18 PM",9:25 PM",0:08 PM",0:13 PM",0:20 PM",0:27 PM",0:34 PM",1:15 PM",1:20 PM",1:27 PM",1:33 PM",1:40 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 938 , 0.278398 , 0.360615 , 0.341104 , 0.3526 , 0.307438 , 0.21881 , 0.26606 , 0.253016 , 0.212134 , 0.220716 , 0.378048 , 0.406162 , 0.335596 , 0.408448 , 0.373366 , 0.185441 , 0.212046 , 0.171175 , 0.285923 , 0.179514 , 0.248422 , 0.373063 , 0.259747 , 0.332379 , 0.301417 , 0.409561 , 0.427474 , 0.420555 , 0.428003 , 0.455593 , 0.346409 , 0.331222 , 0.17627 , 0.170993 , 0.217885 , 0.286886 , 0.257252 , 0.258288 , 0.230845 , 0.271821 , 0.292802 , 0.133223 , 0.340498 , 0.300492 , 0.32968 , 0.242132 , 0.339925 , 0.27798 , 0.341071 , 0.271304 , 0.166845 , 0.336274 , 0.201834 , 0.165204 , 0.308776 , 0.26173 , 0.244352 , 0.273859 , 0.273501 , 0.251226 
 939 , 0.277074 , 0.360873 , 0.340803 , 0.352908 , 0.307372 , 0.218141 , 0.266148 , 0.252276 , 0.211359 , 0.221257 , 0.377569 , 0.405522 , 0.335683 , 0.407812 , 0.372581 , 0.185239 , 0.211359 , 0.171329 , 0.285684 , 0.179102 , 0.247971 , 0.373391 , 0.259795 , 0.331824 , 0.30091 , 0.409133 , 0.426781 , 0.420439 , 0.426935 , 0.454481 , 0.345355 , 0.331197 , 0.176531 , 0.170966 , 0.218202 , 0.287099 , 0.256707 , 0.256845 , 0.230741 , 0.27174 , 0.292934 , 0.132141 , 0.339509 , 0.300343 , 0.328604 , 0.241371 , 0.339828 , 0.277377 , 0.341204 , 0.271239 , 0.166749 , 0.336113 , 0.201473 , 0.165064 , 0.308193 , 0.26176 , 0.243743 , 0.273496 , 0.273315 , 0.251208 
 940 , 0.277043 , 0.360663 , 0.33945 , 0.35269 , 0.307344 , 0.218486 , 0.265761 , 0.25186 , 0.210326 , 0.220618 , 0.377506 , 0.403821 , 0.335119 , 0.407113 , 0.371862 , 0.184389 , 0.21124 , 0.171248 , 0.285153 , 0.179183 , 0.247546 , 0.373421 , 0.259369 , 0.331882 , 0.300525 , 0.408114 , 0.425859 , 0.420538 , 0.425646 , 0.453 , 0.344837 , 0.330963 , 0.176755 , 0.171073 , 0.218119 , 0.287111 , 0.256262 , 0.255896 , 0.23073 , 0.27117 , 0.292918 , 0.132121 , 0.339412 , 0.299956 , 0.328026 , 0.241164 , 0.339904 , 0.276595 , 0.340921 , 0.270924 , 0.166589 , 0.33612 , 0.201446 , 0.165566 , 0.307651 , 0.261797 , 0.244002 , 0.272942 , 0.272843 , 0.251308 
 941 , 0.27714 , 0.360136 , 0.339373 , 0.353142 , 0.307655 , 0.219397 , 0.266474 , 0.251847 , 0.209655 , 0.219982 , 0.377151 , 0.402968 , 0.334898 , 0.407486 , 0.37131 , 0.183871 , 0.211671 , 0.171146 , 0.284598 , 0.179112 , 0.247755 , 0.373572 , 0.259327 , 0.332128 , 0.300438 , 0.408224 , 0.425468 , 0.420157 , 0.424998 , 0.452552 , 0.344668 , 0.330926 , 0.176948 , 0.171299 , 0.218277 , 0.28739 , 0.256087 , 0.255109 , 0.230757 , 0.270933 , 0.293149 , 0.132357 , 0.339821 , 0.300022 , 0.328342 , 0.241417 , 0.339565 , 0.276271 , 0.340483 , 0.270976 , 0.166419 , 0.336625 , 0.201634 , 0.166244 , 0.307541 , 0.261912 , 0.24416 , 0.272894 , 0.272594 , 0.251683 
 942 , 0.277245 , 0.359569 , 0.339429 , 0.353675 , 0.30801 , 0.220392 , 0.267315 , 0.251867 , 0.209009 , 0.219333 , 0.37676 , 0.402187 , 0.33471 , 0.407972 , 0.370762 , 0.183373 , 0.212166 , 0.171039 , 0.28404 , 0.179025 , 0.248032 , 0.373739 , 0.259323 , 0.332394 , 0.300379 , 0.408453 , 0.425129 , 0.419722 , 0.424397 , 0.452201 , 0.344526 , 0.330903 , 0.177146 , 0.171542 , 0.218464 , 0.2877 , 0.255942 , 0.25433 , 0.230782 , 0.270729 , 0.293403 , 0.132628 , 0.340287 , 0.300138 , 0.328756 , 0.241723 , 0.339178 , 0.275989 , 0.340025 , 0.271067 , 0.166243 , 0.33719 , 0.201847 , 0.166948 , 0.30748 , 0.262032 , 0.244307 , 0.272897 , 0.272362 , 0.252096 
 943 , 0.27677 , 0.358675 , 0.339545 , 0.353838 , 0.308763 , 0.220672 , 0.268073 , 0.251688 , 0.209043 , 0.219378 , 0.375927 , 0.402063 , 0.335002 , 0.408576 , 0.370031 , 0.183356 , 0.212865 , 0.170973 , 0.283496 , 0.178955 , 0.248396 , 0.374071 , 0.259288 , 0.332218 , 0.300186 , 0.408199 , 0.424627 , 0.419091 , 0.423994 , 0.451947 , 0.344278 , 0.330574 , 0.177023 , 0.171525 , 0.218483 , 0.287804 , 0.25563 , 0.254254 , 0.230822 , 0.270388 , 0.293471 , 0.132412 , 0.340156 , 0.300443 , 0.328904 , 0.241785 , 0.338447 , 0.275995 , 0.339949 , 0.270999 , 0.165972 , 0.337257 , 0.201875 , 0.16713 , 0.306994 , 0.261849 , 0.243968 , 0.272992 , 0.27208 , 0.252065 
 944 , 0.276108 , 0.358133 , 0.338996 , 0.35342 , 0.309373 , 0.220483 , 0.268003 , 0.251417 , 0.20956 , 0.219489 , 0.375238 , 0.402092 , 0.335086 , 0.408537 , 0.369635 , 0.183367 , 0.213307 , 0.171139 , 0.283088 , 0.179348 , 0.248631 , 0.374485 , 0.25933 , 0.331722 , 0.299947 , 0.40727 , 0.423954 , 0.418515 , 0.423403 , 0.451523 , 0.343912 , 0.330247 , 0.176978 , 0.171527 , 0.218512 , 0.287735 , 0.255212 , 0.254595 , 0.230838 , 0.269871 , 0.293475 , 0.131959 , 0.339788 , 0.300537 , 0.328707 , 0.241482 , 0.33815 , 0.276141 , 0.340143 , 0.27098 , 0.165722 , 0.336948 , 0.201854 , 0.167158 , 0.306501 , 0.261537 , 0.243683 , 0.273039 , 0.272165 , 0.252001 
 945 , 0.275495 , 0.357924 , 0.337975 , 0.352714 , 0.309766 , 0.220204 , 0.267393 , 0.251135 , 0.210194 , 0.219422 , 0.374789 , 0.402003 , 0.334865 , 0.408016 , 0.369513 , 0.183253 , 0.213518 , 0.17145 , 0.282755 , 0.180066 , 0.248751 , 0.374909 , 0.259428 , 0.331153 , 0.299718 , 0.406037 , 0.423214 , 0.41802 , 0.422613 , 0.450947 , 0.343497 , 0.330005 , 0.177098 , 0.171636 , 0.218585 , 0.287615 , 0.254759 , 0.254978 , 0.230837 , 0.269279 , 0.293497 , 0.131493 , 0.339451 , 0.300418 , 0.328354 , 0.24101 , 0.33826 , 0.276282 , 0.340403 , 0.271034 , 0.165519 , 0.336532 , 0.201868 , 0.167252 , 0.30612 , 0.261227 , 0.243585 , 0.273019 , 0.272516 , 0.252059 
 946 , 0.275021 , 0.357767 , 0.33699 , 0.352224 , 0.309672 , 0.219767 , 0.266579 , 0.251039 , 0.210605 , 0.219282 , 0.374027 , 0.401766 , 0.334385 , 0.407423 , 0.369424 , 0.18309 , 0.213783 , 0.171848 , 0.282381 , 0.180502 , 0.248855 , 0.375196 , 0.259551 , 0.330503 , 0.299641 , 0.404998 , 0.422411 , 0.417246 , 0.421581 , 0.450286 , 0.342991 , 0.329597 , 0.177144 , 0.171793 , 0.218719 , 0.287454 , 0.254391 , 0.254921 , 0.230786 , 0.268861 , 0.293389 , 0.130972 , 0.338988 , 0.300236 , 0.32786 , 0.240599 , 0.338317 , 0.276353 , 0.340364 , 0.2711 , 0.165437 , 0.335925 , 0.201869 , 0.167228 , 0.305937 , 0.26096 , 0.243596 , 0.273055 , 0.272995 , 0.252027 
 947 , 0.274745 , 0.357633 , 0.335927 , 0.352264 , 0.308873 , 0.219232 , 0.265732 , 0.251236 , 0.210644 , 0.219248 , 0.37324 , 0.401607 , 0.333754 , 0.407091 , 0.369581 , 0.183002 , 0.214336 , 0.172306 , 0.282015 , 0.180371 , 0.249036 , 0.375375 , 0.259758 , 0.329975 , 0.299931 , 0.404749 , 0.421712 , 0.416032 , 0.420383 , 0.449899 , 0.342451 , 0.328983 , 0.177049 , 0.171931 , 0.219008 , 0.287183 , 0.254209 , 0.254187 , 0.230749 , 0.268923 , 0.293173 , 0.130331 , 0.338475 , 0.299964 , 0.327323 , 0.240339 , 0.338159 , 0.276346 , 0.339793 , 0.271314 , 0.16557 , 0.335224 , 0.201871 , 0.167035 , 0.30603 , 0.260913 , 0.243879 , 0.273318 , 0.273454 , 0.251797 
 948 , 0.274357 , 0.357339 , 0.334476 , 0.352689 , 0.308289 , 0.219009 , 0.265543 , 0.251401 , 0.210696 , 0.219767 , 0.373533 , 0.402208 , 0.333761 , 0.407617 , 0.370225 , 0.183292 , 0.215352 , 0.172578 , 0.281807 , 0.180001 , 0.249464 , 0.375836 , 0.260052 , 0.329995 , 0.300484 , 0.405554 , 0.421425 , 0.414849 , 0.41969 , 0.450445 , 0.342171 , 0.328549 , 0.176874 , 0.171831 , 0.21944 , 0.286807 , 0.254125 , 0.253568 , 0.230978 , 0.26944 , 0.293171 , 0.129636 , 0.338291 , 0.299758 , 0.3272 , 0.240202 , 0.337712 , 0.276431 , 0.339115 , 0.27189 , 0.165745 , 0.335049 , 0.20192 , 0.166935 , 0.305991 , 0.261226 , 0.24435 , 0.273904 , 0.273391 , 0.251445 
 949 , 0.273992 , 0.35708 , 0.333096 , 0.353099 , 0.307711 , 0.218859 , 0.26538 , 0.251533 , 0.210782 , 0.220336 , 0.373929 , 0.402813 , 0.333763 , 0.408194 , 0.370927 , 0.183631 , 0.216366 , 0.17288 , 0.281632 , 0.179678 , 0.249898 , 0.37633 , 0.260387 , 0.33011 , 0.301023 , 0.406357 , 0.421155 , 0.413728 , 0.419044 , 0.451002 , 0.341916 , 0.328201 , 0.176752 , 0.171792 , 0.219882 , 0.286472 , 0.254071 , 0.252977 , 0.231245 , 0.26999 , 0.293181 , 0.128985 , 0.338165 , 0.299612 , 0.327097 , 0.240104 , 0.337323 , 0.276541 , 0.338471 , 0.272494 , 0.165952 , 0.334971 , 0.202016 , 0.166898 , 0.305989 , 0.261574 , 0.244829 , 0.274507 , 0.273314 , 0.251167 
 950 , 0.273956 , 0.35735 , 0.332496 , 0.353327 , 0.307249 , 0.219712 , 0.265528 , 0.251242 , 0.211272 , 0.221393 , 0.375605 , 0.403412 , 0.333692 , 0.409351 , 0.372253 , 0.184448 , 0.217217 , 0.173437 , 0.281893 , 0.179824 , 0.250336 , 0.377144 , 0.261237 , 0.33129 , 0.301299 , 0.407053 , 0.421126 , 0.413412 , 0.41904 , 0.451629 , 0.341951 , 0.32897 , 0.177193 , 0.172428 , 0.22034 , 0.286571 , 0.254326 , 0.252716 , 0.231934 , 0.270872 , 0.293389 , 0.128932 , 0.338703 , 0.300224 , 0.32725 , 0.240455 , 0.337639 , 0.276947 , 0.33831 , 0.273399 , 0.16645 , 0.335995 , 0.202642 , 0.167536 , 0.306321 , 0.26234 , 0.245363 , 0.275168 , 0.273143 , 0.251804 
 951 , 0.273902 , 0.356934 , 0.334097 , 0.352725 , 0.306273 , 0.219857 , 0.264667 , 0.250907 , 0.211015 , 0.221986 , 0.375207 , 0.402726 , 0.332777 , 0.408882 , 0.372532 , 0.184893 , 0.217488 , 0.173967 , 0.28175 , 0.179605 , 0.250149 , 0.376495 , 0.261277 , 0.331363 , 0.301071 , 0.405678 , 0.419804 , 0.413183 , 0.417822 , 0.450008 , 0.34134 , 0.329262 , 0.1774 , 0.173153 , 0.220179 , 0.286619 , 0.254471 , 0.252064 , 0.232034 , 0.270376 , 0.292846 , 0.12895 , 0.337891 , 0.300897 , 0.326544 , 0.24075 , 0.337077 , 0.276249 , 0.3377 , 0.273329 , 0.166844 , 0.335909 , 0.202888 , 0.167723 , 0.306153 , 0.262244 , 0.245133 , 0.27501 , 0.27329 , 0.252064 
 952 , 0.273847 , 0.356507 , 0.335731 , 0.352114 , 0.305291 , 0.219995 , 0.2638 , 0.250567 , 0.210751 , 0.222571 , 0.374783 , 0.402031 , 0.331862 , 0.408405 , 0.372802 , 0.185337 , 0.217758 , 0.174493 , 0.281607 , 0.179383 , 0.249961 , 0.375836 , 0.261312 , 0.331431 , 0.300838 , 0.40429 , 0.418479 , 0.412956 , 0.416601 , 0.448373 , 0.340725 , 0.329554 , 0.17761 , 0.173888 , 0.220012 , 0.286666 , 0.254621 , 0.251407 , 0.232127 , 0.269869 , 0.292303 , 0.12897 , 0.337068 , 0.301575 , 0.325827 , 0.241049 , 0.336517 , 0.275544 , 0.337085 , 0.273247 , 0.167235 , 0.335813 , 0.203133 , 0.167901 , 0.305979 , 0.262136 , 0.244902 , 0.27484 , 0.273438 , 0.252324 
 953 , 0.273712 , 0.357082 , 0.337148 , 0.351641 , 0.305304 , 0.220079 , 0.263815 , 0.250285 , 0.21064 , 0.223033 , 0.374301 , 0.401052 , 0.331789 , 0.406759 , 0.37238 , 0.185706 , 0.218164 , 0.174439 , 0.281709 , 0.180113 , 0.250513 , 0.375155 , 0.261508 , 0.331653 , 0.301088 , 0.403059 , 0.417319 , 0.412879 , 0.41548 , 0.446991 , 0.340249 , 0.329509 , 0.178301 , 0.174537 , 0.219802 , 0.286557 , 0.255143 , 0.251204 , 0.232592 , 0.269141 , 0.292057 , 0.129266 , 0.336043 , 0.301997 , 0.325146 , 0.24139 , 0.336201 , 0.27487 , 0.336827 , 0.273314 , 0.167589 , 0.335728 , 0.203447 , 0.168438 , 0.305343 , 0.26196 , 0.244948 , 0.27456 , 0.273712 , 0.252494 
 954 , 0.273602 , 0.358472 , 0.337268 , 0.351632 , 0.306223 , 0.219994 , 0.264261 , 0.250217 , 0.210865 , 0.22356 , 0.373777 , 0.399906 , 0.332804 , 0.405322 , 0.371297 , 0.186002 , 0.218607 , 0.17422 , 0.281953 , 0.181201 , 0.251441 , 0.375636 , 0.262211 , 0.332054 , 0.301449 , 0.402326 , 0.416875 , 0.412498 , 0.415461 , 0.446251 , 0.339867 , 0.329379 , 0.179255 , 0.175145 , 0.219749 , 0.286308 , 0.255578 , 0.251327 , 0.233309 , 0.268872 , 0.291777 , 0.12942 , 0.335316 , 0.302135 , 0.324382 , 0.241616 , 0.336534 , 0.274879 , 0.336958 , 0.273569 , 0.167957 , 0.335941 , 0.203737 , 0.169159 , 0.304902 , 0.262075 , 0.245003 , 0.274662 , 0.273411 , 0.252501 
 955 , 0.273506 , 0.360102 , 0.336825 , 0.35181 , 0.307426 , 0.219845 , 0.264789 , 0.250239 , 0.211226 , 0.224133 , 0.373248 , 0.398724 , 0.334208 , 0.404127 , 0.37001 , 0.186273 , 0.219051 , 0.174003 , 0.282228 , 0.182328 , 0.252438 , 0.376638 , 0.26313 , 0.33251 , 0.301805 , 0.401798 , 0.416734 , 0.411973 , 0.415923 , 0.445768 , 0.339507 , 0.329256 , 0.180266 , 0.175733 , 0.21978 , 0.286015 , 0.25592 , 0.25154 , 0.23409 , 0.268832 , 0.291445 , 0.129478 , 0.334757 , 0.302175 , 0.323586 , 0.241784 , 0.337119 , 0.275193 , 0.337217 , 0.273892 , 0.168333 , 0.336286 , 0.204006 , 0.169917 , 0.304602 , 0.262324 , 0.245032 , 0.274948 , 0.272847 , 0.252443 
 956 , 0.273759 , 0.360596 , 0.336339 , 0.352063 , 0.308368 , 0.219912 , 0.264753 , 0.250616 , 0.21145 , 0.224214 , 0.372795 , 0.397622 , 0.335128 , 0.403547 , 0.368966 , 0.186319 , 0.219385 , 0.173799 , 0.282351 , 0.183598 , 0.253255 , 0.377629 , 0.263874 , 0.332526 , 0.301959 , 0.40138 , 0.4168 , 0.41132 , 0.416311 , 0.445353 , 0.338974 , 0.329116 , 0.181354 , 0.176108 , 0.220015 , 0.285751 , 0.255987 , 0.25155 , 0.234631 , 0.268963 , 0.291058 , 0.129506 , 0.334552 , 0.302431 , 0.323353 , 0.242056 , 0.337523 , 0.275334 , 0.33729 , 0.274291 , 0.168824 , 0.336361 , 0.204422 , 0.170513 , 0.304365 , 0.262766 , 0.244961 , 0.275274 , 0.272472 , 0.252185 
 957 , 0.274377 , 0.359753 , 0.336105 , 0.352799 , 0.308794 , 0.2206 , 0.264388 , 0.251239 , 0.211733 , 0.223765 , 0.372896 , 0.396983 , 0.335271 , 0.403931 , 0.368658 , 0.186231 , 0.2197 , 0.173727 , 0.282371 , 0.185142 , 0.254009 , 0.378306 , 0.264475 , 0.332263 , 0.301954 , 0.40114 , 0.416945 , 0.41069 , 0.416321 , 0.445026 , 0.338436 , 0.329011 , 0.182589 , 0.17628 , 0.220567 , 0.285206 , 0.255916 , 0.251445 , 0.234914 , 0.269288 , 0.291081 , 0.129619 , 0.334783 , 0.303173 , 0.32404 , 0.24273 , 0.337704 , 0.275157 , 0.337303 , 0.274876 , 0.169478 , 0.336295 , 0.205153 , 0.171066 , 0.304306 , 0.26325 , 0.244995 , 0.275483 , 0.272697 , 0.251933 
 958 , 0.274995 , 0.358656 , 0.336363 , 0.354204 , 0.30882 , 0.221924 , 0.264446 , 0.251693 , 0.212346 , 0.22327 , 0.373782 , 0.396976 , 0.334978 , 0.404838 , 0.369167 , 0.186313 , 0.220159 , 0.173836 , 0.282455 , 0.186921 , 0.254977 , 0.378484 , 0.26513 , 0.33228 , 0.30205 , 0.401004 , 0.416874 , 0.410327 , 0.415837 , 0.444727 , 0.338171 , 0.329017 , 0.183924 , 0.176502 , 0.221288 , 0.284182 , 0.256101 , 0.251519 , 0.235171 , 0.269653 , 0.291886 , 0.129907 , 0.335125 , 0.304357 , 0.325293 , 0.243874 , 0.337807 , 0.27474 , 0.337503 , 0.275641 , 0.170204 , 0.33645 , 0.206151 , 0.171806 , 0.304438 , 0.263507 , 0.245335 , 0.27543 , 0.273589 , 0.25204 
 959 , 0.27553 , 0.357593 , 0.336592 , 0.355447 , 0.308968 , 0.223129 , 0.26456 , 0.252106 , 0.213153 , 0.223069 , 0.374589 , 0.397329 , 0.334729 , 0.405805 , 0.369791 , 0.186545 , 0.220624 , 0.174129 , 0.282523 , 0.188224 , 0.255975 , 0.378784 , 0.265842 , 0.332463 , 0.302247 , 0.400996 , 0.41684 , 0.410108 , 0.415471 , 0.444508 , 0.338125 , 0.329105 , 0.18517 , 0.17683 , 0.221993 , 0.283273 , 0.256382 , 0.251666 , 0.235414 , 0.270102 , 0.29283 , 0.130204 , 0.335538 , 0.305507 , 0.326518 , 0.245048 , 0.337956 , 0.274443 , 0.337782 , 0.276383 , 0.170961 , 0.336766 , 0.207165 , 0.172537 , 0.304659 , 0.263777 , 0.245781 , 0.275481 , 0.274541 , 0.25234 
 960 , 0.275717 , 0.356696 , 0.336674 , 0.355949 , 0.309634 , 0.223788 , 0.264901 , 0.252383 , 0.214793 , 0.224016 , 0.37505 , 0.399164 , 0.334674 , 0.407038 , 0.370937 , 0.187395 , 0.221165 , 0.175192 , 0.282485 , 0.187579 , 0.257092 , 0.379597 , 0.266808 , 0.333265 , 0.302882 , 0.401554 , 0.416905 , 0.4105 , 0.415594 , 0.444672 , 0.338923 , 0.32957 , 0.186073 , 0.177603 , 0.222645 , 0.282946 , 0.257087 , 0.252085 , 0.235628 , 0.270965 , 0.294352 , 0.130535 , 0.336246 , 0.306539 , 0.327678 , 0.246293 , 0.338294 , 0.274682 , 0.33837 , 0.277018 , 0.171816 , 0.337736 , 0.208252 , 0.173257 , 0.30525 , 0.264169 , 0.246629 , 0.275972 , 0.275744 , 0.253467 
 961 , 0.275752 , 0.356426 , 0.336302 , 0.355161 , 0.31068 , 0.223774 , 0.264999 , 0.252974 , 0.216169 , 0.224714 , 0.375094 , 0.400934 , 0.33469 , 0.408094 , 0.371989 , 0.188332 , 0.221804 , 0.176177 , 0.282305 , 0.186719 , 0.258007 , 0.380175 , 0.267425 , 0.333572 , 0.303888 , 0.402313 , 0.416823 , 0.411058 , 0.41596 , 0.445334 , 0.339293 , 0.330418 , 0.186497 , 0.178452 , 0.223194 , 0.284357 , 0.257914 , 0.252176 , 0.236021 , 0.272121 , 0.295149 , 0.130735 , 0.336726 , 0.307384 , 0.328496 , 0.246634 , 0.338593 , 0.275492 , 0.338593 , 0.277408 , 0.172263 , 0.338571 , 0.209155 , 0.173664 , 0.305539 , 0.265151 , 0.247128 , 0.27693 , 0.276702 , 0.254831 
 962 , 0.275785 , 0.356163 , 0.335939 , 0.354396 , 0.311697 , 0.22376 , 0.265099 , 0.253544 , 0.217517 , 0.225397 , 0.375136 , 0.402657 , 0.33471 , 0.409123 , 0.373021 , 0.189251 , 0.222428 , 0.177141 , 0.282126 , 0.185879 , 0.2589 , 0.380737 , 0.26803 , 0.333867 , 0.304867 , 0.403054 , 0.416742 , 0.411603 , 0.416317 , 0.445981 , 0.339653 , 0.331241 , 0.186913 , 0.179278 , 0.223722 , 0.285742 , 0.258721 , 0.25226 , 0.236409 , 0.273245 , 0.295927 , 0.130929 , 0.33719 , 0.308211 , 0.329294 , 0.246958 , 0.338892 , 0.276285 , 0.338816 , 0.277786 , 0.172693 , 0.339382 , 0.210035 , 0.174063 , 0.305819 , 0.266111 , 0.247605 , 0.277868 , 0.277634 , 0.256165 
 963 , 0.274798 , 0.357079 , 0.336083 , 0.354699 , 0.311552 , 0.224131 , 0.265857 , 0.254411 , 0.217641 , 0.225689 , 0.374607 , 0.403569 , 0.335293 , 0.409417 , 0.374383 , 0.190186 , 0.223053 , 0.177755 , 0.282617 , 0.186168 , 0.259247 , 0.381152 , 0.268634 , 0.334117 , 0.305933 , 0.403678 , 0.416621 , 0.412058 , 0.416686 , 0.446536 , 0.33978 , 0.331933 , 0.187404 , 0.180478 , 0.224687 , 0.287191 , 0.25947 , 0.252468 , 0.23696 , 0.273976 , 0.296393 , 0.13059 , 0.337809 , 0.309271 , 0.330104 , 0.246941 , 0.339311 , 0.277199 , 0.33881 , 0.278196 , 0.172566 , 0.340618 , 0.211297 , 0.174766 , 0.306336 , 0.266968 , 0.247997 , 0.278697 , 0.278223 , 0.257063 
 964 , 0.273997 , 0.357667 , 0.336779 , 0.354953 , 0.311193 , 0.224743 , 0.266611 , 0.255235 , 0.217488 , 0.226651 , 0.373594 , 0.404511 , 0.33588 , 0.408774 , 0.375202 , 0.190725 , 0.223261 , 0.178111 , 0.283383 , 0.186386 , 0.25934 , 0.381607 , 0.269184 , 0.334534 , 0.306391 , 0.404255 , 0.416618 , 0.412426 , 0.416945 , 0.446003 , 0.339935 , 0.33207 , 0.187808 , 0.181453 , 0.225523 , 0.288022 , 0.260005 , 0.252591 , 0.237247 , 0.273893 , 0.296116 , 0.130329 , 0.338382 , 0.309765 , 0.330958 , 0.247468 , 0.339794 , 0.277507 , 0.338655 , 0.278287 , 0.172644 , 0.341625 , 0.212272 , 0.175429 , 0.306478 , 0.267347 , 0.248465 , 0.278963 , 0.278744 , 0.257279 
 965 , 0.273293 , 0.358114 , 0.337599 , 0.355151 , 0.310815 , 0.225399 , 0.267329 , 0.256013 , 0.217302 , 0.227799 , 0.372491 , 0.405479 , 0.336442 , 0.407918 , 0.375846 , 0.191145 , 0.223353 , 0.17841 , 0.284183 , 0.186546 , 0.25938 , 0.382072 , 0.269708 , 0.334985 , 0.306673 , 0.404819 , 0.416647 , 0.412774 , 0.417166 , 0.445194 , 0.340109 , 0.332055 , 0.188177 , 0.182333 , 0.226288 , 0.288663 , 0.260476 , 0.252679 , 0.237451 , 0.273609 , 0.295652 , 0.130113 , 0.33893 , 0.310089 , 0.33181 , 0.248145 , 0.340283 , 0.277647 , 0.338472 , 0.278285 , 0.172801 , 0.342542 , 0.213144 , 0.176059 , 0.306515 , 0.267591 , 0.248947 , 0.279071 , 0.279251 , 0.257328 
 966 , 0.272935 , 0.358582 , 0.338631 , 0.355391 , 0.311071 , 0.226213 , 0.267644 , 0.256493 , 0.217419 , 0.228587 , 0.37225 , 0.405814 , 0.336893 , 0.407508 , 0.376148 , 0.191706 , 0.223603 , 0.178888 , 0.285002 , 0.187024 , 0.259694 , 0.382787 , 0.269941 , 0.335457 , 0.306712 , 0.405156 , 0.416718 , 0.412957 , 0.417321 , 0.444723 , 0.339947 , 0.332365 , 0.188548 , 0.183181 , 0.227052 , 0.289552 , 0.261054 , 0.25288 , 0.237902 , 0.27368 , 0.295188 , 0.130006 , 0.339086 , 0.310369 , 0.332644 , 0.249113 , 0.340885 , 0.277759 , 0.338395 , 0.278291 , 0.173323 , 0.343187 , 0.213493 , 0.17641 , 0.306696 , 0.267743 , 0.249634 , 0.279168 , 0.279442 , 0.257693 
 967 , 0.272596 , 0.359007 , 0.339511 , 0.355788 , 0.31154 , 0.227026 , 0.267649 , 0.256489 , 0.217628 , 0.228716 , 0.372533 , 0.405039 , 0.337166 , 0.407609 , 0.376204 , 0.19238 , 0.224016 , 0.179504 , 0.285643 , 0.187725 , 0.260225 , 0.38344 , 0.269877 , 0.335785 , 0.306598 , 0.405022 , 0.416551 , 0.412759 , 0.417233 , 0.444803 , 0.339533 , 0.332852 , 0.18904 , 0.184088 , 0.227841 , 0.290392 , 0.261518 , 0.253171 , 0.238522 , 0.274219 , 0.295135 , 0.129807 , 0.339026 , 0.310962 , 0.33321 , 0.249847 , 0.341371 , 0.277906 , 0.338267 , 0.278473 , 0.17399 , 0.343462 , 0.213561 , 0.176747 , 0.306934 , 0.26783 , 0.250469 , 0.279375 , 0.279227 , 0.258217 
 968 , 0.272034 , 0.359351 , 0.340054 , 0.356331 , 0.311779 , 0.227707 , 0.267589 , 0.25618 , 0.217712 , 0.228356 , 0.372773 , 0.403507 , 0.337314 , 0.407958 , 0.376223 , 0.193073 , 0.224478 , 0.180124 , 0.286051 , 0.188436 , 0.26079 , 0.383819 , 0.269691 , 0.33595 , 0.306481 , 0.404525 , 0.416094 , 0.412265 , 0.416924 , 0.44526 , 0.33908 , 0.333298 , 0.189652 , 0.185075 , 0.228659 , 0.290991 , 0.261769 , 0.253485 , 0.239144 , 0.275016 , 0.295551 , 0.129432 , 0.338992 , 0.311927 , 0.33348 , 0.250107 , 0.341632 , 0.278113 , 0.337991 , 0.278828 , 0.174535 , 0.343519 , 0.21368 , 0.177252 , 0.307136 , 0.267919 , 0.251323 , 0.279708 , 0.278778 , 0.258672 
