NANT_00009_NANT_REF.spu,NANT_00008_NANT_REF.spu,NANT_00007_NANT_REF.spu,NANT_00006_NANT_REF.spu,NANT_00005_NANT_REF.spu,
Wavelength,NANT_00010_B3_CT.spu,NANT_00011_B3_CT.spu,NANT_00012_B3_CT.spu,NANT_00013_B3_CT.spu,NANT_00014_B3_CT.spu,NANT_00015_B3_CT-old.spu,NANT_00016_B3_CT-old.spu,NANT_00017_B3_CT-old.spu,NANT_00018_B3_CT-old.spu,NANT_00019_B3_CT-old.spu,NANT_00020_B3_N.spu,NANT_00021_B3_N.spu,NANT_00022_B3_N.spu,NANT_00023_B3_N.spu,NANT_00024_B3_N.spu,NANT_00025_B3_N-old.spu,NANT_00026_B3_N-old.spu,NANT_00027_B3_N-old.spu,NANT_00028_B3_N-old.spu,NANT_00029_B3_N-old.spu,NANT_00030_B3_NP.spu,NANT_00031_B3_NP.spu,NANT_00032_B3_NP.spu,NANT_00033_B3_NP.spu,NANT_00034_B3_NP.spu,NANT_00035_B3_NP-old.spu,NANT_00036_B3_NP-old.spu,NANT_00037_B3_NP-old.spu,NANT_00038_B3_NP-old.spu,NANT_00039_B3_NP-old.spu,NANT_00040_B3_P.spu,NANT_00041_B3_P.spu,NANT_00042_B3_P.spu,NANT_00043_B3_P.spu,NANT_00044_B3_P.spu,NANT_00045_B3_P-old.spu,NANT_00046_B3_P-old.spu,NANT_00047_B3_P-old.spu,NANT_00048_B3_P-old.spu,NANT_00049_B3_P-old.spu,NANT_00050_B2_P.spu,NANT_00051_B2_P.spu,NANT_00052_B2_P.spu,NANT_00053_B2_P.spu,NANT_00054_B2_P.spu,NANT_00055_B2_NP.spu,NANT_00056_B2_NP.spu,NANT_00057_B2_NP.spu,NANT_00058_B2_NP.spu,NANT_00059_B2_NP.spu,NANT_00060_B2_CT.spu,NANT_00061_B2_CT.spu,NANT_00062_B2_CT.spu,NANT_00063_B2_CT.spu,NANT_00064_B2_CT.spu,NANT_00065_B2_N.spu,NANT_00066_B2_N.spu,NANT_00067_B2_N.spu,NANT_00068_B2_N.spu,NANT_00069_B2_N.spu,NANT_00070_B1_P.spu,NANT_00071_B1_P.spu,NANT_00072_B1_P.spu,NANT_00073_B1_P.spu,NANT_00074_B1_P.spu,NANT_00075_B1_CT.spu,NANT_00076_B1_CT.spu,NANT_00077_B1_CT.spu,NANT_00078_B1_CT.spu,NANT_00079_B1_CT.spu,NANT_00080_B1_NP.spu,NANT_00081_B1_NP.spu,NANT_00082_B1_NP.spu,NANT_00083_B1_NP.spu,NANT_00084_B1_NP.spu,NANT_00085_B1_N.spu,NANT_00086_B1_N.spu,NANT_00087_B1_N.spu,NANT_00088_B1_N.spu,NANT_00089_B1_N.spu
 434 , 0.086703 , 0.083076 , 0.068481 , 0.084488 , 0.075152 , 0.082394 , 0.072876 , 0.085827 , 0.087312 , 0.078402 , 0.100482 , 0.094274 , 0.114249 , 0.109246 , 0.089771 , 0.079327 , 0.071111 , 0.110086 , 0.102052 , 0.094104 , 0.095285 , 0.100202 , 0.095053 , 0.096502 , 0.079948 , 0.089807 , 0.107238 , 0.125156 , 0.09044 , 0.082419 , 0.068518 , 0.078183 , 0.053412 , 0.074178 , 0.062322 , 0.081883 , 0.084476 , 0.07912 , 0.090964 , 0.077939 , 0.0882 , 0.063722 , 0.074494 , 0.073119 , 0.05542 , 0.112411 , 0.078998 , 0.099861 , 0.108224 , 0.097865 , 0.064708 , 0.076929 , 0.049663 , 0.068664 , 0.057161 , 0.091986 , 0.074762 , 0.07884 , 0.085973 , 0.083368 , 0.067982 , 0.064355 , 0.103452 , 0.068323 , 0.063588 , 0.097488 , 0.099046 , 0.084902 , 0.093909 , 0.084622 , 0.101505 , 0.11061 , 0.097184 , 0.114249 , 0.09963 , 0.111182 , 0.083587 , 0.085194 , 0.070538 , 0.083867 
 435 , 0.08727 , 0.083473 , 0.068735 , 0.08497 , 0.075575 , 0.082718 , 0.073177 , 0.086175 , 0.087757 , 0.078727 , 0.101046 , 0.094742 , 0.114895 , 0.109735 , 0.09013 , 0.079834 , 0.071461 , 0.110782 , 0.102397 , 0.09456 , 0.095752 , 0.100754 , 0.09557 , 0.097103 , 0.080503 , 0.090446 , 0.108068 , 0.126286 , 0.091103 , 0.083059 , 0.068906 , 0.078483 , 0.053681 , 0.074613 , 0.062772 , 0.082207 , 0.085006 , 0.079493 , 0.09159 , 0.078228 , 0.088609 , 0.06405 , 0.074857 , 0.073457 , 0.055689 , 0.113216 , 0.079506 , 0.100559 , 0.109103 , 0.098515 , 0.065145 , 0.077607 , 0.049848 , 0.069112 , 0.057454 , 0.092174 , 0.075064 , 0.079384 , 0.086552 , 0.083874 , 0.068455 , 0.06467 , 0.103979 , 0.068638 , 0.063965 , 0.097967 , 0.099403 , 0.08525 , 0.094365 , 0.085091 , 0.102653 , 0.111463 , 0.097931 , 0.115163 , 0.100401 , 0.112218 , 0.084069 , 0.085554 , 0.071011 , 0.084495 
 436 , 0.087815 , 0.08386 , 0.068987 , 0.08543 , 0.075985 , 0.083032 , 0.073466 , 0.086513 , 0.088193 , 0.079028 , 0.101593 , 0.095203 , 0.115505 , 0.110223 , 0.090481 , 0.08033 , 0.071798 , 0.111464 , 0.102737 , 0.094996 , 0.096214 , 0.101301 , 0.09608 , 0.097698 , 0.081048 , 0.091065 , 0.108872 , 0.127384 , 0.091735 , 0.083677 , 0.069266 , 0.078784 , 0.053943 , 0.075036 , 0.063193 , 0.082521 , 0.085527 , 0.079855 , 0.092185 , 0.078504 , 0.08902 , 0.064349 , 0.075206 , 0.073782 , 0.055951 , 0.113996 , 0.080001 , 0.101228 , 0.109943 , 0.099159 , 0.065554 , 0.078261 , 0.050024 , 0.069559 , 0.057752 , 0.092367 , 0.075352 , 0.079916 , 0.087097 , 0.084347 , 0.068913 , 0.06497 , 0.104502 , 0.068938 , 0.064337 , 0.098441 , 0.099743 , 0.085576 , 0.094826 , 0.085564 , 0.103748 , 0.112292 , 0.098648 , 0.116028 , 0.101143 , 0.113217 , 0.084541 , 0.085905 , 0.071457 , 0.085113 
 437 , 0.088434 , 0.084325 , 0.069353 , 0.085947 , 0.076473 , 0.083448 , 0.073779 , 0.08691 , 0.088678 , 0.079351 , 0.102139 , 0.095738 , 0.116161 , 0.110808 , 0.090934 , 0.080826 , 0.07212 , 0.112284 , 0.103115 , 0.095506 , 0.096774 , 0.101968 , 0.096628 , 0.098323 , 0.081643 , 0.09169 , 0.109711 , 0.1285 , 0.092446 , 0.084435 , 0.069657 , 0.079131 , 0.054234 , 0.075437 , 0.063585 , 0.082899 , 0.086081 , 0.080229 , 0.092885 , 0.078851 , 0.089446 , 0.064683 , 0.075632 , 0.074096 , 0.056245 , 0.114856 , 0.080594 , 0.102042 , 0.110869 , 0.099835 , 0.066024 , 0.079046 , 0.050271 , 0.070121 , 0.058172 , 0.092653 , 0.075681 , 0.080521 , 0.087691 , 0.084886 , 0.069438 , 0.065305 , 0.105151 , 0.069316 , 0.064744 , 0.099067 , 0.100152 , 0.086008 , 0.095409 , 0.086142 , 0.104919 , 0.113235 , 0.09942 , 0.116966 , 0.101932 , 0.114283 , 0.084996 , 0.086349 , 0.071938 , 0.085752 
 438 , 0.089026 , 0.084764 , 0.069707 , 0.086437 , 0.076936 , 0.083848 , 0.074067 , 0.087292 , 0.089161 , 0.07966 , 0.102667 , 0.096244 , 0.116797 , 0.111375 , 0.091371 , 0.081308 , 0.07243 , 0.11306 , 0.103486 , 0.095987 , 0.097318 , 0.102619 , 0.09716 , 0.09893 , 0.082224 , 0.092287 , 0.110532 , 0.129583 , 0.093142 , 0.085155 , 0.070024 , 0.079464 , 0.054527 , 0.075825 , 0.063967 , 0.08325 , 0.086633 , 0.0806 , 0.093557 , 0.079196 , 0.089869 , 0.065017 , 0.076033 , 0.074396 , 0.05653 , 0.115686 , 0.081162 , 0.102838 , 0.111765 , 0.100494 , 0.066483 , 0.079806 , 0.050509 , 0.070647 , 0.058557 , 0.092934 , 0.076008 , 0.081113 , 0.088269 , 0.085412 , 0.069939 , 0.065616 , 0.105769 , 0.069682 , 0.065139 , 0.099663 , 0.100542 , 0.086425 , 0.095975 , 0.086706 , 0.10605 , 0.114147 , 0.100164 , 0.117859 , 0.102692 , 0.115307 , 0.085436 , 0.086792 , 0.072406 , 0.086376 
 439 , 0.089603 , 0.0852 , 0.070058 , 0.086925 , 0.077384 , 0.084234 , 0.074351 , 0.087658 , 0.089615 , 0.079953 , 0.103179 , 0.096734 , 0.117404 , 0.111912 , 0.091805 , 0.081775 , 0.072725 , 0.11382 , 0.10384 , 0.096452 , 0.097847 , 0.10324 , 0.097663 , 0.09951 , 0.082778 , 0.092869 , 0.111313 , 0.130625 , 0.09381 , 0.08586 , 0.070388 , 0.079782 , 0.054806 , 0.076198 , 0.064334 , 0.083598 , 0.087145 , 0.080956 , 0.094214 , 0.079513 , 0.090276 , 0.065325 , 0.07643 , 0.074694 , 0.0568 , 0.116486 , 0.081714 , 0.103607 , 0.112634 , 0.101137 , 0.066915 , 0.08054 , 0.050733 , 0.071171 , 0.05894 , 0.093199 , 0.07632 , 0.08169 , 0.08882 , 0.085909 , 0.070425 , 0.065924 , 0.106384 , 0.070034 , 0.065521 , 0.100244 , 0.100929 , 0.086827 , 0.096526 , 0.087255 , 0.107142 , 0.115031 , 0.10088 , 0.118737 , 0.103424 , 0.116303 , 0.08586 , 0.087218 , 0.072859 , 0.086986 
 440 , 0.090245 , 0.085685 , 0.070448 , 0.087512 , 0.077889 , 0.08468 , 0.07469 , 0.088063 , 0.090123 , 0.080304 , 0.103766 , 0.097282 , 0.118084 , 0.112519 , 0.092243 , 0.082314 , 0.073096 , 0.114603 , 0.104244 , 0.096975 , 0.098397 , 0.103926 , 0.098262 , 0.100175 , 0.083418 , 0.093494 , 0.112224 , 0.131801 , 0.094511 , 0.086617 , 0.070804 , 0.080181 , 0.055174 , 0.076639 , 0.064834 , 0.084006 , 0.087745 , 0.081432 , 0.094977 , 0.079875 , 0.090748 , 0.065704 , 0.076835 , 0.075057 , 0.057136 , 0.117397 , 0.082302 , 0.104379 , 0.113524 , 0.101805 , 0.067457 , 0.08137 , 0.050982 , 0.071711 , 0.059342 , 0.093494 , 0.076651 , 0.082302 , 0.089387 , 0.086494 , 0.070963 , 0.066317 , 0.107002 , 0.070411 , 0.065974 , 0.10091 , 0.101364 , 0.087303 , 0.097184 , 0.087892 , 0.10829 , 0.115963 , 0.101658 , 0.11969 , 0.104232 , 0.117336 , 0.086396 , 0.087659 , 0.073415 , 0.087659 
 441 , 0.090889 , 0.086174 , 0.070862 , 0.088114 , 0.078401 , 0.08513 , 0.075037 , 0.088495 , 0.090631 , 0.080661 , 0.104359 , 0.097839 , 0.118775 , 0.113126 , 0.092682 , 0.082871 , 0.07349 , 0.115373 , 0.104641 , 0.09752 , 0.098932 , 0.104629 , 0.098895 , 0.10086 , 0.084086 , 0.094143 , 0.113163 , 0.133018 , 0.095223 , 0.087402 , 0.071243 , 0.080611 , 0.055562 , 0.077112 , 0.065373 , 0.084443 , 0.08836 , 0.08195 , 0.095776 , 0.080243 , 0.091245 , 0.06611 , 0.077247 , 0.07543 , 0.057466 , 0.118333 , 0.082895 , 0.105145 , 0.114416 , 0.10248 , 0.068026 , 0.082232 , 0.051228 , 0.072262 , 0.05975 , 0.093787 , 0.076977 , 0.082908 , 0.089944 , 0.087107 , 0.0715 , 0.066749 , 0.107625 , 0.070788 , 0.066454 , 0.101596 , 0.10183 , 0.087819 , 0.097863 , 0.088568 , 0.109443 , 0.11692 , 0.102456 , 0.120666 , 0.105047 , 0.118369 , 0.08696 , 0.088114 , 0.073981 , 0.088335 
 442 , 0.091531 , 0.08666 , 0.071262 , 0.088714 , 0.078912 , 0.085578 , 0.07537 , 0.088899 , 0.091125 , 0.081015 , 0.104949 , 0.098381 , 0.11945 , 0.113719 , 0.093117 , 0.083413 , 0.073881 , 0.116129 , 0.105048 , 0.098062 , 0.099464 , 0.105318 , 0.099513 , 0.10153 , 0.084729 , 0.094765 , 0.114088 , 0.134209 , 0.095909 , 0.088173 , 0.07168 , 0.081027 , 0.055937 , 0.077583 , 0.065911 , 0.084877 , 0.088973 , 0.082454 , 0.096549 , 0.080597 , 0.091728 , 0.066502 , 0.077657 , 0.0758 , 0.057806 , 0.119253 , 0.083475 , 0.105884 , 0.115281 , 0.103129 , 0.06858 , 0.083069 , 0.051472 , 0.072799 , 0.060131 , 0.094077 , 0.077301 , 0.083512 , 0.090498 , 0.087706 , 0.072024 , 0.067166 , 0.108221 , 0.071151 , 0.06692 , 0.102268 , 0.102293 , 0.088308 , 0.098541 , 0.089219 , 0.11057 , 0.117839 , 0.103227 , 0.121627 , 0.105835 , 0.119388 , 0.087521 , 0.088567 , 0.074546 , 0.089009 
 443 , 0.09215 , 0.087126 , 0.071647 , 0.089269 , 0.079405 , 0.086005 , 0.075686 , 0.089293 , 0.091633 , 0.08135 , 0.105512 , 0.098887 , 0.120105 , 0.114304 , 0.09353 , 0.083949 , 0.074245 , 0.116866 , 0.105413 , 0.098554 , 0.099995 , 0.105943 , 0.100093 , 0.102175 , 0.08534 , 0.095377 , 0.114969 , 0.13535 , 0.096596 , 0.088875 , 0.072102 , 0.081424 , 0.05629 , 0.078026 , 0.066401 , 0.085279 , 0.089552 , 0.082902 , 0.097298 , 0.080956 , 0.092187 , 0.066881 , 0.07805 , 0.076141 , 0.058125 , 0.120129 , 0.084023 , 0.10662 , 0.116152 , 0.103788 , 0.069097 , 0.0839 , 0.051697 , 0.073334 , 0.060539 , 0.094367 , 0.077619 , 0.084084 , 0.091054 , 0.088296 , 0.07257 , 0.067546 , 0.108837 , 0.071523 , 0.067361 , 0.102876 , 0.102729 , 0.088789 , 0.099194 , 0.089848 , 0.111669 , 0.118738 , 0.103985 , 0.122555 , 0.106595 , 0.1204 , 0.088025 , 0.088998 , 0.07507 , 0.089651 
 444 , 0.092763 , 0.087591 , 0.072016 , 0.089783 , 0.079896 , 0.086409 , 0.075956 , 0.08966 , 0.092172 , 0.081681 , 0.106073 , 0.099325 , 0.120737 , 0.114901 , 0.093969 , 0.084464 , 0.074614 , 0.117572 , 0.105728 , 0.099017 , 0.100544 , 0.106503 , 0.100643 , 0.10276 , 0.08588 , 0.095976 , 0.11575 , 0.136411 , 0.097244 , 0.0895 , 0.072521 , 0.08178 , 0.056613 , 0.078468 , 0.06682 , 0.085634 , 0.090128 , 0.083282 , 0.097996 , 0.081324 , 0.092627 , 0.067251 , 0.078431 , 0.076436 , 0.058411 , 0.120983 , 0.08455 , 0.107341 , 0.117068 , 0.10446 , 0.069578 , 0.084747 , 0.051897 , 0.073888 , 0.060984 , 0.094659 , 0.077975 , 0.084612 , 0.091667 , 0.088897 , 0.073149 , 0.067916 , 0.109471 , 0.071905 , 0.067756 , 0.103425 , 0.103154 , 0.089229 , 0.099818 , 0.090436 , 0.112771 , 0.119616 , 0.10473 , 0.123458 , 0.107341 , 0.121463 , 0.088503 , 0.089438 , 0.075562 , 0.090276 
 445 , 0.093375 , 0.088032 , 0.072373 , 0.090297 , 0.080387 , 0.086801 , 0.076226 , 0.090014 , 0.092698 , 0.082012 , 0.106621 , 0.099764 , 0.121344 , 0.115472 , 0.094384 , 0.084967 , 0.074958 , 0.118279 , 0.106042 , 0.099481 , 0.101069 , 0.107039 , 0.101192 , 0.103334 , 0.086407 , 0.096551 , 0.116531 , 0.137446 , 0.097893 , 0.0901 , 0.072927 , 0.082123 , 0.056911 , 0.078885 , 0.067227 , 0.085988 , 0.090691 , 0.08365 , 0.098668 , 0.08168 , 0.093042 , 0.067609 , 0.078811 , 0.076743 , 0.058709 , 0.121812 , 0.085078 , 0.108061 , 0.117959 , 0.105107 , 0.070046 , 0.08557 , 0.05211 , 0.074417 , 0.061417 , 0.09495 , 0.078307 , 0.085127 , 0.092267 , 0.089472 , 0.073715 , 0.068274 , 0.110092 , 0.072287 , 0.068151 , 0.103962 , 0.103568 , 0.089657 , 0.100441 , 0.091011 , 0.113847 , 0.12047 , 0.105451 , 0.124336 , 0.108073 , 0.122501 , 0.088955 , 0.089879 , 0.076054 , 0.0909 
 446 , 0.093963 , 0.088473 , 0.072731 , 0.090787 , 0.080854 , 0.087181 , 0.076497 , 0.090369 , 0.093212 , 0.082331 , 0.107157 , 0.100191 , 0.12194 , 0.116044 , 0.094787 , 0.085458 , 0.075303 , 0.118961 , 0.106345 , 0.09992 , 0.101582 , 0.107564 , 0.101717 , 0.103908 , 0.086935 , 0.097114 , 0.117287 , 0.13847 , 0.098517 , 0.090689 , 0.073334 , 0.082467 , 0.05721 , 0.079303 , 0.067623 , 0.086344 , 0.09123 , 0.084017 , 0.099329 , 0.082036 , 0.093458 , 0.067955 , 0.07918 , 0.077026 , 0.058982 , 0.122617 , 0.085581 , 0.108757 , 0.118838 , 0.105754 , 0.070515 , 0.086381 , 0.052299 , 0.074946 , 0.061838 , 0.09523 , 0.078651 , 0.085642 , 0.092855 , 0.090049 , 0.074269 , 0.06862 , 0.110702 , 0.072657 , 0.068533 , 0.104486 , 0.103969 , 0.090086 , 0.10104 , 0.091575 , 0.114899 , 0.121312 , 0.10616 , 0.125202 , 0.108782 , 0.123515 , 0.089409 , 0.090307 , 0.076522 , 0.091501 
 447 , 0.094494 , 0.088881 , 0.073049 , 0.091269 , 0.081297 , 0.087551 , 0.076804 , 0.090727 , 0.093669 , 0.082639 , 0.107715 , 0.100735 , 0.122599 , 0.116554 , 0.095171 , 0.085889 , 0.07561 , 0.119607 , 0.106706 , 0.100366 , 0.102053 , 0.108171 , 0.102188 , 0.104465 , 0.087477 , 0.097707 , 0.118081 , 0.139513 , 0.099172 , 0.091343 , 0.073677 , 0.08275 , 0.057526 , 0.079746 , 0.068027 , 0.086652 , 0.091749 , 0.084338 , 0.09996 , 0.082331 , 0.093891 , 0.068322 , 0.079537 , 0.077333 , 0.059274 , 0.123423 , 0.086098 , 0.109414 , 0.119644 , 0.106361 , 0.070969 , 0.087133 , 0.052491 , 0.075462 , 0.062192 , 0.095467 , 0.078946 , 0.086197 , 0.093374 , 0.090542 , 0.074798 , 0.068975 , 0.111248 , 0.072951 , 0.068913 , 0.105032 , 0.104392 , 0.090518 , 0.101634 , 0.092081 , 0.115951 , 0.122192 , 0.106903 , 0.126132 , 0.1095 , 0.124482 , 0.089865 , 0.09069 , 0.077001 , 0.092106 
 448 , 0.095004 , 0.089283 , 0.073363 , 0.091756 , 0.081729 , 0.087917 , 0.077103 , 0.091079 , 0.09413 , 0.082947 , 0.108254 , 0.101266 , 0.123252 , 0.117076 , 0.095545 , 0.086306 , 0.075897 , 0.12025 , 0.107061 , 0.100799 , 0.102521 , 0.108783 , 0.102656 , 0.105019 , 0.088016 , 0.098289 , 0.11886 , 0.140537 , 0.099814 , 0.092002 , 0.074003 , 0.083033 , 0.057837 , 0.080191 , 0.068429 , 0.08697 , 0.09226 , 0.084645 , 0.10059 , 0.082615 , 0.094327 , 0.068676 , 0.079896 , 0.077644 , 0.059559 , 0.124224 , 0.086613 , 0.110075 , 0.120434 , 0.106963 , 0.071419 , 0.087868 , 0.052682 , 0.075984 , 0.062549 , 0.095681 , 0.079244 , 0.086736 , 0.093897 , 0.09103 , 0.075307 , 0.069328 , 0.111785 , 0.07324 , 0.069291 , 0.105585 , 0.104809 , 0.090944 , 0.102214 , 0.09258 , 0.117002 , 0.123067 , 0.107651 , 0.127041 , 0.110211 , 0.125429 , 0.090304 , 0.091079 , 0.077484 , 0.092703 
 449 , 0.095526 , 0.089673 , 0.073676 , 0.092231 , 0.082161 , 0.088272 , 0.077402 , 0.091432 , 0.094592 , 0.083255 , 0.108806 , 0.101797 , 0.123905 , 0.117585 , 0.09592 , 0.086722 , 0.076197 , 0.120892 , 0.107416 , 0.101231 , 0.102977 , 0.109383 , 0.103113 , 0.105572 , 0.088554 , 0.098858 , 0.119638 , 0.141562 , 0.100457 , 0.092637 , 0.07434 , 0.083304 , 0.058159 , 0.080636 , 0.06882 , 0.087276 , 0.092772 , 0.084952 , 0.101207 , 0.082898 , 0.094751 , 0.069041 , 0.080255 , 0.077943 , 0.059844 , 0.125011 , 0.087116 , 0.110711 , 0.121212 , 0.107551 , 0.071857 , 0.088591 , 0.052872 , 0.07648 , 0.062893 , 0.095907 , 0.079529 , 0.087276 , 0.094407 , 0.091505 , 0.075816 , 0.069668 , 0.11231 , 0.073529 , 0.069656 , 0.106125 , 0.105227 , 0.091382 , 0.102793 , 0.093079 , 0.11804 , 0.123942 , 0.1084 , 0.127938 , 0.110908 , 0.126364 , 0.090755 , 0.091456 , 0.077955 , 0.093301 
 450 , 0.096059 , 0.090095 , 0.073999 , 0.09269 , 0.082607 , 0.088595 , 0.077713 , 0.091767 , 0.09505 , 0.083553 , 0.109351 , 0.102281 , 0.124525 , 0.118143 , 0.096292 , 0.087181 , 0.076532 , 0.121586 , 0.107777 , 0.101703 , 0.103449 , 0.109954 , 0.103658 , 0.106142 , 0.089074 , 0.099428 , 0.12043 , 0.142563 , 0.101088 , 0.09328 , 0.074688 , 0.08364 , 0.058494 , 0.081045 , 0.069241 , 0.087636 , 0.093292 , 0.085324 , 0.101801 , 0.083209 , 0.095186 , 0.069425 , 0.080602 , 0.078266 , 0.060141 , 0.125804 , 0.087611 , 0.111392 , 0.122016 , 0.108121 , 0.072278 , 0.089271 , 0.053083 , 0.076963 , 0.063252 , 0.096157 , 0.079828 , 0.087771 , 0.09494 , 0.092038 , 0.076311 , 0.070027 , 0.112868 , 0.073852 , 0.07004 , 0.106646 , 0.105625 , 0.091804 , 0.103375 , 0.093587 , 0.119028 , 0.124795 , 0.109093 , 0.128828 , 0.111638 , 0.127316 , 0.091177 , 0.091829 , 0.078438 , 0.093919 
 451 , 0.096599 , 0.090518 , 0.074338 , 0.093147 , 0.083049 , 0.088909 , 0.078024 , 0.092103 , 0.095518 , 0.083847 , 0.109904 , 0.102718 , 0.125138 , 0.118725 , 0.096673 , 0.08768 , 0.076906 , 0.122325 , 0.108135 , 0.102202 , 0.103946 , 0.110519 , 0.104229 , 0.106735 , 0.089585 , 0.099978 , 0.121207 , 0.143566 , 0.101722 , 0.093909 , 0.075039 , 0.084019 , 0.058859 , 0.081452 , 0.06967 , 0.088037 , 0.093823 , 0.085715 , 0.102386 , 0.083552 , 0.095617 , 0.069817 , 0.080936 , 0.078614 , 0.060431 , 0.1266 , 0.088098 , 0.112103 , 0.122841 , 0.1087 , 0.07268 , 0.089928 , 0.053306 , 0.077422 , 0.063613 , 0.09644 , 0.080149 , 0.088245 , 0.095494 , 0.092619 , 0.076771 , 0.070407 , 0.113455 , 0.074191 , 0.070432 , 0.107153 , 0.106035 , 0.092214 , 0.103934 , 0.094093 , 0.119978 , 0.125654 , 0.109769 , 0.129721 , 0.112386 , 0.128283 , 0.091587 , 0.092214 , 0.078909 , 0.094548 
 452 , 0.097139 , 0.090941 , 0.074677 , 0.093592 , 0.083503 , 0.08921 , 0.078335 , 0.092426 , 0.095986 , 0.084141 , 0.110445 , 0.103166 , 0.125739 , 0.119307 , 0.097053 , 0.088167 , 0.077279 , 0.123063 , 0.108481 , 0.1027 , 0.10443 , 0.111083 , 0.104811 , 0.107315 , 0.090094 , 0.100539 , 0.121995 , 0.144567 , 0.102344 , 0.094537 , 0.075401 , 0.084386 , 0.059212 , 0.081858 , 0.070099 , 0.088437 , 0.094353 , 0.086105 , 0.10297 , 0.083883 , 0.096047 , 0.070222 , 0.081269 , 0.078961 , 0.060734 , 0.127396 , 0.088584 , 0.112801 , 0.123677 , 0.109279 , 0.073082 , 0.090585 , 0.053529 , 0.077893 , 0.063986 , 0.09671 , 0.080458 , 0.088719 , 0.096047 , 0.093187 , 0.077243 , 0.070774 , 0.114029 , 0.07453 , 0.070823 , 0.107646 , 0.106431 , 0.092622 , 0.104504 , 0.094611 , 0.120927 , 0.1265 , 0.110445 , 0.130599 , 0.113133 , 0.129237 , 0.091996 , 0.092586 , 0.079378 , 0.095175 
 453 , 0.097665 , 0.091356 , 0.07501 , 0.09402 , 0.083919 , 0.089503 , 0.07863 , 0.092731 , 0.096413 , 0.084423 , 0.11098 , 0.103592 , 0.126345 , 0.119865 , 0.097419 , 0.088644 , 0.077624 , 0.123756 , 0.108833 , 0.103175 , 0.104893 , 0.111631 , 0.105347 , 0.107875 , 0.090583 , 0.101089 , 0.122762 , 0.145564 , 0.102954 , 0.095161 , 0.075758 , 0.084742 , 0.059546 , 0.08225 , 0.070506 , 0.088804 , 0.094891 , 0.086472 , 0.103531 , 0.084202 , 0.096474 , 0.070579 , 0.0816 , 0.07928 , 0.061007 , 0.128186 , 0.089062 , 0.113484 , 0.12448 , 0.109839 , 0.073475 , 0.091197 , 0.053741 , 0.078323 , 0.064332 , 0.096965 , 0.080765 , 0.089184 , 0.096585 , 0.09375 , 0.077685 , 0.071131 , 0.114576 , 0.074862 , 0.071193 , 0.108133 , 0.106808 , 0.093013 , 0.10504 , 0.0951 , 0.121854 , 0.127339 , 0.111103 , 0.131475 , 0.113864 , 0.130187 , 0.092387 , 0.092964 , 0.079845 , 0.095787 
 454 , 0.098152 , 0.09175 , 0.075289 , 0.094387 , 0.084255 , 0.089787 , 0.078883 , 0.092989 , 0.096766 , 0.084672 , 0.111449 , 0.104003 , 0.126916 , 0.120329 , 0.097748 , 0.089039 , 0.077877 , 0.12434 , 0.109118 , 0.103562 , 0.105353 , 0.112173 , 0.105794 , 0.108407 , 0.091014 , 0.101624 , 0.123506 , 0.146542 , 0.103513 , 0.095748 , 0.076086 , 0.085052 , 0.059797 , 0.082599 , 0.070812 , 0.089088 , 0.095405 , 0.086782 , 0.104028 , 0.084476 , 0.096865 , 0.070861 , 0.081912 , 0.079533 , 0.061244 , 0.128952 , 0.089517 , 0.114111 , 0.125236 , 0.110357 , 0.073829 , 0.091713 , 0.053897 , 0.078674 , 0.064654 , 0.097208 , 0.081041 , 0.089603 , 0.097073 , 0.094276 , 0.078073 , 0.071425 , 0.115055 , 0.075166 , 0.071535 , 0.108542 , 0.107107 , 0.093344 , 0.105488 , 0.095528 , 0.122746 , 0.128155 , 0.111743 , 0.132301 , 0.114528 , 0.131074 , 0.092768 , 0.093356 , 0.080269 , 0.096362 
 455 , 0.098652 , 0.092142 , 0.07558 , 0.094741 , 0.084603 , 0.090071 , 0.079135 , 0.093246 , 0.097107 , 0.084909 , 0.111929 , 0.104414 , 0.127499 , 0.120817 , 0.098088 , 0.089445 , 0.078142 , 0.124937 , 0.109428 , 0.103961 , 0.105812 , 0.112714 , 0.106241 , 0.108938 , 0.091456 , 0.102171 , 0.12425 , 0.147519 , 0.104071 , 0.096335 , 0.076426 , 0.085375 , 0.060047 , 0.082948 , 0.071117 , 0.089372 , 0.095943 , 0.087091 , 0.104537 , 0.084738 , 0.097255 , 0.071142 , 0.082224 , 0.079785 , 0.061469 , 0.129742 , 0.089972 , 0.114737 , 0.126003 , 0.110887 , 0.074194 , 0.092228 , 0.054064 , 0.079025 , 0.064975 , 0.097451 , 0.08133 , 0.090022 , 0.097561 , 0.094803 , 0.078449 , 0.07173 , 0.115521 , 0.075469 , 0.071877 , 0.108962 , 0.107418 , 0.093687 , 0.105947 , 0.095967 , 0.123637 , 0.128982 , 0.112383 , 0.133138 , 0.11519 , 0.131974 , 0.09316 , 0.093748 , 0.080692 , 0.096936 
