DHT_00004_DHT_REF.spu,DHT_00003_DHT_REF.spu,DHT_00002_DHT_REF.spu,
Wavelength,DHT_00005_B1_NP.spu,DHT_00006_B1_NP.spu,DHT_00007_B1_NP.spu,DHT_00008_B1_NP.spu,DHT_00009_B1_NP.spu,DHT_00010_B1_P.spu,DHT_00011_B1_P.spu,DHT_00012_B1_P.spu,DHT_00013_B1_P.spu,DHT_00014_B1_P.spu,DHT_00015_B1_CT2.spu,DHT_00016_B1_CT2.spu,DHT_00017_B1_CT2.spu,DHT_00018_B1_CT2.spu,DHT_00019_B1_CT2.spu,DHT_00020_B1_CT1.spu,DHT_00021_B1_CT1.spu,DHT_00022_B1_CT1.spu,DHT_00023_B1_CT1.spu,DHT_00024_B1_CT1.spu,DHT_00025_B1_N.spu,DHT_00026_B1_N.spu,DHT_00027_B1_N.spu,DHT_00028_B1_N.spu,DHT_00029_B1_N.spu,DHT_00030_B2_EX3.spu,DHT_00031_B2_EX3.spu,DHT_00032_B2_EX3.spu,DHT_00033_B2_EX3.spu,DHT_00034_B2_EX3.spu,DHT_00035_B2_NP.spu,DHT_00036_B2_NP.spu,DHT_00037_B2_NP.spu,DHT_00038_B2_NP.spu,DHT_00039_B2_NP.spu,DHT_00040_B2_CT2.spu,DHT_00041_B2_CT2.spu,DHT_00042_B2_CT2.spu,DHT_00043_B2_CT2.spu,DHT_00044_B2_CT2.spu,DHT_00045_B2_CT1.spu,DHT_00046_B2_CT1.spu,DHT_00047_B2_CT1.spu,DHT_00048_B2_CT1.spu,DHT_00049_B2_CT1.spu,DHT_00050_B2_N.spu,DHT_00051_B2_N.spu,DHT_00052_B2_N.spu,DHT_00053_B2_N.spu,DHT_00054_B2_N.spu,DHT_00055_B2_P.spu,DHT_00056_B2_P.spu,DHT_00057_B2_P.spu,DHT_00058_B2_P.spu,DHT_00059_B2_P.spu,DHT_00060_B3_NP.spu,DHT_00061_B3_NP.spu,DHT_00062_B3_NP.spu,DHT_00063_B3_NP.spu,DHT_00064_B3_NP.spu,DHT_00065_B3_CT2.spu,DHT_00066_B3_CT2.spu,DHT_00067_B3_CT2.spu,DHT_00068_B3_CT2.spu,DHT_00069_B3_CT2.spu,DHT_00070_B3_CT1.spu,DHT_00071_B3_CT1.spu,DHT_00072_B3_CT1.spu,DHT_00073_B3_CT1.spu,DHT_00074_B3_CT1.spu,DHT_00075_B3_N.spu,DHT_00076_B3_N.spu,DHT_00077_B3_N.spu,DHT_00078_B3_N.spu,DHT_00079_B3_N.spu,DHT_00080_B3_P.spu,DHT_00081_B3_P.spu,DHT_00082_B3_P.spu,DHT_00083_B3_P.spu,DHT_00084_B3_P.spu
 392 , 0.02669 , 0.070137 , 0.025454 , 0.052158 , 0.054928 , 0.060509 , 0.0596 , 0.037879 , 0.045667 , 0.061317 , 0.046197 , 0.04488 , 0.037683 , 0.040466 , 0.03756 , 0.02925 , 0.022684 , 0.033025 , 0.031585 , 0.030601 , 0.048281 , 0.060625 , 0.069886 , 0.03775 , 0.044744 , 0.022827 , 0.037547 , 0.031504 , 0.024314 , 0.034736 , 0.062098 , 0.065187 , 0.047704 , 0.064318 , 0.043501 , 0.033683 , 0.027872 , 0.02595 , 0.041417 , 0.050067 , 0.02688 , 0.027926 , 0.022127 , 0.025556 , 0.029589 , 0.032889 , 0.028944 , 0.022107 , 0.054792 , 0.068331 , 0.034668 , 0.04088 , 0.032482 , 0.048519 , 0.045579 , 0.044431 , 0.027308 , 0.025387 , 0.045538 , 0.040921 , 0.051337 , 0.047684 , 0.047806 , 0.02652 , 0.054786 , 0.062723 , 0.050882 , 0.047589 , 0.031416 , 0.056775 , 0.016594 , 0.03591 , 0.048465 , 0.054127 , 0.031918 , 0.05778 , 0.062098 , 0.046645 , 0.059097 , 0.055804 
 393 , 0.026707 , 0.070864 , 0.025471 , 0.052583 , 0.055299 , 0.060465 , 0.059501 , 0.037909 , 0.045658 , 0.061304 , 0.046372 , 0.044841 , 0.037783 , 0.040462 , 0.037702 , 0.029261 , 0.022586 , 0.032934 , 0.031521 , 0.030696 , 0.048403 , 0.060612 , 0.069849 , 0.037769 , 0.04476 , 0.022873 , 0.037526 , 0.031314 , 0.024161 , 0.034575 , 0.062563 , 0.065374 , 0.048109 , 0.064793 , 0.043752 , 0.033728 , 0.027804 , 0.025883 , 0.041397 , 0.050096 , 0.026936 , 0.027885 , 0.022064 , 0.025456 , 0.029504 , 0.032845 , 0.029099 , 0.0221 , 0.054798 , 0.068288 , 0.034567 , 0.040911 , 0.032566 , 0.048514 , 0.045599 , 0.044576 , 0.027355 , 0.025449 , 0.045805 , 0.040933 , 0.051214 , 0.047704 , 0.047675 , 0.026465 , 0.054798 , 0.062783 , 0.050935 , 0.047638 , 0.031447 , 0.056999 , 0.016551 , 0.036039 , 0.048469 , 0.054143 , 0.032021 , 0.057713 , 0.061981 , 0.046659 , 0.059104 , 0.055814 
 394 , 0.026733 , 0.071585 , 0.025499 , 0.053015 , 0.055648 , 0.060433 , 0.059421 , 0.037956 , 0.045659 , 0.061311 , 0.046577 , 0.044789 , 0.037916 , 0.040455 , 0.037861 , 0.029295 , 0.022493 , 0.032831 , 0.031446 , 0.030806 , 0.048546 , 0.060584 , 0.069813 , 0.037797 , 0.044789 , 0.022944 , 0.037505 , 0.031091 , 0.023996 , 0.034412 , 0.063035 , 0.065543 , 0.048506 , 0.065226 , 0.04399 , 0.03378 , 0.027721 , 0.025815 , 0.041357 , 0.050128 , 0.027002 , 0.027864 , 0.021987 , 0.025357 , 0.02943 , 0.032783 , 0.029264 , 0.022098 , 0.054802 , 0.068232 , 0.034444 , 0.040914 , 0.032657 , 0.048506 , 0.045635 , 0.04475 , 0.027421 , 0.025523 , 0.046094 , 0.040953 , 0.051093 , 0.047723 , 0.047541 , 0.0264 , 0.054794 , 0.062822 , 0.051006 , 0.0477 , 0.031478 , 0.05723 , 0.016506 , 0.036168 , 0.048467 , 0.054177 , 0.032135 , 0.057633 , 0.061849 , 0.046703 , 0.059112 , 0.055822 
 395 , 0.026756 , 0.072258 , 0.025527 , 0.053411 , 0.055977 , 0.060403 , 0.059343 , 0.038005 , 0.045662 , 0.061311 , 0.046764 , 0.044745 , 0.03803 , 0.040445 , 0.038014 , 0.029331 , 0.022406 , 0.032747 , 0.031375 , 0.030904 , 0.048674 , 0.060563 , 0.069784 , 0.03782 , 0.044812 , 0.023012 , 0.037483 , 0.030895 , 0.023845 , 0.034253 , 0.063457 , 0.065695 , 0.048867 , 0.065628 , 0.044206 , 0.033823 , 0.027639 , 0.025746 , 0.041312 , 0.050163 , 0.027059 , 0.027833 , 0.02191 , 0.025267 , 0.029364 , 0.032721 , 0.029415 , 0.022086 , 0.054799 , 0.068177 , 0.034337 , 0.040916 , 0.032747 , 0.048506 , 0.045662 , 0.044904 , 0.027471 , 0.025586 , 0.046352 , 0.040975 , 0.050979 , 0.047748 , 0.04742 , 0.026335 , 0.054791 , 0.062851 , 0.051055 , 0.047748 , 0.031501 , 0.057441 , 0.016466 , 0.036289 , 0.048463 , 0.05421 , 0.032242 , 0.057567 , 0.061715 , 0.046739 , 0.059124 , 0.055826 
 396 , 0.026733 , 0.072714 , 0.025559 , 0.053757 , 0.05629 , 0.060288 , 0.059238 , 0.037888 , 0.045655 , 0.061338 , 0.046891 , 0.044702 , 0.037977 , 0.040395 , 0.038003 , 0.029283 , 0.022373 , 0.03269 , 0.031322 , 0.030854 , 0.048691 , 0.060509 , 0.069634 , 0.037747 , 0.04479 , 0.022991 , 0.0375 , 0.030801 , 0.023697 , 0.034226 , 0.0638 , 0.065822 , 0.04915 , 0.066122 , 0.044402 , 0.033802 , 0.027615 , 0.025771 , 0.041242 , 0.050147 , 0.026998 , 0.027757 , 0.021799 , 0.025206 , 0.02931 , 0.032752 , 0.029478 , 0.022046 , 0.05479 , 0.068116 , 0.034199 , 0.040872 , 0.032734 , 0.048523 , 0.045602 , 0.044967 , 0.027483 , 0.025621 , 0.046467 , 0.040916 , 0.050933 , 0.047729 , 0.047358 , 0.026256 , 0.054842 , 0.062847 , 0.051083 , 0.047729 , 0.031463 , 0.057561 , 0.016372 , 0.036282 , 0.048523 , 0.054163 , 0.032311 , 0.05749 , 0.061621 , 0.046688 , 0.059079 , 0.055769 
 397 , 0.026668 , 0.072971 , 0.025604 , 0.054033 , 0.056583 , 0.060114 , 0.059114 , 0.037636 , 0.045633 , 0.061379 , 0.046954 , 0.044661 , 0.037783 , 0.040314 , 0.037866 , 0.029181 , 0.022395 , 0.032666 , 0.031281 , 0.030694 , 0.048604 , 0.060453 , 0.069385 , 0.037581 , 0.044734 , 0.022881 , 0.037545 , 0.030804 , 0.023541 , 0.034317 , 0.064029 , 0.0659 , 0.049338 , 0.066652 , 0.044569 , 0.03373 , 0.02764 , 0.02588 , 0.041158 , 0.050081 , 0.026852 , 0.027622 , 0.02167 , 0.025192 , 0.029282 , 0.032849 , 0.029465 , 0.021973 , 0.054785 , 0.068046 , 0.03406 , 0.040791 , 0.032647 , 0.048568 , 0.045486 , 0.044918 , 0.027457 , 0.025632 , 0.046431 , 0.040791 , 0.050952 , 0.047678 , 0.047366 , 0.026173 , 0.05495 , 0.06281 , 0.05109 , 0.04766 , 0.031382 , 0.05761 , 0.016214 , 0.03616 , 0.048632 , 0.054043 , 0.032354 , 0.057417 , 0.061544 , 0.046559 , 0.059004 , 0.055647 
 398 , 0.026606 , 0.073184 , 0.025641 , 0.054263 , 0.056819 , 0.059961 , 0.059005 , 0.037416 , 0.045612 , 0.061419 , 0.047004 , 0.044628 , 0.037614 , 0.040246 , 0.037737 , 0.029086 , 0.022404 , 0.032645 , 0.031254 , 0.030553 , 0.048528 , 0.060397 , 0.069171 , 0.037444 , 0.044694 , 0.022782 , 0.037586 , 0.030809 , 0.023417 , 0.034387 , 0.06424 , 0.065972 , 0.049502 , 0.067108 , 0.044713 , 0.033658 , 0.027657 , 0.025982 , 0.041079 , 0.050032 , 0.02672 , 0.027515 , 0.021552 , 0.025168 , 0.029247 , 0.032939 , 0.029455 , 0.021912 , 0.054784 , 0.067988 , 0.033942 , 0.040719 , 0.03256 , 0.048613 , 0.045376 , 0.044883 , 0.02743 , 0.025631 , 0.046407 , 0.040681 , 0.05097 , 0.047638 , 0.047373 , 0.026095 , 0.05503 , 0.062773 , 0.051083 , 0.047591 , 0.031311 , 0.057642 , 0.016081 , 0.036053 , 0.048717 , 0.053942 , 0.03238 , 0.057349 , 0.061485 , 0.046445 , 0.05893 , 0.055541 
 399 , 0.026562 , 0.073409 , 0.025687 , 0.054503 , 0.057048 , 0.059856 , 0.058914 , 0.037258 , 0.045604 , 0.061449 , 0.047051 , 0.044613 , 0.037491 , 0.040202 , 0.037657 , 0.029029 , 0.022404 , 0.032614 , 0.031235 , 0.030438 , 0.048489 , 0.060351 , 0.069008 , 0.037336 , 0.044661 , 0.022705 , 0.037627 , 0.030817 , 0.023317 , 0.034431 , 0.064422 , 0.066045 , 0.049674 , 0.067512 , 0.044865 , 0.033605 , 0.027669 , 0.026047 , 0.041028 , 0.050005 , 0.02663 , 0.027426 , 0.021461 , 0.025153 , 0.029224 , 0.033013 , 0.029467 , 0.021869 , 0.054785 , 0.067949 , 0.033848 , 0.040668 , 0.032498 , 0.048645 , 0.045302 , 0.044865 , 0.027417 , 0.025648 , 0.04641 , 0.04061 , 0.050996 , 0.047615 , 0.047391 , 0.026037 , 0.055096 , 0.062741 , 0.051103 , 0.047556 , 0.031235 , 0.05767 , 0.015982 , 0.035966 , 0.0488 , 0.053862 , 0.03242 , 0.05732 , 0.06143 , 0.046381 , 0.058865 , 0.055455 
 400 , 0.02652 , 0.073982 , 0.025816 , 0.054942 , 0.057349 , 0.059905 , 0.058865 , 0.037298 , 0.045629 , 0.06143 , 0.047165 , 0.044738 , 0.037625 , 0.04026 , 0.037774 , 0.029086 , 0.0223 , 0.032493 , 0.031255 , 0.030443 , 0.048611 , 0.0604 , 0.069068 , 0.037348 , 0.044738 , 0.022696 , 0.037694 , 0.030829 , 0.023379 , 0.034356 , 0.064699 , 0.066195 , 0.050127 , 0.067979 , 0.045213 , 0.033543 , 0.027679 , 0.025995 , 0.041082 , 0.050127 , 0.026718 , 0.027382 , 0.021487 , 0.025143 , 0.029195 , 0.033038 , 0.029591 , 0.021883 , 0.054823 , 0.068038 , 0.033841 , 0.040755 , 0.032483 , 0.048681 , 0.045411 , 0.044966 , 0.027461 , 0.025767 , 0.0466 , 0.040676 , 0.051088 , 0.047749 , 0.047452 , 0.026024 , 0.05512 , 0.062728 , 0.051246 , 0.04768 , 0.031156 , 0.057686 , 0.015999 , 0.035971 , 0.048918 , 0.053842 , 0.032523 , 0.057438 , 0.061361 , 0.046511 , 0.058765 , 0.055417 
 401 , 0.026494 , 0.074484 , 0.025929 , 0.055334 , 0.057621 , 0.059938 , 0.05883 , 0.037333 , 0.045654 , 0.061409 , 0.047255 , 0.044848 , 0.037726 , 0.040315 , 0.037867 , 0.029143 , 0.022212 , 0.032387 , 0.031279 , 0.030442 , 0.048716 , 0.060432 , 0.069125 , 0.037363 , 0.044797 , 0.022686 , 0.037746 , 0.030835 , 0.023431 , 0.03428 , 0.064945 , 0.066325 , 0.050519 , 0.06838 , 0.045523 , 0.033495 , 0.027682 , 0.02595 , 0.041131 , 0.050227 , 0.026796 , 0.02734 , 0.021517 , 0.025134 , 0.029163 , 0.033072 , 0.029697 , 0.0219 , 0.054861 , 0.068108 , 0.033837 , 0.040828 , 0.032477 , 0.048706 , 0.045502 , 0.045039 , 0.027491 , 0.025869 , 0.046772 , 0.040728 , 0.051164 , 0.04786 , 0.047507 , 0.02601 , 0.055143 , 0.062708 , 0.051365 , 0.047789 , 0.031087 , 0.057712 , 0.016017 , 0.035973 , 0.049028 , 0.053823 , 0.032608 , 0.05754 , 0.061308 , 0.046621 , 0.058669 , 0.055385 
 402 , 0.026462 , 0.074929 , 0.026022 , 0.055673 , 0.05785 , 0.059976 , 0.05879 , 0.037357 , 0.045677 , 0.061396 , 0.047343 , 0.044951 , 0.037827 , 0.040372 , 0.03795 , 0.029191 , 0.022138 , 0.032288 , 0.031296 , 0.030448 , 0.048804 , 0.060466 , 0.069164 , 0.037377 , 0.044859 , 0.02268 , 0.037797 , 0.030846 , 0.023477 , 0.034219 , 0.065168 , 0.066445 , 0.050859 , 0.068725 , 0.045789 , 0.033453 , 0.027678 , 0.02592 , 0.041169 , 0.050327 , 0.02686 , 0.02731 , 0.021535 , 0.025123 , 0.02914 , 0.033095 , 0.029794 , 0.021903 , 0.054886 , 0.068173 , 0.033841 , 0.040893 , 0.032461 , 0.048733 , 0.045585 , 0.045115 , 0.027525 , 0.025961 , 0.046924 , 0.040781 , 0.051237 , 0.047966 , 0.047557 , 0.026002 , 0.055162 , 0.062684 , 0.051482 , 0.047884 , 0.03103 , 0.057727 , 0.016026 , 0.035967 , 0.049121 , 0.053802 , 0.032676 , 0.057625 , 0.061263 , 0.046719 , 0.058596 , 0.055346 
 403 , 0.026572 , 0.075568 , 0.026147 , 0.056215 , 0.05833 , 0.060094 , 0.05887 , 0.037452 , 0.045781 , 0.061535 , 0.047492 , 0.045075 , 0.037991 , 0.040522 , 0.038106 , 0.02929 , 0.022175 , 0.032339 , 0.031416 , 0.030565 , 0.048934 , 0.060602 , 0.069221 , 0.037483 , 0.045034 , 0.022724 , 0.037971 , 0.030918 , 0.023575 , 0.034361 , 0.065528 , 0.0667 , 0.051309 , 0.069272 , 0.046113 , 0.033573 , 0.027734 , 0.026012 , 0.041259 , 0.050406 , 0.026956 , 0.02735 , 0.021604 , 0.025182 , 0.029227 , 0.03321 , 0.029964 , 0.022029 , 0.05498 , 0.068194 , 0.033978 , 0.041041 , 0.032577 , 0.04882 , 0.045698 , 0.045314 , 0.027641 , 0.026054 , 0.04716 , 0.040906 , 0.05134 , 0.048042 , 0.047627 , 0.026064 , 0.055354 , 0.062832 , 0.051661 , 0.048021 , 0.031125 , 0.057926 , 0.016066 , 0.036125 , 0.049307 , 0.053933 , 0.032889 , 0.05777 , 0.061338 , 0.046828 , 0.058735 , 0.055489 
 404 , 0.026726 , 0.076231 , 0.026264 , 0.056792 , 0.058861 , 0.060237 , 0.058987 , 0.037574 , 0.045913 , 0.061717 , 0.047656 , 0.045209 , 0.038163 , 0.040704 , 0.038278 , 0.029415 , 0.022253 , 0.032439 , 0.031557 , 0.030727 , 0.049063 , 0.060762 , 0.069289 , 0.037606 , 0.045241 , 0.022788 , 0.038163 , 0.031011 , 0.023691 , 0.03455 , 0.065918 , 0.066989 , 0.051772 , 0.069856 , 0.046448 , 0.03372 , 0.027798 , 0.026138 , 0.041365 , 0.05047 , 0.027062 , 0.027409 , 0.021686 , 0.025256 , 0.029341 , 0.033363 , 0.03015 , 0.022169 , 0.05507 , 0.068207 , 0.034151 , 0.041187 , 0.032723 , 0.048927 , 0.045818 , 0.045545 , 0.027766 , 0.026149 , 0.047414 , 0.04104 , 0.051457 , 0.048118 , 0.047687 , 0.026138 , 0.055595 , 0.063009 , 0.051867 , 0.048149 , 0.031263 , 0.058168 , 0.016109 , 0.036325 , 0.049504 , 0.054093 , 0.033132 , 0.057937 , 0.061455 , 0.046942 , 0.058945 , 0.055669 
 405 , 0.026874 , 0.07685 , 0.026385 , 0.057327 , 0.059356 , 0.060365 , 0.059101 , 0.037676 , 0.046025 , 0.061884 , 0.04781 , 0.045335 , 0.038324 , 0.040873 , 0.03843 , 0.029519 , 0.022317 , 0.032525 , 0.031696 , 0.030867 , 0.04919 , 0.060906 , 0.06934 , 0.037729 , 0.04543 , 0.022848 , 0.038345 , 0.031101 , 0.023804 , 0.034723 , 0.066281 , 0.067258 , 0.052207 , 0.070392 , 0.046758 , 0.033874 , 0.027851 , 0.026258 , 0.041468 , 0.050539 , 0.02715 , 0.027468 , 0.021764 , 0.025333 , 0.029444 , 0.033502 , 0.030315 , 0.022306 , 0.055171 , 0.068225 , 0.03432 , 0.04133 , 0.032864 , 0.04902 , 0.045929 , 0.04577 , 0.027883 , 0.026236 , 0.04765 , 0.041171 , 0.05157 , 0.048192 , 0.047756 , 0.026204 , 0.055808 , 0.06318 , 0.052058 , 0.048277 , 0.031399 , 0.0584 , 0.016145 , 0.036518 , 0.0497 , 0.054246 , 0.033364 , 0.058081 , 0.061565 , 0.047045 , 0.059143 , 0.055829 
 406 , 0.027017 , 0.077498 , 0.026544 , 0.057864 , 0.059859 , 0.060449 , 0.059183 , 0.037789 , 0.046169 , 0.062048 , 0.048035 , 0.04546 , 0.038454 , 0.041008 , 0.038572 , 0.029635 , 0.022414 , 0.032617 , 0.031823 , 0.031029 , 0.049323 , 0.061093 , 0.069419 , 0.037843 , 0.045643 , 0.022907 , 0.038508 , 0.03118 , 0.023884 , 0.03486 , 0.066683 , 0.067531 , 0.052649 , 0.070953 , 0.047081 , 0.034001 , 0.027918 , 0.026373 , 0.041576 , 0.050632 , 0.027253 , 0.027521 , 0.021813 , 0.025396 , 0.029527 , 0.033658 , 0.030504 , 0.022435 , 0.055256 , 0.068303 , 0.03442 , 0.041469 , 0.032982 , 0.049151 , 0.046029 , 0.045975 , 0.028036 , 0.026362 , 0.047896 , 0.041276 , 0.051662 , 0.048336 , 0.047842 , 0.026287 , 0.056007 , 0.063357 , 0.052252 , 0.0484 , 0.031512 , 0.058625 , 0.016191 , 0.036694 , 0.049892 , 0.054377 , 0.033583 , 0.058228 , 0.061672 , 0.047177 , 0.059291 , 0.055964 
 407 , 0.027158 , 0.078219 , 0.026769 , 0.058413 , 0.060413 , 0.060489 , 0.059213 , 0.037926 , 0.046348 , 0.062197 , 0.048369 , 0.045591 , 0.038542 , 0.041126 , 0.038683 , 0.029774 , 0.022574 , 0.032726 , 0.031958 , 0.031223 , 0.049494 , 0.061365 , 0.069549 , 0.037958 , 0.045883 , 0.022985 , 0.038629 , 0.031277 , 0.023936 , 0.034953 , 0.067181 , 0.067808 , 0.053137 , 0.071581 , 0.04744 , 0.03412 , 0.028001 , 0.026477 , 0.041721 , 0.05077 , 0.027363 , 0.027558 , 0.021817 , 0.02546 , 0.02959 , 0.033828 , 0.030704 , 0.022552 , 0.055364 , 0.068489 , 0.034423 , 0.041602 , 0.033061 , 0.049332 , 0.046121 , 0.046164 , 0.02825 , 0.026563 , 0.048197 , 0.041353 , 0.051753 , 0.048597 , 0.04798 , 0.026379 , 0.056154 , 0.063548 , 0.052489 , 0.048521 , 0.031601 , 0.058835 , 0.016238 , 0.036856 , 0.050099 , 0.054467 , 0.033818 , 0.058402 , 0.061765 , 0.047342 , 0.059365 , 0.056035 
 408 , 0.027297 , 0.078885 , 0.026981 , 0.058927 , 0.060941 , 0.060516 , 0.059242 , 0.038043 , 0.046514 , 0.062346 , 0.048692 , 0.045708 , 0.03862 , 0.041223 , 0.038794 , 0.02991 , 0.022713 , 0.032817 , 0.032076 , 0.031401 , 0.04965 , 0.061627 , 0.069662 , 0.038065 , 0.0461 , 0.02305 , 0.038751 , 0.031358 , 0.023987 , 0.035027 , 0.067648 , 0.068073 , 0.053602 , 0.072167 , 0.047777 , 0.034232 , 0.028091 , 0.026567 , 0.041854 , 0.050891 , 0.027471 , 0.027591 , 0.02182 , 0.025511 , 0.029659 , 0.033993 , 0.03089 , 0.022669 , 0.055464 , 0.068661 , 0.034428 , 0.041723 , 0.033144 , 0.049498 , 0.046209 , 0.046351 , 0.028451 , 0.026741 , 0.048474 , 0.041429 , 0.051828 , 0.048844 , 0.048115 , 0.026469 , 0.056303 , 0.063728 , 0.05271 , 0.048648 , 0.031685 , 0.059036 , 0.016278 , 0.03702 , 0.050292 , 0.05455 , 0.034036 , 0.058567 , 0.061856 , 0.047494 , 0.059438 , 0.056107 
 409 , 0.027423 , 0.079518 , 0.027182 , 0.059417 , 0.061434 , 0.060546 , 0.059274 , 0.038164 , 0.046659 , 0.062475 , 0.048982 , 0.045815 , 0.038702 , 0.041321 , 0.038888 , 0.030032 , 0.022853 , 0.032914 , 0.03218 , 0.031577 , 0.049805 , 0.061861 , 0.069764 , 0.038164 , 0.046319 , 0.023116 , 0.038855 , 0.031435 , 0.024036 , 0.035106 , 0.068087 , 0.068328 , 0.054035 , 0.072712 , 0.048095 , 0.034339 , 0.028168 , 0.026667 , 0.041979 , 0.05101 , 0.027577 , 0.027631 , 0.021822 , 0.025571 , 0.029714 , 0.034142 , 0.031073 , 0.022776 , 0.055548 , 0.068821 , 0.034438 , 0.041836 , 0.03321 , 0.049651 , 0.046297 , 0.046516 , 0.02864 , 0.026919 , 0.048741 , 0.041496 , 0.051898 , 0.049081 , 0.048237 , 0.026557 , 0.056436 , 0.0639 , 0.052906 , 0.048763 , 0.031764 , 0.059231 , 0.01632 , 0.037167 , 0.050484 , 0.054638 , 0.034241 , 0.058715 , 0.061938 , 0.047634 , 0.059505 , 0.056184 
 410 , 0.0276 , 0.080239 , 0.027501 , 0.060047 , 0.062037 , 0.060652 , 0.05941 , 0.03824 , 0.046934 , 0.062762 , 0.049264 , 0.046022 , 0.03891 , 0.041559 , 0.039075 , 0.030249 , 0.022983 , 0.033019 , 0.032359 , 0.031799 , 0.050023 , 0.062246 , 0.069885 , 0.038317 , 0.04667 , 0.023247 , 0.039119 , 0.031645 , 0.024116 , 0.035283 , 0.068522 , 0.068654 , 0.05454 , 0.073457 , 0.048506 , 0.034481 , 0.028336 , 0.026875 , 0.042076 , 0.051144 , 0.027765 , 0.027743 , 0.021983 , 0.025687 , 0.029842 , 0.034294 , 0.031315 , 0.022896 , 0.055739 , 0.068907 , 0.034536 , 0.042032 , 0.033415 , 0.049803 , 0.046517 , 0.046769 , 0.028831 , 0.027105 , 0.048979 , 0.041625 , 0.052078 , 0.049341 , 0.048429 , 0.026666 , 0.056728 , 0.064147 , 0.053276 , 0.048946 , 0.031887 , 0.059476 , 0.016432 , 0.037273 , 0.050693 , 0.054727 , 0.034415 , 0.058882 , 0.062125 , 0.047891 , 0.059674 , 0.056376 
 411 , 0.027767 , 0.080909 , 0.0278 , 0.060638 , 0.062611 , 0.060759 , 0.059535 , 0.038316 , 0.04719 , 0.063019 , 0.049527 , 0.046209 , 0.03911 , 0.041777 , 0.039253 , 0.030457 , 0.023093 , 0.033124 , 0.032518 , 0.032011 , 0.050232 , 0.0626 , 0.069985 , 0.03847 , 0.047013 , 0.023369 , 0.039352 , 0.031835 , 0.024196 , 0.035461 , 0.068938 , 0.068971 , 0.055016 , 0.074141 , 0.048898 , 0.034612 , 0.028495 , 0.027073 , 0.042174 , 0.051257 , 0.027943 , 0.027844 , 0.022123 , 0.025794 , 0.029961 , 0.034425 , 0.031548 , 0.023016 , 0.05592 , 0.068982 , 0.034634 , 0.042207 , 0.033609 , 0.049956 , 0.046716 , 0.047002 , 0.029002 , 0.027282 , 0.049207 , 0.041755 , 0.05226 , 0.049582 , 0.048612 , 0.026764 , 0.057 , 0.064375 , 0.053616 , 0.049119 , 0.032 , 0.059701 , 0.016546 , 0.037368 , 0.050882 , 0.054818 , 0.03459 , 0.059028 , 0.062291 , 0.048138 , 0.059833 , 0.056548 
 412 , 0.02793 , 0.081534 , 0.028073 , 0.061198 , 0.063143 , 0.060855 , 0.05965 , 0.038385 , 0.047437 , 0.063264 , 0.049769 , 0.046387 , 0.039292 , 0.041977 , 0.039413 , 0.030649 , 0.02321 , 0.033224 , 0.03266 , 0.032218 , 0.050433 , 0.062922 , 0.070084 , 0.038606 , 0.047327 , 0.023475 , 0.039579 , 0.032008 , 0.024271 , 0.035622 , 0.069321 , 0.069255 , 0.055461 , 0.074792 , 0.049261 , 0.034727 , 0.028637 , 0.027255 , 0.042254 , 0.051372 , 0.028106 , 0.027952 , 0.02226 , 0.025896 , 0.030074 , 0.03455 , 0.031765 , 0.023122 , 0.05608 , 0.069056 , 0.034716 , 0.042375 , 0.033787 , 0.05009 , 0.046896 , 0.047216 , 0.029168 , 0.027443 , 0.049416 , 0.041878 , 0.052422 , 0.049814 , 0.048786 , 0.026858 , 0.057263 , 0.064591 , 0.053936 , 0.049283 , 0.032096 , 0.059916 , 0.016656 , 0.037468 , 0.051063 , 0.054909 , 0.034738 , 0.059164 , 0.062447 , 0.048366 , 0.059982 , 0.056721 
 413 , 0.028127 , 0.082242 , 0.02836 , 0.061762 , 0.063735 , 0.061008 , 0.059756 , 0.038511 , 0.04761 , 0.063469 , 0.050059 , 0.046557 , 0.039464 , 0.042146 , 0.039586 , 0.030831 , 0.023328 , 0.033336 , 0.032793 , 0.032427 , 0.050624 , 0.063225 , 0.070218 , 0.038799 , 0.047643 , 0.023594 , 0.039786 , 0.032194 , 0.024425 , 0.035796 , 0.069785 , 0.069597 , 0.055977 , 0.07546 , 0.049671 , 0.034854 , 0.02877 , 0.027384 , 0.042434 , 0.051522 , 0.028293 , 0.028072 , 0.022364 , 0.025999 , 0.030255 , 0.034699 , 0.03195 , 0.023273 , 0.056287 , 0.069231 , 0.034843 , 0.042578 , 0.033934 , 0.050269 , 0.047067 , 0.047432 , 0.029346 , 0.027639 , 0.049715 , 0.042035 , 0.052608 , 0.05007 , 0.048951 , 0.026997 , 0.057551 , 0.064854 , 0.054303 , 0.04946 , 0.032205 , 0.060166 , 0.01669 , 0.037636 , 0.0513 , 0.055046 , 0.034976 , 0.059368 , 0.062582 , 0.048618 , 0.060166 , 0.056941 
