MAT_00009_MAT_REF.spu,MAT_00008_MAT_REF.spu,MAT_00007_MAT_REF.spu,MAT_00006_MAT_REF.spu,MAT_00005_MAT_REF.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00035_B4_N.spu,MAT_00036_B4_N.spu,MAT_00037_B4_N.spu,MAT_00038_B4_N.spu,MAT_00039_B4_N.spu,MAT_00040_B4_P.spu,MAT_00041_B4_P.spu,MAT_00042_B4_P.spu,MAT_00043_B4_P.spu,MAT_00044_B4_P.spu,MAT_00045_B4_CT2.spu,MAT_00046_B4_CT2.spu,MAT_00047_B4_CT2.spu,MAT_00048_B4_CT2.spu,MAT_00049_B4_CT2.spu,MAT_00055_B4_CT1.spu,MAT_00056_B4_CT1.spu,MAT_00057_B4_CT1.spu,MAT_00058_B4_CT1.spu,MAT_00059_B4_CT1.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00100_B1_NP.spu,MAT_00101_B1_NP.spu,MAT_00102_B1_NP.spu,MAT_00103_B1_NP.spu,MAT_00104_B1_NP.spu,MAT_00105_B1_N.spu,MAT_00106_B1_N.spu,MAT_00107_B1_N.spu,MAT_00108_B1_N.spu,MAT_00109_B1_N.spu,MAT_00110_B1_P.spu,MAT_00111_B1_P.spu,MAT_00112_B1_P.spu,MAT_00113_B1_P.spu,MAT_00114_B1_P.spu
 517 , 0.038008 , 0.061694 , 0.029062 , 0.044286 , 0.037756 , 0.040759 , 0.060665 , 0.057915 , 0.036212 , 0.063521 , 0.090074 , 0.045378 , 0.047048 , 0.035939 , 0.059416 , 0.040045 , 0.056634 , 0.035845 , 0.030469 , 0.038963 , 0.045935 , 0.04289 , 0.071238 , 0.057579 , 0.044318 , 0.040328 , 0.033965 , 0.058387 , 0.042029 , 0.03428 , 0.049767 , 0.05214 , 0.038921 , 0.044822 , 0.053484 , 0.059227 , 0.04331 , 0.035866 , 0.047373 , 0.055993 , 0.043331 , 0.035005 , 0.035068 , 0.035099 , 0.057337 , 0.022343 , 0.036706 , 0.026311 , 0.064886 , 0.03533 , 0.026994 , 0.043982 , 0.029199 , 0.05888 , 0.036454 , 0.041 , 0.049274 , 0.055731 , 0.041389 , 0.063133 , 0.051289 , 0.041263 , 0.046953 , 0.063028 , 0.051625 , 0.022584 , 0.041693 , 0.052833 , 0.043562 , 0.040066 , 0.06014 , 0.051111 , 0.047027 , 0.036601 , 0.049956 , 0.100049 , 0.067605 , 0.055489 , 0.066136 , 0.04331 , 0.031257 , 0.024327 , 0.02838 , 0.036244 , 0.035341 , 0.077359 , 0.057474 , 0.058565 , 0.049001 , 0.044297 , 0.056634 , 0.041871 , 0.047142 , 0.049694 , 0.0389 
 518 , 0.038725 , 0.062822 , 0.029646 , 0.044883 , 0.038389 , 0.041552 , 0.06134 , 0.058734 , 0.03675 , 0.064314 , 0.090807 , 0.046008 , 0.047574 , 0.036602 , 0.060321 , 0.04068 , 0.057463 , 0.036918 , 0.03118 , 0.039965 , 0.046081 , 0.043181 , 0.07207 , 0.058177 , 0.045094 , 0.041079 , 0.034889 , 0.059186 , 0.042687 , 0.034963 , 0.050779 , 0.052923 , 0.03945 , 0.045388 , 0.054142 , 0.060153 , 0.044085 , 0.036392 , 0.048015 , 0.056706 , 0.04399 , 0.035362 , 0.03552 , 0.035688 , 0.05845 , 0.022815 , 0.037832 , 0.02664 , 0.065744 , 0.03572 , 0.027407 , 0.0446 , 0.029782 , 0.059796 , 0.037149 , 0.041857 , 0.050338 , 0.056674 , 0.041962 , 0.063957 , 0.052376 , 0.042172 , 0.047805 , 0.063936 , 0.052471 , 0.023204 , 0.042708 , 0.053669 , 0.044127 , 0.040753 , 0.061351 , 0.051893 , 0.047773 , 0.037138 , 0.051063 , 0.101074 , 0.068455 , 0.056454 , 0.067026 , 0.044001 , 0.031989 , 0.024896 , 0.029225 , 0.037023 , 0.036308 , 0.07868 , 0.058577 , 0.059575 , 0.049739 , 0.045115 , 0.057231 , 0.042614 , 0.047921 , 0.050789 , 0.039587 
 519 , 0.039433 , 0.063941 , 0.030219 , 0.04546 , 0.039023 , 0.042336 , 0.062005 , 0.059554 , 0.037277 , 0.065098 , 0.091541 , 0.046628 , 0.0481 , 0.037266 , 0.061216 , 0.041316 , 0.058271 , 0.037982 , 0.031881 , 0.040958 , 0.046217 , 0.043472 , 0.072892 , 0.058766 , 0.04587 , 0.041831 , 0.035794 , 0.059975 , 0.043335 , 0.035636 , 0.051781 , 0.053696 , 0.039959 , 0.045944 , 0.0548 , 0.061059 , 0.044839 , 0.03693 , 0.048647 , 0.057419 , 0.044629 , 0.03571 , 0.035962 , 0.036278 , 0.059554 , 0.023266 , 0.038939 , 0.026958 , 0.066602 , 0.03612 , 0.027821 , 0.045208 , 0.030356 , 0.060701 , 0.037845 , 0.042704 , 0.051382 , 0.057598 , 0.042525 , 0.064782 , 0.053454 , 0.043083 , 0.048658 , 0.064835 , 0.053307 , 0.023813 , 0.043714 , 0.054495 , 0.044682 , 0.041431 , 0.062542 , 0.052665 , 0.04851 , 0.037666 , 0.05216 , 0.10209 , 0.069294 , 0.057409 , 0.067906 , 0.044692 , 0.032722 , 0.025465 , 0.030061 , 0.037792 , 0.037266 , 0.079981 , 0.05966 , 0.060585 , 0.050467 , 0.045923 , 0.057829 , 0.043335 , 0.048689 , 0.051866 , 0.040264 
 520 , 0.040135 , 0.065064 , 0.03079 , 0.046049 , 0.039661 , 0.043102 , 0.062685 , 0.06037 , 0.037799 , 0.065874 , 0.092276 , 0.047248 , 0.048627 , 0.037935 , 0.062107 , 0.041945 , 0.059097 , 0.03904 , 0.03259 , 0.041955 , 0.046354 , 0.043765 , 0.073713 , 0.05936 , 0.046638 , 0.042576 , 0.036694 , 0.06077 , 0.043975 , 0.036315 , 0.052783 , 0.054467 , 0.040482 , 0.046501 , 0.055446 , 0.06197 , 0.045596 , 0.037462 , 0.049279 , 0.058129 , 0.04528 , 0.036062 , 0.036409 , 0.036872 , 0.060654 , 0.023729 , 0.040061 , 0.027286 , 0.067452 , 0.036515 , 0.028233 , 0.045817 , 0.030938 , 0.061601 , 0.038535 , 0.043555 , 0.052436 , 0.058529 , 0.043102 , 0.0656 , 0.05452 , 0.043986 , 0.049511 , 0.065737 , 0.05413 , 0.024434 , 0.044723 , 0.05533 , 0.045249 , 0.042113 , 0.063738 , 0.053436 , 0.049248 , 0.038198 , 0.053257 , 0.103104 , 0.070136 , 0.05836 , 0.068778 , 0.045375 , 0.033463 , 0.026034 , 0.030906 , 0.038567 , 0.038209 , 0.08129 , 0.060749 , 0.06158 , 0.051194 , 0.046733 , 0.058424 , 0.04407 , 0.049458 , 0.052941 , 0.040945 
 521 , 0.040945 , 0.066237 , 0.031393 , 0.046711 , 0.040388 , 0.04387 , 0.063512 , 0.061239 , 0.038294 , 0.066731 , 0.093074 , 0.04791 , 0.049225 , 0.038663 , 0.063049 , 0.042608 , 0.059998 , 0.040251 , 0.033371 , 0.04306 , 0.046553 , 0.044081 , 0.0746 , 0.06004 , 0.047479 , 0.043365 , 0.037674 , 0.061618 , 0.044691 , 0.037042 , 0.053865 , 0.055285 , 0.04103 , 0.047089 , 0.056126 , 0.062923 , 0.046406 , 0.038052 , 0.049972 , 0.058967 , 0.046006 , 0.036464 , 0.036906 , 0.037537 , 0.061829 , 0.024229 , 0.041314 , 0.027627 , 0.068393 , 0.036958 , 0.028647 , 0.046458 , 0.031603 , 0.062597 , 0.039336 , 0.04447 , 0.05357 , 0.059556 , 0.043775 , 0.066489 , 0.055685 , 0.044985 , 0.050435 , 0.066721 , 0.055022 , 0.025112 , 0.045869 , 0.056284 , 0.04589 , 0.04285 , 0.065048 , 0.054275 , 0.049993 , 0.038789 , 0.054422 , 0.104215 , 0.071044 , 0.059398 , 0.069761 , 0.0461 , 0.034244 , 0.026648 , 0.031856 , 0.039399 , 0.039231 , 0.082722 , 0.061913 , 0.062639 , 0.052002 , 0.047615 , 0.059093 , 0.044912 , 0.050309 , 0.054086 , 0.041692 
 522 , 0.041731 , 0.067401 , 0.031985 , 0.047362 , 0.04111 , 0.044615 , 0.064317 , 0.062096 , 0.038784 , 0.067569 , 0.09386 , 0.048551 , 0.049814 , 0.039384 , 0.06398 , 0.043267 , 0.060886 , 0.041436 , 0.034132 , 0.044141 , 0.046741 , 0.044394 , 0.075463 , 0.060696 , 0.048288 , 0.044141 , 0.038636 , 0.062465 , 0.045393 , 0.037752 , 0.054918 , 0.056076 , 0.041573 , 0.047667 , 0.056792 , 0.063864 , 0.047204 , 0.038636 , 0.050666 , 0.059781 , 0.046709 , 0.036868 , 0.037384 , 0.038194 , 0.062991 , 0.024723 , 0.042552 , 0.027964 , 0.069306 , 0.037395 , 0.029059 , 0.047088 , 0.032248 , 0.063559 , 0.04012 , 0.045362 , 0.054676 , 0.06056 , 0.044425 , 0.067369 , 0.056823 , 0.045972 , 0.05134 , 0.067685 , 0.055887 , 0.025786 , 0.046993 , 0.057234 , 0.046509 , 0.043562 , 0.066338 , 0.055087 , 0.050719 , 0.039352 , 0.05556 , 0.105311 , 0.071937 , 0.060423 , 0.070727 , 0.046814 , 0.035016 , 0.027259 , 0.032795 , 0.040226 , 0.040215 , 0.084125 , 0.063054 , 0.063675 , 0.052792 , 0.048477 , 0.059749 , 0.04573 , 0.05115 , 0.055213 , 0.042425 
 523 , 0.042506 , 0.068534 , 0.032556 , 0.047991 , 0.041821 , 0.045349 , 0.065112 , 0.062932 , 0.039263 , 0.068386 , 0.094625 , 0.049192 , 0.050403 , 0.040095 , 0.06488 , 0.043917 , 0.061763 , 0.04259 , 0.034883 , 0.045201 , 0.046928 , 0.044706 , 0.076304 , 0.061342 , 0.049086 , 0.044906 , 0.039579 , 0.06329 , 0.046075 , 0.038452 , 0.055962 , 0.056867 , 0.042106 , 0.048234 , 0.057436 , 0.064785 , 0.04797 , 0.0392 , 0.05134 , 0.060584 , 0.047402 , 0.037252 , 0.037863 , 0.038842 , 0.064122 , 0.025207 , 0.043769 , 0.028302 , 0.070208 , 0.03782 , 0.02946 , 0.047707 , 0.032882 , 0.064512 , 0.040895 , 0.046244 , 0.055772 , 0.061542 , 0.045075 , 0.068228 , 0.057941 , 0.046928 , 0.052224 , 0.068639 , 0.056741 , 0.026449 , 0.048097 , 0.058152 , 0.047128 , 0.044275 , 0.067597 , 0.055888 , 0.051434 , 0.039916 , 0.056678 , 0.106386 , 0.072808 , 0.061416 , 0.071671 , 0.047507 , 0.035778 , 0.027849 , 0.033714 , 0.041042 , 0.04119 , 0.085496 , 0.064175 , 0.064691 , 0.053572 , 0.049318 , 0.060395 , 0.046538 , 0.051971 , 0.056309 , 0.043138 
 524 , 0.043234 , 0.06971 , 0.033147 , 0.04862 , 0.042528 , 0.04608 , 0.065884 , 0.063734 , 0.03984 , 0.069204 , 0.095427 , 0.049821 , 0.050981 , 0.04081 , 0.065831 , 0.044604 , 0.062648 , 0.043761 , 0.035645 , 0.046269 , 0.04707 , 0.045015 , 0.077182 , 0.061995 , 0.049884 , 0.0457 , 0.040567 , 0.064145 , 0.046775 , 0.039176 , 0.057009 , 0.057673 , 0.042654 , 0.04882 , 0.058127 , 0.065726 , 0.048746 , 0.039745 , 0.052003 , 0.061373 , 0.048114 , 0.037648 , 0.038333 , 0.039482 , 0.065304 , 0.025696 , 0.044994 , 0.028636 , 0.071111 , 0.038259 , 0.029859 , 0.048346 , 0.033527 , 0.065473 , 0.041653 , 0.047123 , 0.056893 , 0.062564 , 0.045711 , 0.069098 , 0.059075 , 0.047914 , 0.053131 , 0.069594 , 0.057621 , 0.027077 , 0.04922 , 0.059075 , 0.047724 , 0.044994 , 0.068898 , 0.056714 , 0.052193 , 0.040451 , 0.05781 , 0.107474 , 0.073725 , 0.062427 , 0.072619 , 0.048209 , 0.036562 , 0.028457 , 0.034644 , 0.041885 , 0.042212 , 0.086921 , 0.065336 , 0.065726 , 0.054353 , 0.050169 , 0.061067 , 0.047334 , 0.052793 , 0.057441 , 0.043866 
 525 , 0.043925 , 0.070901 , 0.033741 , 0.049234 , 0.043218 , 0.046817 , 0.066648 , 0.064516 , 0.040443 , 0.070004 , 0.09622 , 0.050448 , 0.051556 , 0.04154 , 0.066785 , 0.045308 , 0.063524 , 0.044928 , 0.0364 , 0.047324 , 0.047197 , 0.045329 , 0.078057 , 0.062627 , 0.050669 , 0.04649 , 0.041561 , 0.065002 , 0.047461 , 0.039915 , 0.058057 , 0.058479 , 0.043187 , 0.049413 , 0.058806 , 0.066659 , 0.049487 , 0.040274 , 0.052664 , 0.062141 , 0.048812 , 0.038036 , 0.038796 , 0.040126 , 0.066479 , 0.026174 , 0.046205 , 0.02896 , 0.072009 , 0.038691 , 0.030269 , 0.04897 , 0.034163 , 0.066437 , 0.042406 , 0.047989 , 0.058015 , 0.063577 , 0.046332 , 0.069972 , 0.0602 , 0.048886 , 0.054036 , 0.070532 , 0.05849 , 0.027693 , 0.050342 , 0.059978 , 0.048295 , 0.045698 , 0.070194 , 0.057529 , 0.05296 , 0.04097 , 0.058944 , 0.108547 , 0.074637 , 0.063418 , 0.073561 , 0.048907 , 0.03735 , 0.029055 , 0.035577 , 0.042733 , 0.043239 , 0.088326 , 0.066511 , 0.066764 , 0.055113 , 0.051018 , 0.06173 , 0.048115 , 0.053603 , 0.058564 , 0.044569 
 526 , 0.044607 , 0.072062 , 0.034324 , 0.049838 , 0.043888 , 0.047534 , 0.067402 , 0.065278 , 0.041024 , 0.070794 , 0.096992 , 0.051053 , 0.052121 , 0.04224 , 0.06773 , 0.046002 , 0.064379 , 0.046076 , 0.037146 , 0.048359 , 0.047323 , 0.045632 , 0.078921 , 0.063259 , 0.051434 , 0.04726 , 0.042546 , 0.065848 , 0.048137 , 0.040633 , 0.059085 , 0.059275 , 0.043709 , 0.049997 , 0.059487 , 0.067571 , 0.050229 , 0.040792 , 0.053304 , 0.0629 , 0.049489 , 0.038425 , 0.03926 , 0.04075 , 0.067634 , 0.026642 , 0.047407 , 0.029294 , 0.072887 , 0.039122 , 0.030657 , 0.049595 , 0.034779 , 0.067381 , 0.043138 , 0.048834 , 0.059117 , 0.06457 , 0.046943 , 0.070836 , 0.061304 , 0.049849 , 0.054921 , 0.071449 , 0.059339 , 0.028301 , 0.051444 , 0.060871 , 0.048866 , 0.046393 , 0.07146 , 0.058335 , 0.053717 , 0.041479 , 0.060057 , 0.109599 , 0.075539 , 0.06439 , 0.074482 , 0.049584 , 0.038118 , 0.029653 , 0.036491 , 0.043561 , 0.044248 , 0.089721 , 0.067656 , 0.067782 , 0.055872 , 0.051846 , 0.062382 , 0.048887 , 0.054403 , 0.059656 , 0.045262 
 527 , 0.045288 , 0.073197 , 0.034884 , 0.050421 , 0.044547 , 0.048251 , 0.068138 , 0.066063 , 0.041562 , 0.071577 , 0.097751 , 0.051648 , 0.052664 , 0.042927 , 0.068625 , 0.046653 , 0.065217 , 0.047193 , 0.037879 , 0.049373 , 0.047447 , 0.045923 , 0.079769 , 0.063873 , 0.052178 , 0.048018 , 0.043488 , 0.066645 , 0.048801 , 0.041319 , 0.060084 , 0.060041 , 0.044219 , 0.050558 , 0.060137 , 0.068466 , 0.05095 , 0.041308 , 0.053934 , 0.06364 , 0.050156 , 0.038789 , 0.039699 , 0.041361 , 0.068773 , 0.027084 , 0.048558 , 0.029603 , 0.073737 , 0.039509 , 0.031053 , 0.050188 , 0.035381 , 0.068307 , 0.043859 , 0.049669 , 0.0602 , 0.065524 , 0.047531 , 0.071662 , 0.062391 , 0.050781 , 0.055797 , 0.072361 , 0.060189 , 0.028904 , 0.052527 , 0.061745 , 0.049415 , 0.047076 , 0.07271 , 0.059131 , 0.054453 , 0.041986 , 0.061131 , 0.110652 , 0.076425 , 0.065354 , 0.075398 , 0.050251 , 0.038863 , 0.030227 , 0.03735 , 0.044356 , 0.045203 , 0.091104 , 0.068783 , 0.068783 , 0.056612 , 0.052664 , 0.063026 , 0.049648 , 0.055194 , 0.06074 , 0.045944 
 528 , 0.045984 , 0.074309 , 0.035426 , 0.050967 , 0.045189 , 0.048995 , 0.068871 , 0.066857 , 0.042031 , 0.072337 , 0.098488 , 0.052207 , 0.053172 , 0.043578 , 0.069486 , 0.047235 , 0.06603 , 0.048274 , 0.038596 , 0.050352 , 0.047585 , 0.046196 , 0.080584 , 0.064472 , 0.052907 , 0.048751 , 0.044394 , 0.067397 , 0.04944 , 0.041967 , 0.061048 , 0.060772 , 0.044712 , 0.051104 , 0.060772 , 0.069348 , 0.051666 , 0.041829 , 0.05456 , 0.064355 , 0.050797 , 0.039126 , 0.040133 , 0.041956 , 0.069899 , 0.027497 , 0.049652 , 0.029893 , 0.074553 , 0.039836 , 0.031441 , 0.050765 , 0.035967 , 0.06921 , 0.044564 , 0.050479 , 0.061249 , 0.066433 , 0.048105 , 0.072475 , 0.063475 , 0.051687 , 0.05667 , 0.07327 , 0.061026 , 0.02949 , 0.053564 , 0.062606 , 0.04996 , 0.047723 , 0.073927 , 0.059913 , 0.055164 , 0.042508 , 0.062182 , 0.111696 , 0.077298 , 0.066316 , 0.076312 , 0.050924 , 0.039592 , 0.030773 , 0.038172 , 0.045105 , 0.046112 , 0.092478 , 0.069878 , 0.069782 , 0.057348 , 0.053479 , 0.063655 , 0.050405 , 0.055981 , 0.06179 , 0.046599 
 529 , 0.046672 , 0.075401 , 0.035959 , 0.051502 , 0.045812 , 0.049719 , 0.069593 , 0.06764 , 0.042499 , 0.073086 , 0.099214 , 0.052755 , 0.053679 , 0.044209 , 0.070326 , 0.047818 , 0.066833 , 0.049347 , 0.039293 , 0.051311 , 0.047712 , 0.046459 , 0.081399 , 0.06506 , 0.053626 , 0.049464 , 0.045291 , 0.068128 , 0.050069 , 0.042616 , 0.061992 , 0.061493 , 0.045206 , 0.05163 , 0.061397 , 0.070209 , 0.052362 , 0.042351 , 0.055176 , 0.06506 , 0.051439 , 0.039473 , 0.040556 , 0.042531 , 0.071005 , 0.027901 , 0.050738 , 0.030184 , 0.075348 , 0.040153 , 0.031819 , 0.051322 , 0.036533 , 0.070103 , 0.04527 , 0.051269 , 0.0623 , 0.067332 , 0.048668 , 0.073267 , 0.06454 , 0.052575 , 0.057522 , 0.074169 , 0.061854 , 0.030078 , 0.054592 , 0.063457 , 0.050494 , 0.04837 , 0.075135 , 0.060675 , 0.055876 , 0.043019 , 0.063213 , 0.11273 , 0.078151 , 0.067268 , 0.077216 , 0.051577 , 0.040302 , 0.031309 , 0.038964 , 0.045844 , 0.047001 , 0.093842 , 0.070952 , 0.070772 , 0.058063 , 0.054284 , 0.064274 , 0.051141 , 0.056747 , 0.06283 , 0.047245 
 530 , 0.04735 , 0.076474 , 0.036483 , 0.052029 , 0.046425 , 0.050434 , 0.070296 , 0.068414 , 0.042948 , 0.073827 , 0.099931 , 0.053304 , 0.054166 , 0.04484 , 0.071158 , 0.048392 , 0.067617 , 0.050402 , 0.039981 , 0.052262 , 0.04785 , 0.046733 , 0.082195 , 0.065639 , 0.054325 , 0.050178 , 0.04617 , 0.068861 , 0.050689 , 0.043245 , 0.062928 , 0.062194 , 0.04568 , 0.052156 , 0.062013 , 0.071062 , 0.05306 , 0.042852 , 0.055771 , 0.065745 , 0.05206 , 0.0398 , 0.040981 , 0.043107 , 0.072093 , 0.028295 , 0.051805 , 0.030464 , 0.076134 , 0.04047 , 0.032187 , 0.05188 , 0.037089 , 0.070977 , 0.045957 , 0.05206 , 0.063321 , 0.068212 , 0.049221 , 0.07405 , 0.065575 , 0.053453 , 0.058355 , 0.075049 , 0.062662 , 0.030645 , 0.055601 , 0.064289 , 0.051029 , 0.048998 , 0.076315 , 0.061428 , 0.056569 , 0.043522 , 0.064235 , 0.113744 , 0.078984 , 0.068202 , 0.078101 , 0.05222 , 0.040991 , 0.031825 , 0.039747 , 0.046563 , 0.047871 , 0.095178 , 0.072019 , 0.071743 , 0.05877 , 0.05508 , 0.064895 , 0.05188 , 0.057505 , 0.063853 , 0.047892 
 531 , 0.047987 , 0.07749 , 0.036999 , 0.052565 , 0.047039 , 0.051032 , 0.070995 , 0.0691 , 0.043387 , 0.074519 , 0.100647 , 0.053853 , 0.054662 , 0.045421 , 0.071943 , 0.048966 , 0.068333 , 0.051362 , 0.040598 , 0.053119 , 0.048008 , 0.047018 , 0.082952 , 0.066193 , 0.054971 , 0.050829 , 0.046986 , 0.069579 , 0.051277 , 0.043834 , 0.063819 , 0.062861 , 0.046134 , 0.052661 , 0.062605 , 0.071868 , 0.053725 , 0.043323 , 0.056355 , 0.066427 , 0.052661 , 0.040129 , 0.041396 , 0.043653 , 0.073082 , 0.028683 , 0.052788 , 0.030738 , 0.076851 , 0.0408 , 0.032527 , 0.052426 , 0.037616 , 0.071783 , 0.046602 , 0.052799 , 0.064266 , 0.069079 , 0.049775 , 0.074828 , 0.066566 , 0.054268 , 0.059145 , 0.075903 , 0.063436 , 0.031143 , 0.056536 , 0.065054 , 0.051532 , 0.049605 , 0.077458 , 0.062158 , 0.057239 , 0.043962 , 0.065214 , 0.114787 , 0.079822 , 0.0691 , 0.078991 , 0.052831 , 0.04163 , 0.032314 , 0.040491 , 0.047241 , 0.048679 , 0.096484 , 0.07305 , 0.072699 , 0.059464 , 0.055812 , 0.065491 , 0.052586 , 0.05825 , 0.064798 , 0.048519 
 532 , 0.048602 , 0.078487 , 0.037506 , 0.053078 , 0.047632 , 0.051629 , 0.071666 , 0.06978 , 0.043816 , 0.075215 , 0.10136 , 0.0544 , 0.055146 , 0.04599 , 0.072721 , 0.04954 , 0.069034 , 0.052311 , 0.041205 , 0.053963 , 0.048165 , 0.047301 , 0.083699 , 0.066753 , 0.055593 , 0.051479 , 0.047781 , 0.070291 , 0.051842 , 0.044424 , 0.064706 , 0.063502 , 0.046587 , 0.053163 , 0.063182 , 0.072657 , 0.054378 , 0.043795 , 0.056936 , 0.067104 , 0.053259 , 0.040459 , 0.041812 , 0.044189 , 0.074064 , 0.029076 , 0.05376 , 0.030994 , 0.077571 , 0.04113 , 0.032859 , 0.052961 , 0.038135 , 0.072583 , 0.047227 , 0.053536 , 0.065197 , 0.069929 , 0.050318 , 0.07561 , 0.067531 , 0.055093 , 0.059921 , 0.076761 , 0.064195 , 0.031634 , 0.057459 , 0.065825 , 0.052034 , 0.050211 , 0.078573 , 0.062873 , 0.057906 , 0.044392 , 0.066188 , 0.115813 , 0.080651 , 0.069993 , 0.079873 , 0.05344 , 0.04226 , 0.032795 , 0.041215 , 0.047909 , 0.049486 , 0.097768 , 0.074086 , 0.073649 , 0.060155 , 0.056542 , 0.066092 , 0.053291 , 0.058993 , 0.065729 , 0.049145 
 533 , 0.049217 , 0.079464 , 0.038014 , 0.053591 , 0.048225 , 0.052215 , 0.072337 , 0.070438 , 0.044245 , 0.07589 , 0.102062 , 0.054946 , 0.055629 , 0.04656 , 0.073479 , 0.050103 , 0.069723 , 0.053239 , 0.041802 , 0.054786 , 0.048321 , 0.047574 , 0.084436 , 0.067291 , 0.056216 , 0.052119 , 0.048577 , 0.070993 , 0.052407 , 0.044992 , 0.065573 , 0.064143 , 0.047019 , 0.053655 , 0.063759 , 0.073447 , 0.055021 , 0.044245 , 0.057507 , 0.067771 , 0.053848 , 0.040778 , 0.042207 , 0.044725 , 0.075026 , 0.029447 , 0.054712 , 0.03125 , 0.078269 , 0.041461 , 0.033192 , 0.053485 , 0.038655 , 0.073372 , 0.047851 , 0.054264 , 0.066128 , 0.070769 , 0.05086 , 0.07637 , 0.068486 , 0.055896 , 0.060676 , 0.077597 , 0.064954 , 0.032125 , 0.058361 , 0.066576 , 0.052525 , 0.050817 , 0.079688 , 0.063589 , 0.058563 , 0.044821 , 0.067152 , 0.116839 , 0.08147 , 0.070865 , 0.080745 , 0.05405 , 0.04289 , 0.033277 , 0.041941 , 0.048566 , 0.050273 , 0.099032 , 0.075101 , 0.074578 , 0.060836 , 0.057272 , 0.066683 , 0.053976 , 0.059726 , 0.066651 , 0.049761 
 534 , 0.049752 , 0.080386 , 0.03845 , 0.054072 , 0.048726 , 0.052767 , 0.072923 , 0.071073 , 0.044663 , 0.076505 , 0.102701 , 0.055408 , 0.056039 , 0.047068 , 0.074195 , 0.050586 , 0.070357 , 0.054051 , 0.042332 , 0.055526 , 0.048426 , 0.047828 , 0.085102 , 0.067769 , 0.056745 , 0.052703 , 0.049271 , 0.071618 , 0.052906 , 0.045518 , 0.066347 , 0.064754 , 0.047432 , 0.054093 , 0.064273 , 0.074174 , 0.055601 , 0.044663 , 0.058039 , 0.068389 , 0.054371 , 0.041091 , 0.042577 , 0.045219 , 0.075906 , 0.029768 , 0.055547 , 0.031479 , 0.078868 , 0.041733 , 0.033467 , 0.053954 , 0.039102 , 0.074088 , 0.048394 , 0.054906 , 0.066956 , 0.071533 , 0.051335 , 0.077082 , 0.069351 , 0.056617 , 0.061353 , 0.078333 , 0.06562 , 0.032548 , 0.059151 , 0.067245 , 0.052949 , 0.051335 , 0.080686 , 0.06424 , 0.05914 , 0.04524 , 0.068015 , 0.117767 , 0.082236 , 0.07164 , 0.08152 , 0.054585 , 0.043454 , 0.03366 , 0.042545 , 0.049153 , 0.050982 , 0.10021 , 0.075992 , 0.075403 , 0.06146 , 0.057921 , 0.067234 , 0.054585 , 0.06037 , 0.067502 , 0.050308 
