MAY26LOF00011.spu,MAY26LOF00010.spu,MAY26LOF00009.spu,
Wavelength,MAY26LOF00027.spu,MAY26LOF00028.spu,MAY26LOF00029.spu,MAY26LOF00030.spu,MAY26LOF00031.spu,MAY26LOF00032.spu,MAY26LOF00033.spu,MAY26LOF00034.spu,MAY26LOF00035.spu,MAY26LOF00036.spu,MAY26LOF00037.spu,MAY26LOF00038.spu,MAY26LOF00039.spu,MAY26LOF00040.spu,MAY26LOF00041.spu,MAY26LOF00042.spu,MAY26LOF00043.spu,MAY26LOF00044.spu,MAY26LOF00045.spu,MAY26LOF00046.spu,MAY26LOF00047.spu,MAY26LOF00048.spu,MAY26LOF00049.spu,MAY26LOF00050.spu,MAY26LOF00051.spu,MAY26LOF00052.spu,MAY26LOF00053.spu,MAY26LOF00054.spu,MAY26LOF00055.spu,MAY26LOF00056.spu,MAY26LOF00057.spu,MAY26LOF00058.spu,MAY26LOF00059.spu,MAY26LOF00060.spu,MAY26LOF00061.spu,MAY26LOF00062.spu,MAY26LOF00063.spu,MAY26LOF00064.spu,MAY26LOF00065.spu,MAY26LOF00066.spu,MAY26LOF00067.spu,MAY26LOF00068.spu,MAY26LOF00069.spu,MAY26LOF00070.spu,MAY26LOF00071.spu,MAY26LOF00072.spu,MAY26LOF00073.spu,MAY26LOF00074.spu,MAY26LOF00075.spu,MAY26LOF00076.spu,MAY26LOF00077.spu,MAY26LOF00078.spu,MAY26LOF00079.spu,MAY26LOF00080.spu,MAY26LOF00081.spu,MAY26LOF00082.spu,MAY26LOF00083.spu,MAY26LOF00084.spu,MAY26LOF00085.spu,MAY26LOF00086.spu,MAY26LOF00087.spu,MAY26LOF00088.spu,MAY26LOF00089.spu,MAY26LOF00090.spu,MAY26LOF00091.spu,MAY26LOF00092.spu,MAY26LOF00093.spu,MAY26LOF00094.spu,MAY26LOF00095.spu,MAY26LOF00096.spu,MAY26LOF00097.spu,MAY26LOF00098.spu,MAY26LOF00099.spu,MAY26LOF00100.spu,MAY26LOF00101.spu,MAY26LOF00102.spu,MAY26LOF00103.spu,MAY26LOF00104.spu,MAY26LOF00105.spu,MAY26LOF00106.spu,MAY26LOF00107.spu,MAY26LOF00108.spu,MAY26LOF00109.spu,MAY26LOF00110.spu,MAY26LOF00111.spu,MAY26LOF00112.spu,MAY26LOF00113.spu,MAY26LOF00114.spu,MAY26LOF00115.spu,MAY26LOF00116.spu,MAY26LOF00117.spu,MAY26LOF00118.spu,MAY26LOF00119.spu,MAY26LOF00120.spu,MAY26LOF00121.spu,MAY26LOF00122.spu,MAY26LOF00123.spu,MAY26LOF00124.spu,MAY26LOF00125.spu,MAY26LOF00126.spu
 441 , 0.062709 , 0.039027 , 0.052994 , 0.053681 , 0.047782 , 0.052469 , 0.05608 , 0.053104 , 0.047304 , 0.045829 , 0.05176 , 0.057623 , 0.057817 , 0.049241 , 0.055487 , 0.041494 , 0.04099 , 0.037275 , 0.04046 , 0.041452 , 0.034593 , 0.033627 , 0.028441 , 0.035222 , 0.039993 , 0.031884 , 0.038671 , 0.030625 , 0.036251 , 0.042408 , 0.041442 , 0.040455 , 0.037484 , 0.04046 , 0.04277 , 0.046165 , 0.056253 , 0.036267 , 0.041699 , 0.047378 , 0.047918 , 0.065984 , 0.059229 , 0.059622 , 0.044418 , 0.060683 , 0.056563 , 0.038277 , 0.035726 , 0.04183 , 0.046024 , 0.036744 , 0.041006 , 0.035941 , 0.03305 , 0.03655 , 0.034367 , 0.039169 , 0.035023 , 0.032026 , 0.040906 , 0.03613 , 0.057885 , 0.04532 , 0.042145 , 0.08375 , 0.063921 , 0.077808 , 0.067474 , 0.059082 , 0.045971 , 0.044103 , 0.058851 , 0.037616 , 0.03423 , 0.0356 , 0.044717 , 0.042255 , 0.060583 , 0.037794 , 0.032561 , 0.039741 , 0.033291 , 0.038497 , 0.039909 , 0.064372 , 0.051629 , 0.050705 , 0.038686 , 0.050816 , 0.047147 , 0.06127 , 0.06327 , 0.068912 , 0.079965 , 0.041216 , 0.051272 , 0.028557 , 0.03285 , 0.035217 
 442 , 0.063851 , 0.039685 , 0.054024 , 0.054561 , 0.048597 , 0.053497 , 0.057141 , 0.054141 , 0.048198 , 0.046703 , 0.052763 , 0.058674 , 0.058934 , 0.050156 , 0.056562 , 0.042207 , 0.041718 , 0.037961 , 0.041207 , 0.04217 , 0.0352 , 0.034264 , 0.02898 , 0.03587 , 0.040733 , 0.032407 , 0.03935 , 0.031188 , 0.036918 , 0.043181 , 0.042218 , 0.041175 , 0.038147 , 0.041212 , 0.04359 , 0.047091 , 0.057274 , 0.036966 , 0.042441 , 0.048251 , 0.04882 , 0.067208 , 0.060387 , 0.060685 , 0.045282 , 0.06193 , 0.057775 , 0.039025 , 0.036445 , 0.042633 , 0.046878 , 0.037419 , 0.041968 , 0.036679 , 0.033747 , 0.037248 , 0.03503 , 0.039972 , 0.03562 , 0.032545 , 0.041712 , 0.036833 , 0.05894 , 0.046149 , 0.042962 , 0.08534 , 0.065138 , 0.079285 , 0.06874 , 0.060158 , 0.04682 , 0.04491 , 0.059802 , 0.038296 , 0.034897 , 0.036264 , 0.045665 , 0.042978 , 0.061839 , 0.038557 , 0.033226 , 0.040478 , 0.033992 , 0.039265 , 0.040653 , 0.065707 , 0.052529 , 0.051709 , 0.03951 , 0.052023 , 0.048017 , 0.062494 , 0.064388 , 0.070395 , 0.081578 , 0.041973 , 0.052305 , 0.029193 , 0.033439 , 0.035833 
 443 , 0.064947 , 0.040324 , 0.054991 , 0.055406 , 0.049386 , 0.054474 , 0.058145 , 0.055121 , 0.049035 , 0.047537 , 0.053714 , 0.059665 , 0.059999 , 0.051013 , 0.057584 , 0.042869 , 0.0424 , 0.038605 , 0.041898 , 0.042842 , 0.035764 , 0.034843 , 0.029479 , 0.03646 , 0.04144 , 0.032881 , 0.03998 , 0.031689 , 0.037543 , 0.043898 , 0.04295 , 0.041839 , 0.038777 , 0.041925 , 0.044351 , 0.047909 , 0.058247 , 0.037613 , 0.043122 , 0.049057 , 0.049693 , 0.068397 , 0.061503 , 0.061708 , 0.046033 , 0.06305 , 0.05891 , 0.039688 , 0.03709 , 0.043365 , 0.047666 , 0.038034 , 0.042804 , 0.037317 , 0.034374 , 0.037888 , 0.035651 , 0.04074 , 0.036196 , 0.033042 , 0.042486 , 0.037489 , 0.059945 , 0.046928 , 0.04371 , 0.08688 , 0.066306 , 0.080703 , 0.069939 , 0.061185 , 0.047564 , 0.045634 , 0.060689 , 0.038912 , 0.035479 , 0.036869 , 0.046523 , 0.043656 , 0.062991 , 0.039198 , 0.03377 , 0.04116 , 0.0346 , 0.039958 , 0.041338 , 0.066931 , 0.05339 , 0.052625 , 0.040222 , 0.053089 , 0.048836 , 0.063643 , 0.065475 , 0.071739 , 0.083118 , 0.042626 , 0.053218 , 0.02969 , 0.033964 , 0.036384 
 444 , 0.065954 , 0.04094 , 0.055857 , 0.056206 , 0.050132 , 0.055366 , 0.059057 , 0.055993 , 0.049783 , 0.048306 , 0.054587 , 0.060546 , 0.060977 , 0.051773 , 0.058507 , 0.043448 , 0.043017 , 0.039174 , 0.042505 , 0.043421 , 0.036262 , 0.035313 , 0.02991 , 0.036933 , 0.042085 , 0.033258 , 0.040498 , 0.032097 , 0.038089 , 0.044522 , 0.043612 , 0.042412 , 0.039332 , 0.042576 , 0.045002 , 0.048535 , 0.059117 , 0.03817 , 0.043693 , 0.049729 , 0.050498 , 0.069526 , 0.062547 , 0.062656 , 0.046572 , 0.063937 , 0.059908 , 0.040199 , 0.037592 , 0.043944 , 0.048333 , 0.038541 , 0.043415 , 0.037778 , 0.034861 , 0.03841 , 0.036202 , 0.041431 , 0.03672 , 0.033514 , 0.043214 , 0.038067 , 0.060868 , 0.047603 , 0.044342 , 0.088352 , 0.067383 , 0.082016 , 0.071008 , 0.062122 , 0.04812 , 0.046201 , 0.061473 , 0.039408 , 0.035902 , 0.03738 , 0.047205 , 0.044228 , 0.063953 , 0.039615 , 0.034092 , 0.041725 , 0.035052 , 0.040504 , 0.041927 , 0.067944 , 0.054178 , 0.053376 , 0.040722 , 0.053889 , 0.04956 , 0.064635 , 0.066516 , 0.07283 , 0.084524 , 0.043115 , 0.053905 , 0.029932 , 0.034348 , 0.036813 
 445 , 0.066967 , 0.041553 , 0.056722 , 0.057003 , 0.050877 , 0.056259 , 0.059964 , 0.056866 , 0.05053 , 0.04908 , 0.05546 , 0.061426 , 0.06195 , 0.052537 , 0.059424 , 0.044029 , 0.043627 , 0.039745 , 0.043114 , 0.044002 , 0.036756 , 0.035786 , 0.030338 , 0.037412 , 0.042728 , 0.033635 , 0.041018 , 0.032499 , 0.038631 , 0.045143 , 0.044272 , 0.042981 , 0.039883 , 0.043219 , 0.045656 , 0.049163 , 0.059992 , 0.03873 , 0.044261 , 0.050398 , 0.051302 , 0.070656 , 0.063593 , 0.063604 , 0.047111 , 0.064828 , 0.060907 , 0.04071 , 0.038091 , 0.044525 , 0.049003 , 0.03905 , 0.044024 , 0.038239 , 0.03535 , 0.03894 , 0.036756 , 0.042127 , 0.037247 , 0.033977 , 0.043941 , 0.038647 , 0.061795 , 0.04828 , 0.044978 , 0.089817 , 0.068462 , 0.083327 , 0.072079 , 0.063058 , 0.048683 , 0.04677 , 0.062253 , 0.039899 , 0.036326 , 0.037892 , 0.047889 , 0.044807 , 0.064911 , 0.040037 , 0.034413 , 0.042298 , 0.035504 , 0.041057 , 0.042513 , 0.068963 , 0.054974 , 0.054131 , 0.041217 , 0.054693 , 0.050287 , 0.065627 , 0.067557 , 0.073926 , 0.085935 , 0.043599 , 0.054588 , 0.030172 , 0.034738 , 0.037241 
 446 , 0.06798 , 0.04217 , 0.057587 , 0.057805 , 0.051621 , 0.057152 , 0.060877 , 0.057738 , 0.051275 , 0.049848 , 0.056333 , 0.06231 , 0.062929 , 0.053299 , 0.060347 , 0.044607 , 0.044244 , 0.040313 , 0.04372 , 0.044579 , 0.037252 , 0.03626 , 0.030767 , 0.037888 , 0.043369 , 0.034018 , 0.04154 , 0.032897 , 0.03917 , 0.045766 , 0.04493 , 0.043553 , 0.040441 , 0.043865 , 0.046307 , 0.049787 , 0.06086 , 0.039282 , 0.04483 , 0.051069 , 0.052101 , 0.071783 , 0.064635 , 0.064551 , 0.047651 , 0.065717 , 0.061903 , 0.041222 , 0.03859 , 0.045108 , 0.049669 , 0.03956 , 0.044634 , 0.038702 , 0.035836 , 0.039466 , 0.037308 , 0.042817 , 0.037776 , 0.034447 , 0.044662 , 0.039226 , 0.062717 , 0.048956 , 0.04561 , 0.091287 , 0.069536 , 0.084635 , 0.073149 , 0.063999 , 0.049246 , 0.047339 , 0.063035 , 0.040391 , 0.036745 , 0.038401 , 0.048571 , 0.045382 , 0.065867 , 0.040453 , 0.034737 , 0.042867 , 0.035958 , 0.041601 , 0.043101 , 0.069982 , 0.055764 , 0.054883 , 0.041713 , 0.055491 , 0.051013 , 0.066626 , 0.068599 , 0.075017 , 0.087345 , 0.044088 , 0.055273 , 0.030416 , 0.035128 , 0.037676 
 447 , 0.068784 , 0.042634 , 0.05835 , 0.058445 , 0.052192 , 0.057906 , 0.061611 , 0.058462 , 0.051957 , 0.05043 , 0.057042 , 0.06307 , 0.063794 , 0.054028 , 0.061128 , 0.045115 , 0.044795 , 0.04081 , 0.04429 , 0.045104 , 0.037734 , 0.036741 , 0.031178 , 0.038318 , 0.04388 , 0.034479 , 0.04205 , 0.033384 , 0.03962 , 0.04631 , 0.045496 , 0.044032 , 0.040945 , 0.044509 , 0.047018 , 0.050441 , 0.061611 , 0.039788 , 0.045407 , 0.051766 , 0.052748 , 0.07269 , 0.065466 , 0.065422 , 0.048348 , 0.066639 , 0.062733 , 0.041831 , 0.03921 , 0.045811 , 0.05043 , 0.040091 , 0.045401 , 0.039373 , 0.03637 , 0.039974 , 0.037768 , 0.043431 , 0.03829 , 0.034838 , 0.045261 , 0.039755 , 0.063513 , 0.049627 , 0.046237 , 0.092508 , 0.070417 , 0.085728 , 0.074048 , 0.064894 , 0.049874 , 0.047871 , 0.063828 , 0.040989 , 0.037263 , 0.039053 , 0.049235 , 0.046041 , 0.066808 , 0.040967 , 0.035315 , 0.043465 , 0.036505 , 0.042106 , 0.043785 , 0.0709 , 0.056503 , 0.055633 , 0.042365 , 0.056419 , 0.051755 , 0.067627 , 0.069491 , 0.076159 , 0.088579 , 0.044739 , 0.055936 , 0.030909 , 0.035641 , 0.038211 
 448 , 0.069584 , 0.043098 , 0.059113 , 0.059084 , 0.052757 , 0.058661 , 0.062341 , 0.059186 , 0.052632 , 0.051007 , 0.057741 , 0.063832 , 0.064656 , 0.05476 , 0.061901 , 0.045621 , 0.045345 , 0.041309 , 0.044854 , 0.045627 , 0.038215 , 0.037222 , 0.031588 , 0.038746 , 0.044391 , 0.034947 , 0.042568 , 0.033863 , 0.040061 , 0.046852 , 0.046062 , 0.044515 , 0.041444 , 0.045153 , 0.047727 , 0.051091 , 0.062358 , 0.040293 , 0.045977 , 0.052463 , 0.053383 , 0.073586 , 0.066287 , 0.066287 , 0.049048 , 0.067569 , 0.063561 , 0.042443 , 0.039841 , 0.046513 , 0.051193 , 0.04062 , 0.046175 , 0.04005 , 0.036912 , 0.040479 , 0.038221 , 0.044047 , 0.038803 , 0.035224 , 0.045853 , 0.040281 , 0.064306 , 0.050301 , 0.046875 , 0.093727 , 0.071289 , 0.086817 , 0.074941 , 0.065785 , 0.050504 , 0.048399 , 0.064622 , 0.041585 , 0.037775 , 0.039706 , 0.049889 , 0.046705 , 0.067744 , 0.041484 , 0.035901 , 0.044064 , 0.037053 , 0.042607 , 0.044476 , 0.071808 , 0.057239 , 0.056386 , 0.043019 , 0.057346 , 0.052503 , 0.068635 , 0.070385 , 0.077295 , 0.089804 , 0.045396 , 0.056601 , 0.031408 , 0.036161 , 0.038757 
 449 , 0.070383 , 0.043559 , 0.059875 , 0.059722 , 0.053324 , 0.059415 , 0.063077 , 0.059909 , 0.053312 , 0.051581 , 0.058444 , 0.064593 , 0.065524 , 0.055487 , 0.062674 , 0.046131 , 0.045898 , 0.041805 , 0.045421 , 0.046148 , 0.038694 , 0.037706 , 0.031995 , 0.039171 , 0.044899 , 0.035413 , 0.043083 , 0.034346 , 0.040505 , 0.047391 , 0.046631 , 0.044996 , 0.041947 , 0.045796 , 0.048442 , 0.051746 , 0.063105 , 0.040795 , 0.046545 , 0.053165 , 0.054022 , 0.074482 , 0.067113 , 0.067153 , 0.049747 , 0.068493 , 0.064388 , 0.04306 , 0.040471 , 0.047221 , 0.051956 , 0.041152 , 0.046949 , 0.040727 , 0.037445 , 0.040988 , 0.038677 , 0.044661 , 0.039313 , 0.035617 , 0.046443 , 0.040806 , 0.065103 , 0.050979 , 0.047505 , 0.094947 , 0.07216 , 0.087908 , 0.075833 , 0.066682 , 0.051132 , 0.04893 , 0.065416 , 0.04218 , 0.038291 , 0.040358 , 0.050548 , 0.047374 , 0.068674 , 0.042004 , 0.036486 , 0.044661 , 0.037604 , 0.043111 , 0.045166 , 0.072722 , 0.057973 , 0.057139 , 0.043673 , 0.058268 , 0.05325 , 0.069639 , 0.07128 , 0.078439 , 0.09103 , 0.046052 , 0.057269 , 0.031905 , 0.036679 , 0.039296 
 450 , 0.070906 , 0.04388 , 0.060388 , 0.06012 , 0.053743 , 0.059881 , 0.063583 , 0.060394 , 0.05372 , 0.051978 , 0.058891 , 0.065103 , 0.0661 , 0.055929 , 0.06319 , 0.046477 , 0.046232 , 0.042109 , 0.045754 , 0.046466 , 0.03896 , 0.038015 , 0.032253 , 0.039433 , 0.04527 , 0.035646 , 0.043351 , 0.034621 , 0.040771 , 0.047718 , 0.047029 , 0.045298 , 0.04224 , 0.046181 , 0.048829 , 0.05216 , 0.063588 , 0.041113 , 0.046904 , 0.053589 , 0.054443 , 0.075097 , 0.067637 , 0.067711 , 0.050201 , 0.069032 , 0.064926 , 0.043448 , 0.040845 , 0.047616 , 0.052393 , 0.041449 , 0.047416 , 0.041102 , 0.037765 , 0.041312 , 0.03896 , 0.045093 , 0.039621 , 0.035851 , 0.046864 , 0.041141 , 0.065621 , 0.05138 , 0.047878 , 0.095767 , 0.072756 , 0.088649 , 0.076435 , 0.067238 , 0.051437 , 0.049222 , 0.065775 , 0.042508 , 0.03855 , 0.04072 , 0.05101 , 0.04769 , 0.06926 , 0.042286 , 0.036728 , 0.045042 , 0.037924 , 0.043413 , 0.045509 , 0.07336 , 0.058424 , 0.057626 , 0.044057 , 0.058782 , 0.053686 , 0.070228 , 0.071856 , 0.079151 , 0.091809 , 0.046374 , 0.057643 , 0.032093 , 0.03691 , 0.039581 
 451 , 0.071262 , 0.044125 , 0.060749 , 0.060373 , 0.054069 , 0.06018 , 0.063938 , 0.060732 , 0.053972 , 0.052269 , 0.059177 , 0.065459 , 0.066496 , 0.056199 , 0.063557 , 0.046734 , 0.046438 , 0.042297 , 0.045948 , 0.04666 , 0.039091 , 0.038208 , 0.032416 , 0.039586 , 0.045549 , 0.035737 , 0.04347 , 0.034763 , 0.040919 , 0.047924 , 0.047315 , 0.045486 , 0.0424 , 0.046409 , 0.049012 , 0.052429 , 0.063899 , 0.041323 , 0.047138 , 0.053853 , 0.054735 , 0.075545 , 0.067982 , 0.068079 , 0.050504 , 0.069337 , 0.065288 , 0.043698 , 0.041067 , 0.047821 , 0.052645 , 0.041597 , 0.047702 , 0.041289 , 0.037946 , 0.041528 , 0.039148 , 0.045412 , 0.039791 , 0.035993 , 0.047184 , 0.041363 , 0.065966 , 0.051614 , 0.048095 , 0.096338 , 0.073182 , 0.089179 , 0.076855 , 0.067589 , 0.051546 , 0.049376 , 0.065875 , 0.042673 , 0.038652 , 0.040902 , 0.051358 , 0.047799 , 0.069634 , 0.042428 , 0.036762 , 0.045281 , 0.038106 , 0.04359 , 0.045635 , 0.073825 , 0.058699 , 0.057959 , 0.044273 , 0.059046 , 0.053932 , 0.070562 , 0.072242 , 0.079589 , 0.092311 , 0.0465 , 0.057845 , 0.032092 , 0.036967 , 0.0397 
 452 , 0.071619 , 0.044365 , 0.061116 , 0.060632 , 0.054395 , 0.060472 , 0.0643 , 0.06107 , 0.054224 , 0.052561 , 0.059464 , 0.065815 , 0.066897 , 0.056468 , 0.063918 , 0.04699 , 0.046643 , 0.042491 , 0.046142 , 0.046859 , 0.039221 , 0.038407 , 0.03258 , 0.039745 , 0.045828 , 0.035827 , 0.04359 , 0.03491 , 0.041072 , 0.048129 , 0.047605 , 0.04568 , 0.042565 , 0.046637 , 0.0492 , 0.052698 , 0.064214 , 0.041534 , 0.047366 , 0.054116 , 0.055027 , 0.075993 , 0.068327 , 0.068446 , 0.050807 , 0.069643 , 0.06565 , 0.043954 , 0.041289 , 0.048033 , 0.052891 , 0.04175 , 0.047987 , 0.041483 , 0.038122 , 0.041745 , 0.039329 , 0.045732 , 0.039967 , 0.036134 , 0.047503 , 0.041585 , 0.06631 , 0.051843 , 0.048312 , 0.096908 , 0.073607 , 0.089703 , 0.077275 , 0.067945 , 0.051655 , 0.049531 , 0.06598 , 0.042832 , 0.038749 , 0.041084 , 0.051706 , 0.047907 , 0.070013 , 0.04257 , 0.036795 , 0.045521 , 0.038287 , 0.043761 , 0.04576 , 0.07429 , 0.058974 , 0.058291 , 0.044496 , 0.059305 , 0.054178 , 0.07089 , 0.072627 , 0.080032 , 0.092813 , 0.04662 , 0.058046 , 0.03209 , 0.037023 , 0.039825 
 453 , 0.071905 , 0.044548 , 0.061404 , 0.060829 , 0.054633 , 0.060727 , 0.064593 , 0.061347 , 0.054423 , 0.052794 , 0.05969 , 0.066097 , 0.067224 , 0.056683 , 0.064206 , 0.047168 , 0.046803 , 0.042641 , 0.046302 , 0.047014 , 0.039332 , 0.038558 , 0.032704 , 0.039856 , 0.046029 , 0.035881 , 0.043683 , 0.035033 , 0.041194 , 0.04829 , 0.047817 , 0.045824 , 0.042686 , 0.046792 , 0.049349 , 0.052908 , 0.064462 , 0.041707 , 0.047549 , 0.054326 , 0.05526 , 0.076352 , 0.068602 , 0.068739 , 0.051029 , 0.069889 , 0.06596 , 0.044133 , 0.041428 , 0.048176 , 0.05309 , 0.041878 , 0.048216 , 0.041621 , 0.038245 , 0.041889 , 0.039475 , 0.045983 , 0.040101 , 0.036223 , 0.04776 , 0.041758 , 0.066581 , 0.052031 , 0.048483 , 0.097388 , 0.073972 , 0.09015 , 0.077617 , 0.068209 , 0.051735 , 0.049617 , 0.06604 , 0.042931 , 0.038808 , 0.041234 , 0.051946 , 0.047988 , 0.070305 , 0.042664 , 0.036821 , 0.045699 , 0.038404 , 0.043899 , 0.045881 , 0.074695 , 0.059178 , 0.058529 , 0.044674 , 0.059531 , 0.054372 , 0.071159 , 0.07293 , 0.080396 , 0.093254 , 0.046718 , 0.058193 , 0.032094 , 0.037077 , 0.039902 
 454 , 0.072001 , 0.044562 , 0.061476 , 0.060869 , 0.054644 , 0.060857 , 0.064676 , 0.06143 , 0.054474 , 0.052857 , 0.059745 , 0.06614 , 0.067354 , 0.056766 , 0.064279 , 0.047138 , 0.046815 , 0.042678 , 0.046383 , 0.047047 , 0.039382 , 0.038599 , 0.032721 , 0.039858 , 0.046015 , 0.035847 , 0.043728 , 0.035098 , 0.041232 , 0.048324 , 0.047807 , 0.045827 , 0.04269 , 0.046735 , 0.049413 , 0.052942 , 0.064551 , 0.041771 , 0.047586 , 0.054395 , 0.055354 , 0.076443 , 0.068681 , 0.068801 , 0.051019 , 0.069981 , 0.066128 , 0.044091 , 0.041334 , 0.048154 , 0.053147 , 0.041952 , 0.048295 , 0.041606 , 0.038207 , 0.041839 , 0.039495 , 0.046049 , 0.040131 , 0.036176 , 0.047853 , 0.041793 , 0.06665 , 0.052108 , 0.048522 , 0.097629 , 0.074145 , 0.09035 , 0.077765 , 0.068227 , 0.051728 , 0.04951 , 0.065975 , 0.042849 , 0.038729 , 0.041294 , 0.051887 , 0.048 , 0.070366 , 0.042627 , 0.036823 , 0.045708 , 0.038344 , 0.043949 , 0.04598 , 0.074911 , 0.059172 , 0.058486 , 0.044744 , 0.059666 , 0.054395 , 0.071252 , 0.073005 , 0.080545 , 0.093516 , 0.046741 , 0.058156 , 0.032102 , 0.037101 , 0.039841 
 455 , 0.072099 , 0.044574 , 0.061545 , 0.060912 , 0.054654 , 0.060985 , 0.064761 , 0.061517 , 0.054524 , 0.052924 , 0.059798 , 0.066186 , 0.067486 , 0.056847 , 0.064349 , 0.047113 , 0.04683 , 0.04272 , 0.046468 , 0.047079 , 0.03943 , 0.038633 , 0.032731 , 0.039854 , 0.045999 , 0.035812 , 0.043772 , 0.035162 , 0.041267 , 0.048356 , 0.047802 , 0.045829 , 0.042692 , 0.046683 , 0.049476 , 0.05298 , 0.064637 , 0.041838 , 0.047621 , 0.054467 , 0.055445 , 0.076531 , 0.068758 , 0.068866 , 0.051013 , 0.070075 , 0.066299 , 0.044054 , 0.041233 , 0.048136 , 0.053207 , 0.042025 , 0.048379 , 0.041595 , 0.038164 , 0.041793 , 0.039515 , 0.046118 , 0.040154 , 0.036134 , 0.047944 , 0.041827 , 0.066717 , 0.052178 , 0.048565 , 0.097877 , 0.074326 , 0.090551 , 0.07791 , 0.068244 , 0.05172 , 0.049408 , 0.065909 , 0.042765 , 0.038656 , 0.041352 , 0.051833 , 0.048017 , 0.070431 , 0.04259 , 0.036824 , 0.045711 , 0.038288 , 0.043998 , 0.046084 , 0.075129 , 0.059171 , 0.058441 , 0.044817 , 0.059804 , 0.054428 , 0.071342 , 0.073083 , 0.080692 , 0.093779 , 0.046768 , 0.058125 , 0.032115 , 0.037129 , 0.039781 
 456 , 0.072195 , 0.044591 , 0.061617 , 0.060953 , 0.054662 , 0.061116 , 0.06485 , 0.061601 , 0.054571 , 0.052983 , 0.059849 , 0.06623 , 0.067616 , 0.056931 , 0.064417 , 0.047086 , 0.046844 , 0.042761 , 0.046551 , 0.047114 , 0.039483 , 0.038671 , 0.032746 , 0.039849 , 0.045988 , 0.035776 , 0.043814 , 0.03523 , 0.041307 , 0.048393 , 0.04779 , 0.04583 , 0.042699 , 0.04663 , 0.049542 , 0.053017 , 0.064721 , 0.041904 , 0.047661 , 0.054538 , 0.055535 , 0.076622 , 0.068838 , 0.068928 , 0.051012 , 0.070173 , 0.066473 , 0.044011 , 0.041138 , 0.048111 , 0.053265 , 0.042096 , 0.04846 , 0.041583 , 0.038125 , 0.041747 , 0.039539 , 0.046179 , 0.040181 , 0.036086 , 0.048032 , 0.041859 , 0.066788 , 0.052251 , 0.048607 , 0.098115 , 0.074499 , 0.090753 , 0.078058 , 0.068264 , 0.051716 , 0.0493 , 0.065847 , 0.042682 , 0.038581 , 0.041414 , 0.051778 , 0.048038 , 0.0705 , 0.042558 , 0.03683 , 0.045717 , 0.038226 , 0.044045 , 0.046185 , 0.075349 , 0.059167 , 0.058396 , 0.04489 , 0.059945 , 0.054453 , 0.071435 , 0.073164 , 0.080841 , 0.094043 , 0.046793 , 0.058092 , 0.032127 , 0.037162 , 0.039725 
 457 , 0.072315 , 0.044628 , 0.061754 , 0.060986 , 0.054695 , 0.061165 , 0.064886 , 0.06167 , 0.0546 , 0.053023 , 0.059841 , 0.066283 , 0.067725 , 0.056979 , 0.064493 , 0.047075 , 0.046845 , 0.042821 , 0.046519 , 0.04712 , 0.039488 , 0.038686 , 0.032771 , 0.039853 , 0.046037 , 0.035762 , 0.043798 , 0.035223 , 0.041301 , 0.048365 , 0.047815 , 0.045818 , 0.042709 , 0.046519 , 0.049516 , 0.05309 , 0.064813 , 0.041923 , 0.047686 , 0.054555 , 0.055565 , 0.076709 , 0.068898 , 0.069027 , 0.051042 , 0.070144 , 0.066535 , 0.044039 , 0.041188 , 0.048175 , 0.053287 , 0.042069 , 0.048483 , 0.041559 , 0.038141 , 0.041817 , 0.039555 , 0.04625 , 0.040161 , 0.036076 , 0.048124 , 0.041895 , 0.066844 , 0.052333 , 0.048652 , 0.098285 , 0.074644 , 0.090889 , 0.078146 , 0.068314 , 0.051682 , 0.049235 , 0.065884 , 0.042681 , 0.038596 , 0.04139 , 0.051805 , 0.047973 , 0.070649 , 0.042614 , 0.036744 , 0.045722 , 0.038321 , 0.044112 , 0.04616 , 0.075323 , 0.059319 , 0.058438 , 0.044853 , 0.060071 , 0.05451 , 0.071597 , 0.073269 , 0.08094 , 0.094323 , 0.046845 , 0.058051 , 0.03203 , 0.037069 , 0.039634 
