MAT_00005.spu,MAT_00004.spu,MAT_00003.spu,MAT_00002.spu,MAT_00001.spu,
Wavelength,MAT_00006.spu,MAT_00007.spu,MAT_00008.spu,MAT_00009.spu,MAT_00010.spu,MAT_00011.spu,MAT_00012.spu,MAT_00013.spu,MAT_00014.spu,MAT_00015.spu,MAT_00016.spu,MAT_00017.spu,MAT_00018.spu,MAT_00019.spu,MAT_00020.spu,MAT_00021.spu,MAT_00022.spu,MAT_00023.spu,MAT_00024.spu,MAT_00025.spu,MAT_00026.spu,MAT_00027.spu,MAT_00028.spu,MAT_00029.spu,MAT_00030.spu,MAT_00031.spu,MAT_00032.spu,MAT_00033.spu,MAT_00034.spu,MAT_00035.spu,MAT_00036.spu,MAT_00037.spu,MAT_00038.spu,MAT_00039.spu,MAT_00040.spu,MAT_00041.spu,MAT_00042.spu,MAT_00043.spu,MAT_00044.spu,MAT_00045.spu,MAT_00046.spu,MAT_00047.spu,MAT_00048.spu,MAT_00049.spu,MAT_00050.spu,MAT_00051.spu,MAT_00052.spu,MAT_00053.spu,MAT_00054.spu,MAT_00055.spu,MAT_00056.spu,MAT_00057.spu,MAT_00058.spu,MAT_00059.spu,MAT_00060.spu,MAT_00061.spu,MAT_00062.spu,MAT_00063.spu,MAT_00064.spu,MAT_00065.spu,MAT_00066.spu,MAT_00067.spu,MAT_00068.spu,MAT_00069.spu,MAT_00070.spu,MAT_00071.spu,MAT_00072.spu,MAT_00073.spu,MAT_00074.spu,MAT_00075.spu,MAT_00076.spu,MAT_00077.spu,MAT_00078.spu,MAT_00079.spu,MAT_00080.spu,MAT_00081.spu,MAT_00082.spu,MAT_00083.spu,MAT_00084.spu,MAT_00085.spu,MAT_00086.spu,MAT_00087.spu,MAT_00088.spu,MAT_00089.spu,MAT_00090.spu,MAT_00091.spu,MAT_00092.spu,MAT_00093.spu,MAT_00094.spu,MAT_00095.spu,MAT_00096.spu,MAT_00097.spu,MAT_00098.spu,MAT_00099.spu,MAT_00100.spu,MAT_00101.spu,MAT_00102.spu,MAT_00103.spu,MAT_00104.spu,MAT_00105.spu,MAT_00106.spu,MAT_00107.spu,MAT_00108.spu,MAT_00109.spu,MAT_00110.spu
 815 , 0.24388 , 0.262612 , 0.237533 , 0.259506 , 0.229157 , 0.294713 , 0.230956 , 0.280473 , 0.35702 , 0.194029 , 0.210781 , 0.218634 , 0.151905 , 0.264443 , 0.305387 , 0.129218 , 0.182975 , 0.184211 , 0.188443 , 0.1883 , 0.116635 , 0.157903 , 0.294214 , 0.185606 , 0.21586 , 0.189513 , 0.261139 , 0.183807 , 0.195979 , 0.187983 , 0.261242 , 0.282454 , 0.233689 , 0.254126 , 0.353375 , 0.267359 , 0.284546 , 0.189354 , 0.259958 , 0.243333 , 0.222342 , 0.195654 , 0.185131 , 0.290481 , 0.368811 , 0.118291 , 0.164916 , 0.180265 , 0.104241 , 0.16971 , 0.234696 , 0.209814 , 0.224458 , 0.226613 , 0.180083 , 0.287343 , 0.306361 , 0.340807 , 0.173664 , 0.320442 , 0.268167 , 0.287375 , 0.228895 , 0.261931 , 0.283936 , 0.166247 , 0.188245 , 0.169552 , 0.187817 , 0.14826 , 0.190836 , 0.292938 , 0.241875 , 0.283587 , 0.191906 , 0.212469 , 0.282621 , 0.325387 , 0.307352 , 0.274348 , 0.161889 , 0.18105 , 0.166596 , 0.112467 , 0.149036 , 0.148434 , 0.154108 , 0.151635 , 0.208071 , 0.249791 , 0.127562 , 0.163601 , 0.183165 , 0.115256 , 0.226677 , 0.26163 , 0.213832 , 0.319079 , 0.277256 , 0.315189 , 0.372171 , 0.287676 , 0.248714 , 0.302677 , 0.258508 
 816 , 0.244879 , 0.263584 , 0.238393 , 0.260452 , 0.230078 , 0.295755 , 0.231795 , 0.281462 , 0.358189 , 0.19491 , 0.211683 , 0.219632 , 0.152794 , 0.265595 , 0.306535 , 0.130178 , 0.184067 , 0.185283 , 0.189393 , 0.189329 , 0.117459 , 0.158891 , 0.295541 , 0.186619 , 0.216945 , 0.19026 , 0.262082 , 0.184695 , 0.196826 , 0.188884 , 0.262137 , 0.283418 , 0.234545 , 0.255039 , 0.354342 , 0.26833 , 0.285421 , 0.190093 , 0.260842 , 0.244061 , 0.223297 , 0.196651 , 0.186078 , 0.291478 , 0.369923 , 0.119153 , 0.165744 , 0.18115 , 0.105082 , 0.170553 , 0.235595 , 0.210904 , 0.225626 , 0.227772 , 0.181062 , 0.288219 , 0.307393 , 0.341981 , 0.174361 , 0.321344 , 0.269045 , 0.288203 , 0.229879 , 0.262765 , 0.28496 , 0.167016 , 0.188964 , 0.170299 , 0.188646 , 0.148987 , 0.191667 , 0.2938 , 0.24263 , 0.284578 , 0.192732 , 0.213209 , 0.283489 , 0.326114 , 0.308204 , 0.275214 , 0.162834 , 0.182016 , 0.167485 , 0.113238 , 0.149901 , 0.149273 , 0.15506 , 0.152452 , 0.209147 , 0.251024 , 0.12831 , 0.164361 , 0.183995 , 0.115973 , 0.227733 , 0.262463 , 0.214584 , 0.319889 , 0.277965 , 0.316209 , 0.372919 , 0.288537 , 0.249411 , 0.30345 , 0.259228 
 817 , 0.245778 , 0.264489 , 0.239158 , 0.261282 , 0.230846 , 0.296734 , 0.232513 , 0.282382 , 0.359344 , 0.195664 , 0.212509 , 0.220535 , 0.153535 , 0.266632 , 0.30757 , 0.130974 , 0.185018 , 0.186241 , 0.190242 , 0.190274 , 0.118146 , 0.159759 , 0.296782 , 0.187543 , 0.217923 , 0.190964 , 0.262973 , 0.185455 , 0.197577 , 0.189686 , 0.262981 , 0.284263 , 0.235276 , 0.255844 , 0.355288 , 0.269196 , 0.2862 , 0.190694 , 0.261607 , 0.244683 , 0.224091 , 0.197529 , 0.186892 , 0.292376 , 0.370942 , 0.119845 , 0.166443 , 0.181891 , 0.105762 , 0.171301 , 0.236427 , 0.211874 , 0.226631 , 0.228822 , 0.181915 , 0.288987 , 0.308269 , 0.343055 , 0.174945 , 0.322193 , 0.269824 , 0.288923 , 0.230735 , 0.263497 , 0.285803 , 0.167673 , 0.189607 , 0.170936 , 0.189369 , 0.149606 , 0.192361 , 0.294615 , 0.243286 , 0.285462 , 0.193385 , 0.213795 , 0.284248 , 0.326805 , 0.308983 , 0.275944 , 0.163672 , 0.182875 , 0.168284 , 0.113875 , 0.150622 , 0.149979 , 0.155861 , 0.153138 , 0.210096 , 0.252145 , 0.128918 , 0.164982 , 0.184701 , 0.11655 , 0.22864 , 0.263187 , 0.215192 , 0.320629 , 0.278595 , 0.317072 , 0.373633 , 0.289225 , 0.250002 , 0.304077 , 0.259813 
 818 , 0.246339 , 0.265157 , 0.23971 , 0.261839 , 0.231289 , 0.297485 , 0.232924 , 0.283067 , 0.360403 , 0.196077 , 0.213102 , 0.221145 , 0.153858 , 0.267298 , 0.308261 , 0.131358 , 0.185593 , 0.186889 , 0.190808 , 0.190973 , 0.118488 , 0.160297 , 0.297754 , 0.1882 , 0.218609 , 0.191511 , 0.263688 , 0.185901 , 0.198068 , 0.190231 , 0.263648 , 0.284797 , 0.235689 , 0.256372 , 0.356168 , 0.269779 , 0.286685 , 0.190973 , 0.262044 , 0.245027 , 0.224455 , 0.198107 , 0.187363 , 0.292942 , 0.371692 , 0.120171 , 0.166846 , 0.182323 , 0.106085 , 0.171792 , 0.237064 , 0.212541 , 0.227196 , 0.229551 , 0.182425 , 0.289466 , 0.30879 , 0.343868 , 0.175284 , 0.322892 , 0.270355 , 0.289371 , 0.231257 , 0.263964 , 0.286211 , 0.168071 , 0.190065 , 0.171286 , 0.189852 , 0.149947 , 0.192704 , 0.295257 , 0.243724 , 0.286038 , 0.19366 , 0.214019 , 0.284718 , 0.327395 , 0.309533 , 0.276352 , 0.164247 , 0.183476 , 0.168813 , 0.114222 , 0.15099 , 0.150398 , 0.156331 , 0.153502 , 0.210748 , 0.252959 , 0.129217 , 0.165282 , 0.185111 , 0.116821 , 0.229179 , 0.263648 , 0.215488 , 0.321202 , 0.27903 , 0.317575 , 0.374228 , 0.289522 , 0.25032 , 0.30439 , 0.260085 
 819 , 0.246825 , 0.265789 , 0.240288 , 0.262422 , 0.231743 , 0.298214 , 0.233308 , 0.283733 , 0.361468 , 0.19648 , 0.213681 , 0.221744 , 0.154142 , 0.267939 , 0.308917 , 0.131725 , 0.186149 , 0.187524 , 0.191366 , 0.191658 , 0.118832 , 0.160822 , 0.29872 , 0.188868 , 0.219285 , 0.192061 , 0.264414 , 0.186354 , 0.198559 , 0.190757 , 0.264319 , 0.285345 , 0.236099 , 0.256896 , 0.357081 , 0.27035 , 0.287171 , 0.191255 , 0.262461 , 0.245339 , 0.224771 , 0.198725 , 0.187817 , 0.293471 , 0.372408 , 0.120524 , 0.167264 , 0.182758 , 0.106437 , 0.172268 , 0.237735 , 0.213222 , 0.227751 , 0.230297 , 0.182947 , 0.289946 , 0.309305 , 0.34467 , 0.175635 , 0.323604 , 0.270911 , 0.289827 , 0.231791 , 0.264437 , 0.286618 , 0.168489 , 0.190528 , 0.171643 , 0.190346 , 0.150285 , 0.193057 , 0.295898 , 0.244169 , 0.286626 , 0.193935 , 0.214258 , 0.285187 , 0.328007 , 0.310103 , 0.276769 , 0.164845 , 0.184086 , 0.169343 , 0.114579 , 0.151376 , 0.150822 , 0.156806 , 0.153882 , 0.211412 , 0.253813 , 0.129535 , 0.165596 , 0.185524 , 0.117101 , 0.229743 , 0.264129 , 0.215799 , 0.321818 , 0.279504 , 0.318087 , 0.374874 , 0.289811 , 0.250643 , 0.304712 , 0.260382 
 820 , 0.247333 , 0.266439 , 0.24088 , 0.263023 , 0.232205 , 0.298965 , 0.233707 , 0.284422 , 0.362554 , 0.196903 , 0.214269 , 0.222351 , 0.154429 , 0.26859 , 0.309577 , 0.132097 , 0.18671 , 0.188181 , 0.191929 , 0.192372 , 0.119183 , 0.161364 , 0.299708 , 0.189541 , 0.219979 , 0.192625 , 0.26515 , 0.18682 , 0.199062 , 0.191304 , 0.265008 , 0.285901 , 0.236515 , 0.25744 , 0.358014 , 0.270931 , 0.287664 , 0.191542 , 0.262888 , 0.245664 , 0.225103 , 0.199355 , 0.188283 , 0.294006 , 0.373143 , 0.120883 , 0.167699 , 0.183214 , 0.106799 , 0.17276 , 0.238413 , 0.213913 , 0.228314 , 0.231058 , 0.183483 , 0.29044 , 0.309838 , 0.345496 , 0.176002 , 0.324326 , 0.271476 , 0.29029 , 0.232339 , 0.264928 , 0.287032 , 0.168909 , 0.191004 , 0.172009 , 0.190846 , 0.150641 , 0.193416 , 0.296553 , 0.244636 , 0.287221 , 0.194214 , 0.214507 , 0.285679 , 0.328636 , 0.310677 , 0.277194 , 0.165453 , 0.184709 , 0.169889 , 0.114952 , 0.151772 , 0.151258 , 0.157292 , 0.154271 , 0.212095 , 0.25468 , 0.129859 , 0.165919 , 0.185951 , 0.11738 , 0.230315 , 0.264612 , 0.216112 , 0.322436 , 0.279978 , 0.318601 , 0.375531 , 0.290116 , 0.250971 , 0.305046 , 0.260682 
 821 , 0.24799 , 0.267204 , 0.241567 , 0.263823 , 0.232793 , 0.299853 , 0.234145 , 0.285073 , 0.363415 , 0.197352 , 0.214978 , 0.223045 , 0.154781 , 0.269358 , 0.310333 , 0.132619 , 0.1874 , 0.18887 , 0.192518 , 0.193194 , 0.119718 , 0.161943 , 0.30071 , 0.190238 , 0.220725 , 0.193209 , 0.265938 , 0.187345 , 0.199593 , 0.19192 , 0.265781 , 0.286457 , 0.237101 , 0.257974 , 0.358785 , 0.271551 , 0.288289 , 0.191928 , 0.263344 , 0.246134 , 0.225584 , 0.20012 , 0.188862 , 0.294649 , 0.373934 , 0.121385 , 0.168225 , 0.18383 , 0.107249 , 0.173319 , 0.239169 , 0.214633 , 0.228917 , 0.23181 , 0.18409 , 0.290915 , 0.310435 , 0.34619 , 0.17644 , 0.325003 , 0.272109 , 0.290805 , 0.232872 , 0.265388 , 0.287471 , 0.16942 , 0.191535 , 0.172533 , 0.191433 , 0.151031 , 0.19376 , 0.297243 , 0.245191 , 0.287841 , 0.194514 , 0.214829 , 0.286229 , 0.329296 , 0.311182 , 0.277636 , 0.166063 , 0.185442 , 0.170481 , 0.11541 , 0.152313 , 0.151778 , 0.15784 , 0.154687 , 0.212793 , 0.255537 , 0.130276 , 0.166354 , 0.186448 , 0.117706 , 0.230938 , 0.265065 , 0.216449 , 0.322967 , 0.280498 , 0.319075 , 0.376238 , 0.290474 , 0.251276 , 0.30538 , 0.261056 
 822 , 0.248698 , 0.268009 , 0.242221 , 0.264606 , 0.233348 , 0.300713 , 0.234566 , 0.285686 , 0.364079 , 0.197759 , 0.21571 , 0.223782 , 0.155167 , 0.270163 , 0.311135 , 0.13316 , 0.188131 , 0.189514 , 0.193074 , 0.19397 , 0.120262 , 0.162531 , 0.301751 , 0.190929 , 0.221503 , 0.193805 , 0.266736 , 0.187879 , 0.20014 , 0.192579 , 0.266579 , 0.287037 , 0.237718 , 0.258499 , 0.359488 , 0.272183 , 0.288908 , 0.192296 , 0.263883 , 0.246686 , 0.226148 , 0.20084 , 0.189506 , 0.295369 , 0.374815 , 0.121897 , 0.168764 , 0.184436 , 0.107686 , 0.173928 , 0.239903 , 0.215349 , 0.229536 , 0.232577 , 0.184735 , 0.291462 , 0.31108 , 0.346913 , 0.176875 , 0.325747 , 0.272803 , 0.291384 , 0.233434 , 0.265895 , 0.287981 , 0.169959 , 0.1921 , 0.173103 , 0.192076 , 0.151457 , 0.194159 , 0.298002 , 0.245797 , 0.288531 , 0.194858 , 0.215192 , 0.286825 , 0.330054 , 0.311741 , 0.278156 , 0.166697 , 0.186197 , 0.17113 , 0.1159 , 0.152888 , 0.152314 , 0.158421 , 0.155135 , 0.213557 , 0.256439 , 0.130723 , 0.166831 , 0.186991 , 0.118069 , 0.231634 , 0.265588 , 0.216826 , 0.323554 , 0.281072 , 0.319577 , 0.376961 , 0.290873 , 0.251653 , 0.305767 , 0.261446 
 823 , 0.249413 , 0.268813 , 0.242883 , 0.265395 , 0.233901 , 0.301572 , 0.234978 , 0.286297 , 0.364749 , 0.198172 , 0.216434 , 0.224527 , 0.155552 , 0.270966 , 0.311945 , 0.133707 , 0.188869 , 0.190165 , 0.193638 , 0.194754 , 0.120813 , 0.163135 , 0.302782 , 0.191627 , 0.22228 , 0.194401 , 0.26754 , 0.188421 , 0.200695 , 0.193245 , 0.267375 , 0.287617 , 0.238333 , 0.259023 , 0.360191 , 0.272813 , 0.289526 , 0.192672 , 0.264413 , 0.247244 , 0.226712 , 0.201559 , 0.19015 , 0.296103 , 0.375702 , 0.122416 , 0.169311 , 0.185058 , 0.108115 , 0.174544 , 0.240643 , 0.216072 , 0.230153 , 0.233351 , 0.18538 , 0.292017 , 0.31174 , 0.347627 , 0.17731 , 0.326497 , 0.273504 , 0.29197 , 0.234004 , 0.266401 , 0.288489 , 0.170497 , 0.192672 , 0.17368 , 0.192711 , 0.151882 , 0.194566 , 0.298775 , 0.246411 , 0.28922 , 0.19521 , 0.215554 , 0.287428 , 0.330811 , 0.312306 , 0.278675 , 0.167339 , 0.186959 , 0.171778 , 0.116381 , 0.15347 , 0.152849 , 0.159001 , 0.155583 , 0.214312 , 0.257341 , 0.131169 , 0.167323 , 0.187533 , 0.118432 , 0.232322 , 0.26611 , 0.217212 , 0.32414 , 0.281645 , 0.320077 , 0.37769 , 0.291271 , 0.252029 , 0.306153 , 0.261836 
 824 , 0.249826 , 0.269356 , 0.243321 , 0.265872 , 0.234227 , 0.30221 , 0.235255 , 0.28676 , 0.365265 , 0.198463 , 0.216949 , 0.225094 , 0.155777 , 0.271593 , 0.312559 , 0.134082 , 0.1894 , 0.190655 , 0.194045 , 0.195316 , 0.121127 , 0.163577 , 0.303661 , 0.192162 , 0.222889 , 0.194822 , 0.268156 , 0.188811 , 0.201123 , 0.193731 , 0.267967 , 0.288094 , 0.238715 , 0.259407 , 0.360753 , 0.273225 , 0.28993 , 0.192884 , 0.26479 , 0.247582 , 0.227079 , 0.202056 , 0.1906 , 0.296662 , 0.376391 , 0.122712 , 0.169634 , 0.185414 , 0.108361 , 0.174931 , 0.241164 , 0.216604 , 0.230634 , 0.233921 , 0.185845 , 0.292402 , 0.312214 , 0.348159 , 0.17756 , 0.327052 , 0.274025 , 0.292378 , 0.234431 , 0.26679 , 0.288855 , 0.170843 , 0.193072 , 0.174029 , 0.19319 , 0.15216 , 0.194845 , 0.299307 , 0.246821 , 0.289749 , 0.195465 , 0.215796 , 0.287866 , 0.331336 , 0.312685 , 0.279055 , 0.167845 , 0.187454 , 0.172224 , 0.116702 , 0.153839 , 0.153172 , 0.15941 , 0.155895 , 0.214917 , 0.258096 , 0.131398 , 0.167673 , 0.187901 , 0.118608 , 0.232854 , 0.266508 , 0.217451 , 0.324549 , 0.282005 , 0.320445 , 0.378125 , 0.291436 , 0.252212 , 0.306353 , 0.262059 
 825 , 0.250158 , 0.269753 , 0.243676 , 0.26621 , 0.234506 , 0.302718 , 0.235455 , 0.287153 , 0.365813 , 0.198719 , 0.217349 , 0.225571 , 0.155901 , 0.272104 , 0.313056 , 0.134379 , 0.1898 , 0.191093 , 0.194416 , 0.195827 , 0.121305 , 0.163904 , 0.304364 , 0.192598 , 0.223337 , 0.195129 , 0.268624 , 0.189102 , 0.201439 , 0.194087 , 0.268397 , 0.288391 , 0.238919 , 0.259697 , 0.361259 , 0.273531 , 0.290241 , 0.193037 , 0.265058 , 0.247783 , 0.227311 , 0.202489 , 0.190944 , 0.297083 , 0.376958 , 0.122912 , 0.16986 , 0.185661 , 0.108522 , 0.175182 , 0.241599 , 0.217044 , 0.231058 , 0.234397 , 0.186139 , 0.292655 , 0.312469 , 0.348569 , 0.177737 , 0.327392 , 0.274369 , 0.2926 , 0.234773 , 0.267096 , 0.289112 , 0.171091 , 0.193389 , 0.174242 , 0.193546 , 0.152351 , 0.195035 , 0.299701 , 0.247086 , 0.29017 , 0.195639 , 0.215978 , 0.288211 , 0.331671 , 0.312947 , 0.279284 , 0.168277 , 0.187824 , 0.172494 , 0.116893 , 0.154083 , 0.153393 , 0.159687 , 0.156113 , 0.21539 , 0.258733 , 0.13151 , 0.167909 , 0.188146 , 0.11868 , 0.233237 , 0.266767 , 0.217561 , 0.32475 , 0.282176 , 0.320761 , 0.378439 , 0.29151 , 0.252251 , 0.306449 , 0.262221 
 826 , 0.250483 , 0.270136 , 0.244039 , 0.266558 , 0.234784 , 0.303225 , 0.235653 , 0.287542 , 0.366364 , 0.198971 , 0.217747 , 0.226046 , 0.156024 , 0.27261 , 0.313544 , 0.134673 , 0.190194 , 0.191525 , 0.19479 , 0.196348 , 0.121472 , 0.164222 , 0.305057 , 0.193028 , 0.223768 , 0.195424 , 0.269087 , 0.189387 , 0.201743 , 0.194437 , 0.26882 , 0.288677 , 0.239114 , 0.259981 , 0.36176 , 0.273839 , 0.290556 , 0.193192 , 0.265321 , 0.24797 , 0.227542 , 0.202925 , 0.191282 , 0.297493 , 0.377514 , 0.1231 , 0.170095 , 0.185919 , 0.108678 , 0.175427 , 0.242043 , 0.217488 , 0.231488 , 0.234863 , 0.186428 , 0.292897 , 0.312707 , 0.348982 , 0.177917 , 0.327716 , 0.274701 , 0.292811 , 0.235105 , 0.267388 , 0.289358 , 0.171324 , 0.193694 , 0.174448 , 0.193889 , 0.15254 , 0.19522 , 0.300077 , 0.247343 , 0.290587 , 0.195808 , 0.216149 , 0.288544 , 0.331983 , 0.313208 , 0.2795 , 0.168709 , 0.188181 , 0.172757 , 0.117079 , 0.154325 , 0.153605 , 0.159947 , 0.15633 , 0.21586 , 0.259362 , 0.131611 , 0.168137 , 0.188393 , 0.118739 , 0.23361 , 0.267012 , 0.217661 , 0.324929 , 0.282335 , 0.321069 , 0.378759 , 0.291574 , 0.252276 , 0.306552 , 0.262377 
 827 , 0.250955 , 0.270601 , 0.244484 , 0.266999 , 0.235176 , 0.303768 , 0.235934 , 0.288013 , 0.366968 , 0.19929 , 0.21821 , 0.226595 , 0.156237 , 0.273173 , 0.3141 , 0.135035 , 0.190646 , 0.192022 , 0.195242 , 0.196953 , 0.121726 , 0.164615 , 0.305816 , 0.193546 , 0.22429 , 0.195796 , 0.269609 , 0.18974 , 0.202103 , 0.194835 , 0.269312 , 0.289014 , 0.239373 , 0.260325 , 0.362295 , 0.274228 , 0.290936 , 0.193429 , 0.265655 , 0.248219 , 0.227861 , 0.20344 , 0.19167 , 0.297954 , 0.378128 , 0.123375 , 0.170437 , 0.186262 , 0.108925 , 0.175759 , 0.242553 , 0.218007 , 0.231995 , 0.235411 , 0.186778 , 0.29321 , 0.313013 , 0.34947 , 0.178174 , 0.328096 , 0.275079 , 0.293062 , 0.235504 , 0.267718 , 0.289662 , 0.171617 , 0.194038 , 0.174735 , 0.19428 , 0.152783 , 0.19546 , 0.300486 , 0.247649 , 0.291053 , 0.196039 , 0.216373 , 0.288928 , 0.332324 , 0.313514 , 0.279753 , 0.169186 , 0.188615 , 0.173086 , 0.117342 , 0.154635 , 0.1539 , 0.160277 , 0.156604 , 0.216389 , 0.260004 , 0.131784 , 0.168413 , 0.188677 , 0.118889 , 0.234035 , 0.267304 , 0.217803 , 0.325173 , 0.282519 , 0.32143 , 0.379081 , 0.291702 , 0.252369 , 0.306683 , 0.262568 
 828 , 0.251635 , 0.271233 , 0.245037 , 0.267599 , 0.235703 , 0.304423 , 0.236365 , 0.288639 , 0.367677 , 0.19972 , 0.218772 , 0.227249 , 0.156571 , 0.27383 , 0.314764 , 0.135507 , 0.191204 , 0.192608 , 0.195837 , 0.197654 , 0.122125 , 0.165142 , 0.306708 , 0.194168 , 0.224941 , 0.196289 , 0.270266 , 0.19019 , 0.202551 , 0.195337 , 0.269922 , 0.289473 , 0.239727 , 0.260775 , 0.362889 , 0.274734 , 0.291439 , 0.193786 , 0.266101 , 0.248562 , 0.228317 , 0.204056 , 0.192132 , 0.298496 , 0.378798 , 0.12377 , 0.170928 , 0.186736 , 0.10932 , 0.176223 , 0.243166 , 0.218678 , 0.232614 , 0.236085 , 0.187274 , 0.293583 , 0.313477 , 0.350091 , 0.178524 , 0.328591 , 0.275576 , 0.293404 , 0.235968 , 0.268137 , 0.290089 , 0.172004 , 0.194448 , 0.175147 , 0.19476 , 0.153124 , 0.195813 , 0.300929 , 0.24804 , 0.291571 , 0.19639 , 0.216674 , 0.289372 , 0.332747 , 0.313914 , 0.280084 , 0.169743 , 0.189145 , 0.173556 , 0.117742 , 0.155042 , 0.154325 , 0.160759 , 0.156984 , 0.217017 , 0.260689 , 0.132084 , 0.168799 , 0.189036 , 0.119208 , 0.234564 , 0.267692 , 0.218062 , 0.325581 , 0.282821 , 0.321884 , 0.379453 , 0.291985 , 0.252594 , 0.30688 , 0.262802 
 829 , 0.252325 , 0.271899 , 0.245587 , 0.268192 , 0.236225 , 0.305128 , 0.236832 , 0.289293 , 0.368408 , 0.20016 , 0.219345 , 0.227898 , 0.156922 , 0.274509 , 0.315434 , 0.135985 , 0.191779 , 0.193205 , 0.196437 , 0.198346 , 0.122533 , 0.165693 , 0.307629 , 0.194786 , 0.225616 , 0.196796 , 0.270926 , 0.190642 , 0.203019 , 0.195845 , 0.270544 , 0.289971 , 0.240096 , 0.261244 , 0.363486 , 0.275241 , 0.291949 , 0.194139 , 0.266548 , 0.248921 , 0.228763 , 0.204655 , 0.192566 , 0.299061 , 0.379469 , 0.124168 , 0.171403 , 0.187199 , 0.109712 , 0.176684 , 0.243765 , 0.219353 , 0.233234 , 0.23677 , 0.187791 , 0.293927 , 0.314 , 0.35075 , 0.178865 , 0.329135 , 0.276098 , 0.293772 , 0.236412 , 0.268573 , 0.290531 , 0.1724 , 0.194864 , 0.175562 , 0.195269 , 0.153464 , 0.196172 , 0.301374 , 0.248446 , 0.292089 , 0.196757 , 0.21697 , 0.289838 , 0.333216 , 0.31432 , 0.280452 , 0.170304 , 0.189668 , 0.174059 , 0.118163 , 0.155442 , 0.154741 , 0.161269 , 0.157366 , 0.217655 , 0.261384 , 0.132386 , 0.169198 , 0.189411 , 0.119542 , 0.235134 , 0.268114 , 0.218348 , 0.326043 , 0.283171 , 0.32235 , 0.379835 , 0.292292 , 0.252839 , 0.30706 , 0.263043 
 830 , 0.252985 , 0.272556 , 0.246117 , 0.268752 , 0.23672 , 0.305818 , 0.237272 , 0.289926 , 0.369128 , 0.20058 , 0.219895 , 0.228537 , 0.157245 , 0.275154 , 0.316085 , 0.13643 , 0.192335 , 0.193774 , 0.19701 , 0.199025 , 0.122918 , 0.16623 , 0.308532 , 0.195384 , 0.226258 , 0.197282 , 0.271576 , 0.191067 , 0.203482 , 0.196333 , 0.271148 , 0.290447 , 0.240438 , 0.261689 , 0.364072 , 0.275714 , 0.292431 , 0.194474 , 0.266979 , 0.249259 , 0.229182 , 0.205224 , 0.192988 , 0.299603 , 0.380119 , 0.124528 , 0.171854 , 0.187629 , 0.110076 , 0.177128 , 0.244351 , 0.220004 , 0.233818 , 0.237436 , 0.18829 , 0.294251 , 0.314491 , 0.351385 , 0.179189 , 0.329659 , 0.276601 , 0.294126 , 0.236837 , 0.268994 , 0.29096 , 0.172779 , 0.195267 , 0.175961 , 0.195758 , 0.153784 , 0.196504 , 0.301812 , 0.248847 , 0.292602 , 0.197103 , 0.21725 , 0.290276 , 0.333665 , 0.314716 , 0.280802 , 0.170843 , 0.190165 , 0.174537 , 0.118562 , 0.155822 , 0.155145 , 0.161757 , 0.157728 , 0.218269 , 0.262063 , 0.132673 , 0.169582 , 0.189776 , 0.119853 , 0.235678 , 0.268511 , 0.218611 , 0.326478 , 0.283508 , 0.322798 , 0.380205 , 0.292571 , 0.253071 , 0.307233 , 0.263268 
 831 , 0.253339 , 0.273035 , 0.246383 , 0.269072 , 0.236978 , 0.306339 , 0.237466 , 0.290319 , 0.369676 , 0.20075 , 0.22029 , 0.228944 , 0.15731 , 0.275501 , 0.316513 , 0.136568 , 0.192709 , 0.194151 , 0.197307 , 0.199493 , 0.123044 , 0.166569 , 0.309286 , 0.195756 , 0.226726 , 0.197532 , 0.272027 , 0.191305 , 0.203766 , 0.196617 , 0.271554 , 0.29073 , 0.240591 , 0.261962 , 0.364473 , 0.275966 , 0.292645 , 0.194546 , 0.267165 , 0.249377 , 0.229378 , 0.205488 , 0.193143 , 0.29995 , 0.380586 , 0.124603 , 0.172036 , 0.187823 , 0.11011 , 0.17734 , 0.244763 , 0.220383 , 0.234139 , 0.237885 , 0.188599 , 0.294382 , 0.31476 , 0.35181 , 0.179301 , 0.32999 , 0.276958 , 0.294305 , 0.237055 , 0.269196 , 0.29118 , 0.172989 , 0.195446 , 0.176192 , 0.196027 , 0.153937 , 0.196624 , 0.302105 , 0.249105 , 0.292963 , 0.197144 , 0.217297 , 0.290482 , 0.333944 , 0.314962 , 0.280991 , 0.171159 , 0.190483 , 0.174788 , 0.118718 , 0.155899 , 0.155294 , 0.162033 , 0.157876 , 0.218646 , 0.262567 , 0.132745 , 0.16974 , 0.189964 , 0.119935 , 0.236024 , 0.268654 , 0.218677 , 0.326717 , 0.283689 , 0.323057 , 0.380439 , 0.292591 , 0.253044 , 0.307215 , 0.263264 
