JUL8MAT00050.spu,JUL8MAT00049.spu,JUL8MAT00048.spu,JUL8MAT00047.spu,
Wavelength,JUL8MAT00051.spu,JUL8MAT00052.spu,JUL8MAT00053.spu,JUL8MAT00054.spu,JUL8MAT00055.spu,JUL8MAT00056.spu,JUL8MAT00057.spu,JUL8MAT00058.spu,JUL8MAT00059.spu,JUL8MAT00060.spu,JUL8MAT00061.spu,JUL8MAT00062.spu,JUL8MAT00063.spu,JUL8MAT00064.spu,JUL8MAT00065.spu,JUL8MAT00066.spu,JUL8MAT00067.spu,JUL8MAT00068.spu,JUL8MAT00069.spu,JUL8MAT00070.spu,JUL8MAT00071.spu,JUL8MAT00072.spu,JUL8MAT00073.spu,JUL8MAT00074.spu,JUL8MAT00075.spu,JUL8MAT00076.spu,JUL8MAT00077.spu,JUL8MAT00078.spu,JUL8MAT00079.spu,JUL8MAT00080.spu,JUL8MAT00081.spu,JUL8MAT00082.spu,JUL8MAT00083.spu,JUL8MAT00084.spu,JUL8MAT00085.spu
 756 , 0.364806 , 0.383516 , 0.165796 , 0.157635 , 0.182148 , 0.33587 , 0.393685 , 0.37752 , 0.265397 , 0.258767 , 0.276004 , 0.234046 , 0.284773 , 0.352581 , 0.275202 , 0.319158 , 0.214894 , 0.256362 , 0.276966 , 0.16832 , 0.272418 , 0.279772 , 0.283628 , 0.287032 , 0.377489 , 0.11573 , 0.257944 , 0.218511 , 0.24013 , 0.147435 , 0.289457 , 0.275317 , 0.278356 , 0.327074 , 0.32468 
 757 , 0.36564 , 0.384032 , 0.166166 , 0.158022 , 0.182249 , 0.336479 , 0.394608 , 0.378524 , 0.265611 , 0.259823 , 0.276386 , 0.234293 , 0.285592 , 0.353177 , 0.275839 , 0.319958 , 0.215313 , 0.257113 , 0.277719 , 0.168693 , 0.273202 , 0.280272 , 0.284211 , 0.28729 , 0.378311 , 0.116086 , 0.257957 , 0.21896 , 0.240545 , 0.147712 , 0.290432 , 0.276881 , 0.278787 , 0.327788 , 0.324991 
 758 , 0.366342 , 0.38432 , 0.166588 , 0.15866 , 0.182274 , 0.337071 , 0.395458 , 0.379642 , 0.265633 , 0.260935 , 0.276745 , 0.234589 , 0.286395 , 0.35369 , 0.276481 , 0.320592 , 0.215662 , 0.257902 , 0.278311 , 0.169119 , 0.274116 , 0.28081 , 0.284871 , 0.287541 , 0.379108 , 0.116587 , 0.258005 , 0.219359 , 0.240992 , 0.148004 , 0.291477 , 0.278441 , 0.279053 , 0.328443 , 0.325259 
 759 , 0.367113 , 0.384628 , 0.16708 , 0.15937 , 0.1823 , 0.337748 , 0.396379 , 0.380851 , 0.265635 , 0.26217 , 0.277172 , 0.234923 , 0.28729 , 0.35427 , 0.277157 , 0.32129 , 0.216035 , 0.258763 , 0.278957 , 0.169602 , 0.275128 , 0.281412 , 0.285667 , 0.287852 , 0.379993 , 0.117115 , 0.258087 , 0.21977 , 0.241456 , 0.148285 , 0.292617 , 0.280153 , 0.279357 , 0.329119 , 0.325592 
 760 , 0.367953 , 0.384959 , 0.16761 , 0.16014 , 0.18233 , 0.338482 , 0.397378 , 0.382162 , 0.265639 , 0.263514 , 0.277634 , 0.23528 , 0.288262 , 0.354898 , 0.277884 , 0.322045 , 0.216442 , 0.259693 , 0.279659 , 0.170126 , 0.276225 , 0.282066 , 0.286534 , 0.288188 , 0.380956 , 0.117687 , 0.258169 , 0.220205 , 0.241961 , 0.148589 , 0.293852 , 0.282013 , 0.279691 , 0.329848 , 0.325949 
 761 , 0.368835 , 0.385912 , 0.168108 , 0.160594 , 0.182751 , 0.339382 , 0.398583 , 0.38328 , 0.266356 , 0.264364 , 0.278301 , 0.235947 , 0.289102 , 0.355844 , 0.278468 , 0.323017 , 0.217031 , 0.260376 , 0.280409 , 0.170598 , 0.277005 , 0.282818 , 0.287446 , 0.288894 , 0.382112 , 0.118047 , 0.258851 , 0.22074 , 0.242806 , 0.149076 , 0.294737 , 0.28299 , 0.280394 , 0.330684 , 0.326766 
 762 , 0.369814 , 0.387189 , 0.168563 , 0.16097 , 0.18331 , 0.340392 , 0.399915 , 0.384311 , 0.26724 , 0.264989 , 0.278986 , 0.23673 , 0.289916 , 0.35692 , 0.279088 , 0.324109 , 0.217707 , 0.260984 , 0.28115 , 0.171069 , 0.277695 , 0.28364 , 0.288344 , 0.289666 , 0.383087 , 0.118352 , 0.259606 , 0.221244 , 0.243604 , 0.149494 , 0.295498 , 0.283686 , 0.281277 , 0.331508 , 0.327732 
 763 , 0.370791 , 0.388466 , 0.16902 , 0.161354 , 0.183876 , 0.341396 , 0.401247 , 0.385345 , 0.26812 , 0.265614 , 0.279671 , 0.23751 , 0.290724 , 0.358 , 0.279712 , 0.325198 , 0.21838 , 0.261586 , 0.281889 , 0.171541 , 0.278379 , 0.284457 , 0.289238 , 0.290432 , 0.384059 , 0.11866 , 0.260361 , 0.221747 , 0.244403 , 0.149915 , 0.296254 , 0.284385 , 0.282156 , 0.332331 , 0.328693 
 764 , 0.371767 , 0.38989 , 0.169382 , 0.161611 , 0.184562 , 0.342408 , 0.402575 , 0.386185 , 0.269271 , 0.265907 , 0.280421 , 0.238397 , 0.291327 , 0.359113 , 0.280228 , 0.326359 , 0.219065 , 0.262065 , 0.282607 , 0.171984 , 0.278881 , 0.285188 , 0.290057 , 0.291383 , 0.385067 , 0.118876 , 0.261358 , 0.222338 , 0.245304 , 0.150492 , 0.296776 , 0.28466 , 0.283135 , 0.333174 , 0.329774 
 765 , 0.372729 , 0.39154 , 0.16966 , 0.161749 , 0.185431 , 0.343402 , 0.403887 , 0.3868 , 0.270721 , 0.265759 , 0.281318 , 0.239477 , 0.291723 , 0.360281 , 0.28066 , 0.32762 , 0.219771 , 0.262385 , 0.283351 , 0.172416 , 0.279148 , 0.28587 , 0.290782 , 0.292648 , 0.386067 , 0.118967 , 0.262598 , 0.222947 , 0.246265 , 0.151193 , 0.296983 , 0.284419 , 0.284287 , 0.33414 , 0.330984 
 766 , 0.373642 , 0.393126 , 0.169936 , 0.161896 , 0.186275 , 0.344347 , 0.405138 , 0.387409 , 0.272091 , 0.265618 , 0.282196 , 0.240538 , 0.292128 , 0.361396 , 0.281095 , 0.328839 , 0.22045 , 0.262696 , 0.284088 , 0.172843 , 0.279406 , 0.286553 , 0.291479 , 0.293888 , 0.387003 , 0.119052 , 0.263751 , 0.223494 , 0.247158 , 0.151837 , 0.297191 , 0.284204 , 0.285407 , 0.335099 , 0.332137 
 767 , 0.374485 , 0.394586 , 0.1702 , 0.162042 , 0.187039 , 0.345224 , 0.406286 , 0.387991 , 0.273337 , 0.265516 , 0.283001 , 0.241511 , 0.292512 , 0.362419 , 0.281505 , 0.329947 , 0.221079 , 0.262997 , 0.284762 , 0.173233 , 0.279658 , 0.287179 , 0.292115 , 0.295021 , 0.387859 , 0.119137 , 0.264803 , 0.22399 , 0.247979 , 0.152419 , 0.297388 , 0.284014 , 0.286421 , 0.335977 , 0.333193 
 768 , 0.375153 , 0.39563 , 0.170469 , 0.16222 , 0.18751 , 0.345935 , 0.407061 , 0.388583 , 0.274253 , 0.265625 , 0.283571 , 0.242166 , 0.292838 , 0.36318 , 0.281904 , 0.330664 , 0.221545 , 0.263283 , 0.285274 , 0.173471 , 0.279945 , 0.287663 , 0.292598 , 0.295769 , 0.388414 , 0.119229 , 0.265482 , 0.224322 , 0.248544 , 0.152779 , 0.297651 , 0.28395 , 0.286972 , 0.33655 , 0.333942 
 769 , 0.375825 , 0.396604 , 0.170741 , 0.162378 , 0.187948 , 0.346642 , 0.40777 , 0.389082 , 0.275276 , 0.26575 , 0.284126 , 0.242758 , 0.293119 , 0.363957 , 0.282281 , 0.331316 , 0.221989 , 0.263573 , 0.285761 , 0.173667 , 0.280232 , 0.288062 , 0.293078 , 0.296435 , 0.388959 , 0.119319 , 0.266155 , 0.22471 , 0.249066 , 0.153108 , 0.297916 , 0.283906 , 0.287431 , 0.33705 , 0.334677 
 770 , 0.37647 , 0.397534 , 0.171003 , 0.162527 , 0.188366 , 0.347315 , 0.408449 , 0.389561 , 0.276252 , 0.265866 , 0.284656 , 0.243324 , 0.293389 , 0.364703 , 0.282644 , 0.331939 , 0.222403 , 0.263844 , 0.286222 , 0.173853 , 0.280508 , 0.28845 , 0.293538 , 0.29707 , 0.389479 , 0.119408 , 0.266796 , 0.225078 , 0.249572 , 0.15342 , 0.298174 , 0.283861 , 0.287875 , 0.33753 , 0.335379 
 771 , 0.377036 , 0.398203 , 0.171322 , 0.162788 , 0.18878 , 0.347902 , 0.409069 , 0.390006 , 0.276917 , 0.266191 , 0.285092 , 0.243845 , 0.293751 , 0.365359 , 0.283051 , 0.332485 , 0.22274 , 0.264222 , 0.286614 , 0.174174 , 0.280953 , 0.288853 , 0.294079 , 0.297559 , 0.389949 , 0.119614 , 0.267188 , 0.225426 , 0.249953 , 0.15375 , 0.298577 , 0.284152 , 0.28824 , 0.337944 , 0.335929 
 772 , 0.37756 , 0.398821 , 0.171627 , 0.163071 , 0.189165 , 0.348482 , 0.409736 , 0.390515 , 0.277351 , 0.266608 , 0.2855 , 0.244368 , 0.29416 , 0.365916 , 0.283438 , 0.333063 , 0.22307 , 0.264603 , 0.286948 , 0.174564 , 0.281423 , 0.289286 , 0.294592 , 0.29807 , 0.390427 , 0.119851 , 0.267535 , 0.225736 , 0.250366 , 0.154151 , 0.298977 , 0.284485 , 0.288676 , 0.338406 , 0.336433 
 773 , 0.378067 , 0.399427 , 0.171924 , 0.163353 , 0.189548 , 0.349048 , 0.41039 , 0.391018 , 0.277773 , 0.267014 , 0.2859 , 0.244881 , 0.294561 , 0.366457 , 0.283823 , 0.333633 , 0.223395 , 0.264978 , 0.287273 , 0.174942 , 0.281881 , 0.289706 , 0.295103 , 0.29857 , 0.390898 , 0.120089 , 0.26787 , 0.226041 , 0.250769 , 0.154552 , 0.299368 , 0.284815 , 0.289105 , 0.338853 , 0.336927 
 774 , 0.378468 , 0.399927 , 0.172197 , 0.163658 , 0.189862 , 0.349574 , 0.411008 , 0.391494 , 0.278125 , 0.267333 , 0.28628 , 0.245348 , 0.29495 , 0.366961 , 0.284189 , 0.334142 , 0.223674 , 0.265367 , 0.287614 , 0.175297 , 0.282318 , 0.290089 , 0.295564 , 0.299027 , 0.391336 , 0.120331 , 0.268152 , 0.226296 , 0.251144 , 0.154889 , 0.299747 , 0.285197 , 0.289485 , 0.339302 , 0.337342 
 775 , 0.378703 , 0.400246 , 0.172427 , 0.163972 , 0.190117 , 0.350015 , 0.411529 , 0.391886 , 0.278367 , 0.26749 , 0.286568 , 0.245742 , 0.295303 , 0.367409 , 0.284489 , 0.334515 , 0.223866 , 0.265749 , 0.287983 , 0.175598 , 0.282705 , 0.290442 , 0.295962 , 0.299388 , 0.391786 , 0.120559 , 0.268377 , 0.22651 , 0.251489 , 0.155159 , 0.3001 , 0.285655 , 0.289719 , 0.339687 , 0.337681 
 776 , 0.378918 , 0.400546 , 0.172643 , 0.164282 , 0.190374 , 0.350441 , 0.412032 , 0.392265 , 0.278601 , 0.267634 , 0.28683 , 0.246127 , 0.29565 , 0.367855 , 0.284773 , 0.334862 , 0.224043 , 0.266116 , 0.288353 , 0.175889 , 0.28308 , 0.290791 , 0.296354 , 0.299722 , 0.39226 , 0.120787 , 0.268607 , 0.22673 , 0.251833 , 0.155424 , 0.300452 , 0.286121 , 0.289918 , 0.340055 , 0.338019 
 777 , 0.379145 , 0.400864 , 0.172859 , 0.164561 , 0.190638 , 0.350841 , 0.412513 , 0.392618 , 0.278839 , 0.267799 , 0.2871 , 0.246515 , 0.295987 , 0.368302 , 0.285043 , 0.335198 , 0.224219 , 0.266468 , 0.288701 , 0.176173 , 0.283447 , 0.291141 , 0.296751 , 0.300065 , 0.392714 , 0.121012 , 0.268839 , 0.226965 , 0.252173 , 0.15569 , 0.300791 , 0.286575 , 0.290128 , 0.3404 , 0.338369 
 778 , 0.37942 , 0.401268 , 0.173078 , 0.164716 , 0.190927 , 0.351084 , 0.412896 , 0.392927 , 0.279131 , 0.268121 , 0.287434 , 0.246938 , 0.296292 , 0.368735 , 0.285325 , 0.335547 , 0.224381 , 0.266742 , 0.288936 , 0.176402 , 0.283828 , 0.291472 , 0.297213 , 0.300468 , 0.393092 , 0.121264 , 0.269128 , 0.227279 , 0.25251 , 0.155944 , 0.301091 , 0.287008 , 0.290396 , 0.340655 , 0.338775 
 779 , 0.379722 , 0.401694 , 0.173314 , 0.164901 , 0.191221 , 0.351322 , 0.413291 , 0.393303 , 0.279441 , 0.268479 , 0.287816 , 0.247381 , 0.296612 , 0.369176 , 0.285688 , 0.335932 , 0.224566 , 0.267033 , 0.289166 , 0.176642 , 0.284253 , 0.291795 , 0.297706 , 0.300928 , 0.393458 , 0.121528 , 0.269412 , 0.227596 , 0.252881 , 0.156196 , 0.301424 , 0.287459 , 0.290713 , 0.340952 , 0.33917 
 780 , 0.380029 , 0.402125 , 0.173546 , 0.165084 , 0.191513 , 0.351564 , 0.413686 , 0.393679 , 0.279755 , 0.26884 , 0.288202 , 0.247828 , 0.296931 , 0.369616 , 0.286054 , 0.336327 , 0.224759 , 0.267334 , 0.289398 , 0.17688 , 0.284681 , 0.292128 , 0.298197 , 0.301392 , 0.393823 , 0.121793 , 0.2697 , 0.227917 , 0.253251 , 0.15645 , 0.301756 , 0.287913 , 0.291033 , 0.341247 , 0.339575 
 781 , 0.380333 , 0.402569 , 0.173826 , 0.165391 , 0.19174 , 0.351952 , 0.414028 , 0.394033 , 0.280111 , 0.269114 , 0.288578 , 0.248309 , 0.297238 , 0.370054 , 0.28638 , 0.336718 , 0.224883 , 0.267607 , 0.28964 , 0.177161 , 0.285023 , 0.292406 , 0.2986 , 0.301844 , 0.394183 , 0.121996 , 0.269966 , 0.228212 , 0.253586 , 0.156753 , 0.302069 , 0.288358 , 0.291366 , 0.341598 , 0.339925 
 782 , 0.380604 , 0.403029 , 0.174116 , 0.165677 , 0.191938 , 0.352347 , 0.414392 , 0.394333 , 0.280544 , 0.269353 , 0.288897 , 0.248747 , 0.297497 , 0.370529 , 0.286633 , 0.337063 , 0.224959 , 0.267878 , 0.289863 , 0.177453 , 0.285319 , 0.292695 , 0.298967 , 0.30224 , 0.394644 , 0.122184 , 0.270281 , 0.228532 , 0.253875 , 0.157115 , 0.302368 , 0.28879 , 0.291665 , 0.341897 , 0.340255 
 783 , 0.380884 , 0.403493 , 0.174419 , 0.165971 , 0.192144 , 0.352752 , 0.414766 , 0.394637 , 0.280991 , 0.26959 , 0.289225 , 0.249192 , 0.297765 , 0.371008 , 0.28689 , 0.337416 , 0.225032 , 0.268151 , 0.290084 , 0.177742 , 0.285618 , 0.292988 , 0.299348 , 0.302644 , 0.395109 , 0.122374 , 0.270599 , 0.228854 , 0.254168 , 0.157479 , 0.302676 , 0.28923 , 0.291968 , 0.342199 , 0.340594 
 784 , 0.381107 , 0.403945 , 0.174682 , 0.166258 , 0.192306 , 0.353117 , 0.415171 , 0.394977 , 0.281316 , 0.26979 , 0.289505 , 0.24958 , 0.298037 , 0.371461 , 0.287112 , 0.337779 , 0.225096 , 0.26844 , 0.290311 , 0.177978 , 0.285897 , 0.293241 , 0.299752 , 0.303053 , 0.395563 , 0.12258 , 0.270876 , 0.229171 , 0.254521 , 0.157811 , 0.302978 , 0.289666 , 0.292247 , 0.342451 , 0.340918 
 785 , 0.381346 , 0.404381 , 0.174894 , 0.16656 , 0.192451 , 0.353517 , 0.415578 , 0.395331 , 0.28148 , 0.27002 , 0.289751 , 0.249944 , 0.298344 , 0.371844 , 0.287302 , 0.338209 , 0.225128 , 0.268707 , 0.290574 , 0.178176 , 0.286167 , 0.293452 , 0.300157 , 0.303466 , 0.395933 , 0.122798 , 0.27102 , 0.229476 , 0.254997 , 0.158112 , 0.303245 , 0.290106 , 0.292505 , 0.342664 , 0.341265 
 786 , 0.381622 , 0.404824 , 0.175109 , 0.16688 , 0.192601 , 0.353953 , 0.415992 , 0.395691 , 0.28164 , 0.270268 , 0.290004 , 0.250328 , 0.298675 , 0.37222 , 0.287496 , 0.338663 , 0.225156 , 0.268966 , 0.290854 , 0.178381 , 0.286452 , 0.293675 , 0.300564 , 0.303895 , 0.396288 , 0.123022 , 0.271135 , 0.229779 , 0.255495 , 0.158425 , 0.303508 , 0.290553 , 0.29277 , 0.342882 , 0.341623 
 787 , 0.381899 , 0.405257 , 0.175316 , 0.167166 , 0.192791 , 0.354379 , 0.416412 , 0.396025 , 0.281827 , 0.270511 , 0.290262 , 0.250716 , 0.299 , 0.372596 , 0.287695 , 0.339112 , 0.225182 , 0.26923 , 0.291129 , 0.178605 , 0.286753 , 0.293902 , 0.300965 , 0.304319 , 0.396639 , 0.123248 , 0.271264 , 0.230081 , 0.255986 , 0.158757 , 0.303769 , 0.290984 , 0.29303 , 0.343111 , 0.341981 
 788 , 0.382089 , 0.405574 , 0.175427 , 0.167317 , 0.193134 , 0.354635 , 0.416819 , 0.396242 , 0.282127 , 0.270693 , 0.290538 , 0.251096 , 0.299284 , 0.372961 , 0.287873 , 0.33948 , 0.225263 , 0.269509 , 0.291341 , 0.178879 , 0.287108 , 0.294163 , 0.301347 , 0.304664 , 0.396958 , 0.123486 , 0.271469 , 0.230352 , 0.256352 , 0.159136 , 0.304023 , 0.29133 , 0.293253 , 0.343358 , 0.342254 
 789 , 0.382146 , 0.405845 , 0.175471 , 0.167454 , 0.193454 , 0.354799 , 0.417208 , 0.396466 , 0.282407 , 0.270835 , 0.290833 , 0.251478 , 0.299561 , 0.373353 , 0.288048 , 0.339832 , 0.225397 , 0.269822 , 0.291528 , 0.17914 , 0.287455 , 0.294405 , 0.301737 , 0.305018 , 0.397269 , 0.123724 , 0.271735 , 0.230633 , 0.256676 , 0.159508 , 0.30427 , 0.291684 , 0.293468 , 0.343598 , 0.342462 
 790 , 0.382201 , 0.406126 , 0.175522 , 0.167599 , 0.193787 , 0.354967 , 0.417601 , 0.396694 , 0.282691 , 0.270979 , 0.291136 , 0.251861 , 0.299846 , 0.373755 , 0.288231 , 0.340194 , 0.225533 , 0.270143 , 0.291724 , 0.179402 , 0.287816 , 0.294656 , 0.302137 , 0.305376 , 0.397583 , 0.123969 , 0.272003 , 0.230922 , 0.257014 , 0.159886 , 0.304519 , 0.292047 , 0.293686 , 0.343842 , 0.342678 
 791 , 0.382302 , 0.406462 , 0.175677 , 0.167731 , 0.193982 , 0.355206 , 0.417995 , 0.396949 , 0.283011 , 0.271133 , 0.291441 , 0.2523 , 0.300141 , 0.374205 , 0.288441 , 0.3405 , 0.225667 , 0.270416 , 0.291867 , 0.179626 , 0.288096 , 0.294932 , 0.302495 , 0.30577 , 0.397854 , 0.124157 , 0.272302 , 0.231216 , 0.25738 , 0.160211 , 0.30472 , 0.292395 , 0.293957 , 0.344082 , 0.342951 
 792 , 0.38253 , 0.406873 , 0.176043 , 0.167917 , 0.194216 , 0.355584 , 0.418422 , 0.397286 , 0.283396 , 0.271319 , 0.291679 , 0.252759 , 0.300501 , 0.374597 , 0.288651 , 0.340759 , 0.225737 , 0.270688 , 0.292019 , 0.179837 , 0.288376 , 0.295236 , 0.302889 , 0.306225 , 0.398197 , 0.124345 , 0.272623 , 0.231471 , 0.257749 , 0.160469 , 0.304969 , 0.292763 , 0.294261 , 0.344359 , 0.343319 
 793 , 0.382763 , 0.407289 , 0.176428 , 0.168103 , 0.194452 , 0.355967 , 0.418854 , 0.397627 , 0.28379 , 0.271508 , 0.291926 , 0.253231 , 0.300876 , 0.374999 , 0.288863 , 0.341021 , 0.225804 , 0.270963 , 0.292179 , 0.180051 , 0.288669 , 0.295549 , 0.303297 , 0.306688 , 0.398544 , 0.124545 , 0.272947 , 0.231729 , 0.258131 , 0.160728 , 0.305227 , 0.293139 , 0.294573 , 0.344644 , 0.34369 
 794 , 0.382982 , 0.407762 , 0.17678 , 0.168342 , 0.19467 , 0.356305 , 0.419198 , 0.397993 , 0.284208 , 0.271694 , 0.292161 , 0.253659 , 0.301235 , 0.375386 , 0.289077 , 0.341321 , 0.225849 , 0.27123 , 0.292393 , 0.180274 , 0.288964 , 0.295822 , 0.303753 , 0.307139 , 0.398925 , 0.124713 , 0.273285 , 0.231974 , 0.258495 , 0.160988 , 0.3055 , 0.293503 , 0.29484 , 0.344934 , 0.34405 
 795 , 0.383277 , 0.408381 , 0.17705 , 0.168606 , 0.194854 , 0.356549 , 0.419533 , 0.398319 , 0.284636 , 0.271844 , 0.292492 , 0.254072 , 0.301545 , 0.375864 , 0.289319 , 0.341702 , 0.225893 , 0.271461 , 0.292675 , 0.180535 , 0.289233 , 0.296069 , 0.3042 , 0.307528 , 0.399339 , 0.124857 , 0.273576 , 0.232259 , 0.258863 , 0.161318 , 0.305802 , 0.293803 , 0.29506 , 0.345209 , 0.344389 
 796 , 0.383605 , 0.409036 , 0.17731 , 0.168874 , 0.19504 , 0.356775 , 0.419901 , 0.39864 , 0.285077 , 0.271997 , 0.292865 , 0.2545 , 0.301857 , 0.376384 , 0.289571 , 0.342112 , 0.225952 , 0.271684 , 0.292973 , 0.180815 , 0.2895 , 0.296321 , 0.304644 , 0.307916 , 0.399758 , 0.125006 , 0.273866 , 0.232568 , 0.259247 , 0.161675 , 0.306118 , 0.294096 , 0.295274 , 0.345493 , 0.344726 
 797 , 0.38396 , 0.409661 , 0.177578 , 0.16916 , 0.195272 , 0.357058 , 0.420317 , 0.398946 , 0.285496 , 0.272154 , 0.293227 , 0.254941 , 0.302158 , 0.376921 , 0.289811 , 0.342521 , 0.226012 , 0.271916 , 0.29326 , 0.181097 , 0.289789 , 0.29659 , 0.305078 , 0.308316 , 0.4002 , 0.12517 , 0.274165 , 0.232878 , 0.259644 , 0.162046 , 0.306424 , 0.294384 , 0.295498 , 0.34576 , 0.345073 
 798 , 0.384313 , 0.410109 , 0.17786 , 0.16948 , 0.195621 , 0.357517 , 0.4208 , 0.399222 , 0.28581 , 0.272314 , 0.293513 , 0.255375 , 0.302402 , 0.377455 , 0.290011 , 0.342927 , 0.226094 , 0.272146 , 0.293437 , 0.181368 , 0.290157 , 0.296897 , 0.305499 , 0.30873 , 0.400651 , 0.125381 , 0.274517 , 0.233115 , 0.260069 , 0.162437 , 0.306657 , 0.294672 , 0.295771 , 0.345986 , 0.345412 
 799 , 0.384601 , 0.410495 , 0.178137 , 0.169798 , 0.195963 , 0.358014 , 0.421218 , 0.399521 , 0.286086 , 0.272467 , 0.293768 , 0.255795 , 0.302632 , 0.377954 , 0.290206 , 0.343365 , 0.226183 , 0.272396 , 0.293578 , 0.181628 , 0.290542 , 0.297194 , 0.30595 , 0.309138 , 0.401061 , 0.125591 , 0.274896 , 0.233301 , 0.260496 , 0.16281 , 0.306839 , 0.294988 , 0.296094 , 0.346233 , 0.345739 
 800 , 0.384902 , 0.41089 , 0.17842 , 0.170123 , 0.196312 , 0.358518 , 0.421652 , 0.399824 , 0.286366 , 0.272629 , 0.294028 , 0.256225 , 0.302868 , 0.378468 , 0.290401 , 0.343809 , 0.226274 , 0.27265 , 0.293724 , 0.181895 , 0.290938 , 0.297503 , 0.306408 , 0.309557 , 0.40148 , 0.12581 , 0.275284 , 0.233485 , 0.260938 , 0.16319 , 0.307032 , 0.295315 , 0.296428 , 0.346486 , 0.346079 
 801 , 0.384974 , 0.411264 , 0.178507 , 0.170302 , 0.196543 , 0.358804 , 0.421956 , 0.400142 , 0.286599 , 0.272673 , 0.294286 , 0.256684 , 0.303019 , 0.378855 , 0.290563 , 0.344209 , 0.226349 , 0.272875 , 0.2939 , 0.182105 , 0.291167 , 0.297705 , 0.306743 , 0.309927 , 0.401606 , 0.125966 , 0.275624 , 0.233655 , 0.261279 , 0.163448 , 0.307129 , 0.295549 , 0.296704 , 0.346735 , 0.346425 
 802 , 0.385053 , 0.411527 , 0.178533 , 0.170452 , 0.196763 , 0.359058 , 0.422309 , 0.400331 , 0.28687 , 0.272695 , 0.294509 , 0.257095 , 0.303223 , 0.379214 , 0.290717 , 0.344572 , 0.226392 , 0.273126 , 0.294116 , 0.182326 , 0.291377 , 0.297898 , 0.307059 , 0.310349 , 0.401804 , 0.126114 , 0.275936 , 0.233894 , 0.261673 , 0.163697 , 0.307277 , 0.295808 , 0.296905 , 0.346934 , 0.346836 
 803 , 0.385134 , 0.411806 , 0.178563 , 0.1706 , 0.196994 , 0.359314 , 0.422673 , 0.400529 , 0.287151 , 0.272712 , 0.294731 , 0.25752 , 0.303437 , 0.379577 , 0.290881 , 0.344947 , 0.226439 , 0.27338 , 0.294342 , 0.182545 , 0.291586 , 0.298094 , 0.307375 , 0.310788 , 0.402005 , 0.126263 , 0.276256 , 0.23414 , 0.262075 , 0.163945 , 0.30743 , 0.296076 , 0.297115 , 0.34714 , 0.347255 
 804 , 0.3853 , 0.412104 , 0.178695 , 0.170698 , 0.197206 , 0.359534 , 0.422948 , 0.400645 , 0.287441 , 0.272805 , 0.294916 , 0.257845 , 0.303677 , 0.379919 , 0.291003 , 0.345238 , 0.226451 , 0.273613 , 0.294493 , 0.18274 , 0.291761 , 0.298252 , 0.307727 , 0.311201 , 0.40231 , 0.126433 , 0.27652 , 0.234393 , 0.262467 , 0.164202 , 0.307579 , 0.296378 , 0.297318 , 0.347305 , 0.347602 
 805 , 0.385491 , 0.412683 , 0.178926 , 0.170791 , 0.197442 , 0.359706 , 0.423212 , 0.400847 , 0.287815 , 0.272967 , 0.295157 , 0.258186 , 0.303976 , 0.380301 , 0.291097 , 0.345453 , 0.226471 , 0.273839 , 0.294622 , 0.182909 , 0.291941 , 0.298416 , 0.308135 , 0.311604 , 0.402661 , 0.126633 , 0.276834 , 0.23465 , 0.262846 , 0.164514 , 0.307743 , 0.296668 , 0.29755 , 0.347516 , 0.34788 
 806 , 0.385676 , 0.413345 , 0.179175 , 0.170889 , 0.197695 , 0.359883 , 0.423495 , 0.401087 , 0.288217 , 0.27315 , 0.295419 , 0.258558 , 0.304297 , 0.380709 , 0.291199 , 0.345673 , 0.226497 , 0.274068 , 0.294767 , 0.183075 , 0.292145 , 0.298594 , 0.308568 , 0.312019 , 0.403023 , 0.126842 , 0.277176 , 0.23491 , 0.263237 , 0.164849 , 0.307915 , 0.296957 , 0.297803 , 0.347747 , 0.348167 
 807 , 0.385821 , 0.413946 , 0.179401 , 0.17106 , 0.197895 , 0.360053 , 0.423793 , 0.401364 , 0.28856 , 0.273306 , 0.295668 , 0.258929 , 0.304609 , 0.381097 , 0.291288 , 0.345898 , 0.226476 , 0.274284 , 0.294901 , 0.183224 , 0.292389 , 0.298774 , 0.308977 , 0.312389 , 0.403332 , 0.127019 , 0.277468 , 0.235145 , 0.263586 , 0.165153 , 0.308071 , 0.297257 , 0.297996 , 0.347938 , 0.348421 
 808 , 0.385908 , 0.414271 , 0.179584 , 0.171382 , 0.197944 , 0.360196 , 0.424127 , 0.401686 , 0.288689 , 0.273437 , 0.295845 , 0.259292 , 0.304863 , 0.381408 , 0.291378 , 0.346169 , 0.226345 , 0.274444 , 0.294995 , 0.183357 , 0.292759 , 0.298976 , 0.309314 , 0.312635 , 0.403475 , 0.127125 , 0.277619 , 0.235324 , 0.263832 , 0.165383 , 0.308168 , 0.297612 , 0.29807 , 0.34803 , 0.348612 
 809 , 0.386055 , 0.414503 , 0.179788 , 0.171711 , 0.198 , 0.360361 , 0.424499 , 0.401996 , 0.28878 , 0.273619 , 0.295999 , 0.259698 , 0.305091 , 0.381725 , 0.291495 , 0.346518 , 0.226218 , 0.274612 , 0.29509 , 0.183518 , 0.293166 , 0.299207 , 0.309651 , 0.312898 , 0.403605 , 0.127255 , 0.277775 , 0.235546 , 0.264112 , 0.165625 , 0.308237 , 0.298023 , 0.298192 , 0.34815 , 0.348829 
